city,country,admin_name
Mar de Ajó,Argentina,Buenos Aires
Maracaí,Brazil,São Paulo
Dennis,United States,Massachusetts
Glenpool,United States,Oklahoma
Oil City,United States,Pennsylvania
Clinton,United States,Massachusetts
Brejo do Cruz,Brazil,Paraíba
Gien,France,Centre-Val de Loire
Hammonton,United States,New Jersey
Orange,United States,Connecticut
New Kingman-Butler,United States,Arizona
Tracunhaém,Brazil,Pernambuco
Newhaven,United Kingdom,East Sussex
Nidzica,Poland,Warmińsko-Mazurskie
Dalkeith,United Kingdom,Midlothian
Kamigōri,Japan,Hyōgo
Diego de Almagro,Chile,Atacama
Deming,United States,New Mexico
Oulad Chikh,Morocco,Casablanca-Settat
Big Rapids,United States,Michigan
Zhovkva,Ukraine,L’vivs’ka Oblast’
Miami Springs,United States,Florida
San Prisco,Italy,Campania
Itapetim,Brazil,Pernambuco
Pirallahı,Azerbaijan,Bakı
Fulshear,United States,Texas
Miraíma,Brazil,Ceará
Cromwell,United States,Connecticut
South Venice,United States,Florida
Khmis Sidi al ’Aydi,Morocco,Casablanca-Settat
Ataléia,Brazil,Minas Gerais
Demerval Lobão,Brazil,Piauí
Chaoyangdicun,China,Hebei
Găeşti,Romania,Dâmboviţa
Douar Lehgagcha,Morocco,Casablanca-Settat
Allouez,United States,Wisconsin
Princeton,United States,Texas
Valburg,Netherlands,Gelderland
Baraboo,United States,Wisconsin
Gura Humorului,Romania,Suceava
Zhashkiv,Ukraine,Cherkas’ka Oblast’
Lanuvio,Italy,Lazio
Cavarzere,Italy,Veneto
Jericho,United States,New York
North Battleford,Canada,Saskatchewan
Salisbury,United States,Pennsylvania
Kauhajoki,Finland,Etelä-Pohjanmaa
Wanze,Belgium,Wallonia
Philippsburg,Germany,Baden-Württemberg
Erbach,Germany,Hesse
Rustington,United Kingdom,West Sussex
Pembroke,Canada,Ontario
Jinmingsi,China,Shaanxi
El Sobrante,United States,California
Schwaz,Austria,Tirol
Cahokia,United States,Illinois
Niquinohomo,Nicaragua,Masaya
Springdale,United States,New Jersey
Oak Island,United States,North Carolina
Saint-Gilles,France,Occitanie
Melsungen,Germany,Hesse
Gramercy,United States,Louisiana
Atlantic Beach,United States,Florida
Zábřeh,Czechia,Olomoucký Kraj
Haßfurt,Germany,Bavaria
Guapí,Colombia,Cauca
Teays Valley,United States,West Virginia
Ephrata,United States,Pennsylvania
Sant’Angelo Lodigiano,Italy,Lombardy
Oosterzele,Belgium,Flanders
Oak Park,United States,California
Uruana,Brazil,Goiás
Ban Tha Luang Lang,Thailand,Chanthaburi
Arcozelo,Portugal,Porto
Santa Cruz de Bezana,Spain,Cantabria
Couvin,Belgium,Wallonia
Zacualpan,Mexico,México
Saddle Brook,United States,New Jersey
Horodyshche,Ukraine,Cherkas’ka Oblast’
San Pietro Vernotico,Italy,Puglia
Apostolove,Ukraine,Dnipropetrovs’ka Oblast’
Richmond Hill,United States,Georgia
Forlimpopoli,Italy,Emilia-Romagna
Peri-Mirim,Brazil,Maranhão
Granville,France,Normandie
Brandermill,United States,Virginia
São José do Cedro,Brazil,Santa Catarina
Joaquim Pires,Brazil,Piauí
Machados,Brazil,Pernambuco
Latisana,Italy,Friuli-Venezia Giulia
Yamanobe,Japan,Yamagata
Berre-l’Étang,France,Provence-Alpes-Côte d’Azur
Alagoinha,Brazil,Pernambuco
Jupi,Brazil,Pernambuco
Lamas,Peru,San Martín
Sedriano,Italy,Lombardy
Ak-Dovurak,Russia,Tyva
Lich,Germany,Hesse
Great Driffield,United Kingdom,East Riding of Yorkshire
Rutherford,Australia,New South Wales
Llanera,Spain,Asturias
Calanogas,Philippines,Lanao del Sur
Forrest City,United States,Arkansas
Sun Village,United States,California
Vilanova del Camí,Spain,Catalonia
Santana do Matos,Brazil,Rio Grande do Norte
San Agustín de Guadalix,Spain,Madrid
Arzachena,Italy,Sardegna
Crispiano,Italy,Puglia
Jardín,Colombia,Antioquia
Eichstätt,Germany,Bavaria
Bokod,Philippines,Benguet
Moorestown-Lenola,United States,New Jersey
Melenki,Russia,Vladimirskaya Oblast’
Mwinilunga,Zambia,North-Western
Heliópolis,Brazil,Bahia
Wayland,United States,Massachusetts
Neckargemünd,Germany,Baden-Württemberg
Zarghūn Shahr,Afghanistan,Paktīkā
Bovenden,Germany,Lower Saxony
Jindayris,Syria,Ḩalab
Marienheide,Germany,North Rhine-Westphalia
Lauterbach,Germany,Hesse
Pelham,United States,New Hampshire
Fergus Falls,United States,Minnesota
Passa e Fica,Brazil,Rio Grande do Norte
Włodawa,Poland,Lubelskie
Verín,Spain,Galicia
Spaichingen,Germany,Baden-Württemberg
Dores do Indaiá,Brazil,Minas Gerais
Angermünde,Germany,Brandenburg
Ampthill,United Kingdom,Central Bedfordshire
Selston,United Kingdom,Nottinghamshire
Feliz,Brazil,Rio Grande do Sul
Aurora,United States,New York
Kupino,Russia,Novosibirskaya Oblast’
Pondūru,India,Andhra Pradesh
Chiran,Japan,Kagoshima
Pedro Afonso,Brazil,Tocantins
Mont-Laurier,Canada,Quebec
Münchenstein,Switzerland,Basel-Landschaft
Ahrensfelde,Germany,Brandenburg
Forres,United Kingdom,Moray
Gołdap,Poland,Warmińsko-Mazurskie
Hilpoltstein,Germany,Bavaria
San Vicente,Philippines,Ilocos Sur
La Quiaca,Argentina,Jujuy
Conneaut,United States,Ohio
Nether Providence,United States,Pennsylvania
Mansidão,Brazil,Bahia
Biedenkopf,Germany,Hesse
Châlette-sur-Loing,France,Centre-Val de Loire
São Ludgero,Brazil,Santa Catarina
Tenente Portela,Brazil,Rio Grande do Sul
Bollène,France,Provence-Alpes-Côte d’Azur
Thomaston,United States,Georgia
Otley,United Kingdom,Leeds
Strathmore,Canada,Alberta
Virgem da Lapa,Brazil,Minas Gerais
Abre Campo,Brazil,Minas Gerais
Levelland,United States,Texas
Bandarbeyla,Somalia,Bari
Filandia,Colombia,Quindío
Mbulu,Tanzania,Manyara
Grünberg,Germany,Hesse
Jaguapitã,Brazil,Paraná
Palmetto,United States,Florida
Neunkirchen,Germany,North Rhine-Westphalia
Puxinanã,Brazil,Paraíba
Piney Green,United States,North Carolina
Caledon,South Africa,Western Cape
Xireg,China,Qinghai
Fort Campbell North,United States,Kentucky
Schoonhoven,Netherlands,Zuid-Holland
Camponogara,Italy,Veneto
Millbury,United States,Massachusetts
Mangha,China,Yunnan
Andaraí,Brazil,Bahia
Motupe,Peru,Lambayeque
Cumnock,United Kingdom,East Ayrshire
Cobh,Ireland,Cork
Kuleshovka,Russia,Rostovskaya Oblast’
Altos del Rosario,Colombia,Bolívar
Pierrelatte,France,Auvergne-Rhône-Alpes
Jimbolia,Romania,Timiş
Alleroy,Russia,Chechnya
Schermbeck,Germany,North Rhine-Westphalia
Bergen,Germany,Mecklenburg-Western Pomerania
Conceição do Rio Verde,Brazil,Minas Gerais
Massaranduba,Brazil,Paraíba
Blegny,Belgium,Wallonia
Torredonjimeno,Spain,Andalusia
Tamsaout,Morocco,Souss-Massa
San Pedro Pochutla,Mexico,Oaxaca
Vedi,Armenia,Ararat
Saugeen Shores,Canada,Ontario
Camapuã,Brazil,Mato Grosso do Sul
Quatipuru,Brazil,Pará
Margraten,Netherlands,Limburg
Wells,United Kingdom,Somerset
Hickory Hills,United States,Illinois
Quartucciu,Italy,Sardegna
Khomām,Iran,Gīlān
Meruoca,Brazil,Ceará
Quatá,Brazil,São Paulo
Robinson,United States,Pennsylvania
Hinabangan,Philippines,Samar
Beach Park,United States,Illinois
Burglengenfeld,Germany,Bavaria
Bully-les-Mines,France,Hauts-de-France
General Carneiro,Brazil,Paraná
Winsum,Netherlands,Groningen
East Milton,United States,Florida
Satuba,Brazil,Alagoas
Grammichele,Italy,Sicilia
Hünxe,Germany,North Rhine-Westphalia
Tomiño,Spain,Galicia
Fontenay-le-Comte,France,Pays de la Loire
Weißenhorn,Germany,Bavaria
Dishāshah,Egypt,Banī Suwayf
Sharonville,United States,Ohio
Lappersdorf,Germany,Bavaria
Santa Marcela,Philippines,Apayao
Cacequi,Brazil,Rio Grande do Sul
West Freehold,United States,New Jersey
Middlesex,United States,New Jersey
Thompson,Canada,Manitoba
Lagoa da Confusão,Brazil,Tocantins
Quierschied,Germany,Saarland
San Jorge,Guatemala,Zacapa
Castelfranco di Sotto,Italy,Tuscany
Spring Creek,United States,Nevada
St. James,United States,New York
Vigodarzere,Italy,Veneto
Nikolayevsk,Russia,Volgogradskaya Oblast’
Maumee,United States,Ohio
Caldeirão Grande,Brazil,Bahia
Alto Paraná,Brazil,Paraná
Lawrenceburg,United States,Kentucky
Brevard,United States,North Carolina
Saint-Paul-lès-Dax,France,Nouvelle-Aquitaine
Erbach,Germany,Baden-Württemberg
São Pedro do Piauí,Brazil,Piauí
Bad Laasphe,Germany,North Rhine-Westphalia
Salzano,Italy,Veneto
Šternberk,Czechia,Olomoucký Kraj
Beyne-Heusay,Belgium,Wallonia
Ad Duraykīsh,Syria,Ţarţūs
Rio Vermelho,Brazil,Minas Gerais
Lavaltrie,Canada,Quebec
Bowral,Australia,New South Wales
Lengede,Germany,Lower Saxony
Rottingdean,United Kingdom,Brighton and Hove
Głubczyce,Poland,Opolskie
Ixcatepec,Mexico,Veracruz
Nicosia,Italy,Sicilia
Gran,Norway,Oppland
Arcadia,United States,New York
Sunjiayan,China,Guizhou
Lorsch,Germany,Hesse
Bridport,United Kingdom,Dorset
Hösbach,Germany,Bavaria
San Martino di Lupari,Italy,Veneto
Santa Luzia,Brazil,Bahia
Adams,United States,Pennsylvania
Talne,Ukraine,Cherkas’ka Oblast’
San Marco in Lamis,Italy,Puglia
Cajabamba,Peru,Cajamarca
Mirabela,Brazil,Minas Gerais
Trogir,Croatia,Splitsko-Dalmatinska Županija
Crevalcore,Italy,Emilia-Romagna
Kirchheim bei München,Germany,Bavaria
Afir,Algeria,Boumerdes
Rio de Contas,Brazil,Bahia
Broxburn,United Kingdom,West Lothian
Montefiascone,Italy,Lazio
Zelzate,Belgium,Flanders
Vicovu de Sus,Romania,Suceava
Šamorín,Slovakia,Trnavský
Beverstedt,Germany,Lower Saxony
Saint-Martin-de-Crau,France,Provence-Alpes-Côte d’Azur
Kastoriá,Greece,Dytikí Makedonía
Hersham,United Kingdom,Surrey
Soddy-Daisy,United States,Tennessee
Melilli,Italy,Sicilia
Terra Boa,Brazil,Bahia
Moberly,United States,Missouri
Plougastel-Daoulas,France,Bretagne
Bacup,United Kingdom,Lancashire
Port Clinton,United States,Ohio
Zhukovo,Russia,Kaluzhskaya Oblast’
Höchstadt an der Aisch,Germany,Bavaria
Canton,United States,Illinois
Agua Blanca,Guatemala,Jutiapa
San Javier,Argentina,Santa Fe
Águas Vermelhas,Brazil,Minas Gerais
Grez-Doiceau,Belgium,Wallonia
San Gennaro Vesuviano,Italy,Campania
Waianae,United States,Hawaii
Qingxicun,China,Guangdong
Vadnais Heights,United States,Minnesota
Wood Dale,United States,Illinois
Panukulan,Philippines,Quezon
Montespertoli,Italy,Tuscany
Haaren,Germany,North Rhine-Westphalia
Brecksville,United States,Ohio
Wolsztyn,Poland,Wielkopolskie
Frías,Argentina,Santiago del Estero
Bad Soden-Salmünster,Germany,Hesse
Eichenau,Germany,Bavaria
Saarwellingen,Germany,Saarland
Aghbala,Morocco,Béni Mellal-Khénifra
Dakit,Philippines,Southern Leyte
New Providence,United States,New Jersey
Maribondo,Brazil,Alagoas
Radnevo,Bulgaria,Stara Zagora
Betanzos,Spain,Galicia
Quatis,Brazil,Rio de Janeiro
Krumbach,Germany,Bavaria
Ettenheim,Germany,Baden-Württemberg
Alexandria,Brazil,Rio Grande do Norte
Kaharlyk,Ukraine,Kyyivs’ka Oblast’
El Barco de Valdeorras,Spain,Galicia
Shiloh,United States,Illinois
Pfullendorf,Germany,Baden-Württemberg
Shangping,China,Guangdong
Rantoul,United States,Illinois
High River,Canada,Alberta
Colonial Park,United States,Pennsylvania
Serra Branca,Brazil,Paraíba
Tomar do Geru,Brazil,Sergipe
Bagulin,Philippines,La Union
Drøbak,Norway,Akershus
Manerbio,Italy,Lombardy
Tianguistengo,Mexico,Hidalgo
Spiez,Switzerland,Bern
Broadlands,United States,Virginia
Marly,France,Hauts-de-France
Shepshed,United Kingdom,Leicestershire
Barra do Ribeiro,Brazil,Rio Grande do Sul
Presidente Bernardes,Brazil,São Paulo
Boston,Philippines,Davao Oriental
Chã da Alegria,Brazil,Pernambuco
Mqam at Tolba,Morocco,Rabat-Salé-Kénitra
Feldbach,Austria,Steiermark
Genas,France,Auvergne-Rhône-Alpes
Lourdes,France,Occitanie
Mario Campos,Brazil,Minas Gerais
Kingston,United States,Massachusetts
Talanga,Honduras,Francisco Morazán
Washington,United States,Indiana
Hazel Crest,United States,Illinois
Price,United States,Utah
Vitry-le-François,France,Grand Est
LaBelle,United States,Florida
Arruda dos Vinhos,Portugal,Lisboa
Reeuwijk,Netherlands,Zuid-Holland
Trebur,Germany,Hesse
Creutzwald,France,Grand Est
Nesebar,Bulgaria,Burgas
Pānchgani,India,Mahārāshtra
Vernouillet,France,Centre-Val de Loire
Santa Coloma de Farnés,Spain,Catalonia
Eloxochitlán,Mexico,Puebla
Charlton,United States,Massachusetts
Landau an der Isar,Germany,Bavaria
Carluke,United Kingdom,South Lanarkshire
Urupês,Brazil,São Paulo
Ilamatlán,Mexico,Veracruz
Chañaral,Chile,Atacama
Calderara di Reno,Italy,Emilia-Romagna
Alpena,United States,Michigan
Halsteren,Netherlands,Noord-Brabant
Knittelfeld,Austria,Steiermark
Flint,United Kingdom,Flintshire
Châteaudun,France,Centre-Val de Loire
Roudnice nad Labem,Czechia,Ústecký Kraj
Löningen,Germany,Lower Saxony
Ketsch,Germany,Baden-Württemberg
Manuel Ribas,Brazil,Paraná
Tezze sul Brenta,Italy,Veneto
Patti,Italy,Sicilia
Ribeirão do Pinhal,Brazil,Paraná
Buşrá al Ḩarīr,Syria,Dar‘ā
Küssnacht,Switzerland,Schwyz
Dok Kham Tai,Thailand,Phayao
Gricignano d’Aversa,Italy,Campania
Conway,United States,Florida
Kettering,United States,Maryland
Woudenberg,Netherlands,Utrecht
Llanes,Spain,Asturias
Mayenne,France,Pays de la Loire
Manatí,Colombia,Atlántico
Rocky Point,United States,New York
Ainsdale,United Kingdom,Sefton
Kissane Ltouqi,Morocco,Fès-Meknès
Castelnuovo di Verona,Italy,Veneto
Loreto,Italy,Marche
Sant Sadurní d’Anoia,Spain,Catalonia
Casale sul Sile,Italy,Veneto
Neunkirchen,Austria,Niederösterreich
Pervomaysk,Russia,Nizhegorodskaya Oblast’
Lavello,Italy,Basilicata
Elizabethton,United States,Tennessee
Ficarazzi,Italy,Sicilia
Miranorte,Brazil,Tocantins
Wauconda,United States,Illinois
Lake Forest Park,United States,Washington
Aconibe,Equatorial Guinea,Wele-Nzas
Quattro Castella,Italy,Emilia-Romagna
Gex,France,Auvergne-Rhône-Alpes
Ban Chorakhe Samphan,Thailand,Suphan Buri
Nules,Spain,Valencia
Vicuña,Chile,Coquimbo
Schüttorf,Germany,Lower Saxony
Brunn am Gebirge,Austria,Niederösterreich
Zehdenick,Germany,Brandenburg
Avenal,United States,California
Buchloe,Germany,Bavaria
Fereydūnshahr,Iran,Eşfahān
Rogers,United States,Minnesota
Formello,Italy,Lazio
Maasbree,Netherlands,Limburg
Kaspi,Georgia,Shida Kartli
Marshall,United States,Minnesota
Mechtras,Algeria,Tizi Ouzou
Rionero in Vulture,Italy,Basilicata
Champasak,Laos,Champasak
Standish,United Kingdom,Wigan
Várzea Nova,Brazil,Bahia
Saint-Orens-de-Gameville,France,Occitanie
Jensen Beach,United States,Florida
Jimboomba,Australia,Queensland
Uttoxeter,United Kingdom,Staffordshire
Fruita,United States,Colorado
Homosassa Springs,United States,Florida
Severn,Canada,Ontario
Paripueira,Brazil,Alagoas
Mutterstadt,Germany,Rhineland-Palatinate
Friedland,Germany,Lower Saxony
Middlesborough,United States,Kentucky
Bad Dürrheim,Germany,Baden-Württemberg
Tahannawt,Morocco,Marrakech-Safi
Harnes,France,Hauts-de-France
Costessey,United Kingdom,Norfolk
Itaguara,Brazil,Minas Gerais
Les Ponts-de-Cé,France,Pays de la Loire
Wake,Japan,Okayama
Wehr,Germany,Baden-Württemberg
Red Oak,United States,Texas
Olivehurst,United States,California
Big Bear City,United States,California
Aguilar,Spain,Andalusia
Martinho Campos,Brazil,Minas Gerais
Pont-Sainte-Maxence,France,Hauts-de-France
Brig-Glis,Switzerland,Valais
Marion,United States,North Carolina
Wernau,Germany,Baden-Württemberg
Muisne,Ecuador,Esmeraldas
Rommerskirchen,Germany,North Rhine-Westphalia
San Jacinto del Cauca,Colombia,Bolívar
Alexandria,United Kingdom,West Dunbartonshire
Khoyniki,Belarus,Homyel’skaya Voblasts’
Fortuna,United States,California
Santa Fe,United States,Texas
North Valley,United States,New Mexico
Chiampo,Italy,Veneto
Schinnen,Netherlands,Limburg
Ruza,Russia,Moskovskaya Oblast’
Giporlos,Philippines,Eastern Samar
Tagoloan,Philippines,Lanao del Norte
Lindale,United States,Texas
Oboyan,Russia,Kurskaya Oblast’
Verona,United States,New Jersey
Capaci,Italy,Sicilia
Akhty,Russia,Dagestan
Keerbergen,Belgium,Flanders
Englewood,United States,Ohio
Lakeland South,United States,Washington
Washington,United States,Pennsylvania
Le Relecq-Kerhuon,France,Bretagne
Jasper,United States,Alabama
Golyshmanovo,Russia,Tyumenskaya Oblast’
Balchik,Bulgaria,Dobrich
Short Hills,United States,New Jersey
Calcinaia,Italy,Tuscany
Huron,United States,South Dakota
Arroio do Tigre,Brazil,Rio Grande do Sul
Amilly,France,Centre-Val de Loire
Itapuí,Brazil,São Paulo
Tauberbischofsheim,Germany,Baden-Württemberg
El Tabo,Chile,Valparaíso
Sault Ste. Marie,United States,Michigan
Nemours,France,Île-de-France
Bollnäs,Sweden,Gävleborg
Te Awamutu,New Zealand,Waikato
Saka,Japan,Hiroshima
Serrolândia,Brazil,Bahia
Espita,Mexico,Yucatán
Qigexingcun,China,Xinjiang
Plattling,Germany,Bavaria
Colac,Australia,Victoria
Mijdrecht,Netherlands,Utrecht
Paso de los Toros,Uruguay,Durazno
Andover,United States,Kansas
Rosas,Colombia,Cauca
Santa Maria a Monte,Italy,Tuscany
Buchs,Switzerland,Sankt Gallen
Luís Antônio,Brazil,São Paulo
Dossenheim,Germany,Baden-Württemberg
Gmunden,Austria,Oberösterreich
Zelenodolsk,Ukraine,Dnipropetrovs’ka Oblast’
Matsushima,Japan,Miyagi
Brookside,United States,Delaware
Sison,Philippines,Surigao del Norte
Veyrier,Switzerland,Genève
South Park Township,United States,Pennsylvania
South Park,United States,Pennsylvania
Arara,Brazil,Paraíba
Tachov,Czechia,Plzeňský Kraj
Mountain Park,United States,Georgia
Carpenedolo,Italy,Lombardy
Ubstadt-Weiher,Germany,Baden-Württemberg
Varazze,Italy,Liguria
Gourock,United Kingdom,Inverclyde
Shanyincun,China,Hebei
Carpinteria,United States,California
Grimstad,Norway,Aust-Agder
Guéret,France,Nouvelle-Aquitaine
Mogeiro,Brazil,Paraíba
Joaquín V. González,Argentina,Salta
San José de Maipo,Chile,Región Metropolitana
Besigheim,Germany,Baden-Württemberg
Glenn Heights,United States,Texas
Pegnitz,Germany,Bavaria
Ribeira Brava,Portugal,Madeira
Powell,United States,Ohio
Sainte-Sophie,Canada,Quebec
Itagi,Brazil,Bahia
Palombara Sabina,Italy,Lazio
Cavallino,Italy,Puglia
Autun,France,Bourgogne-Franche-Comté
Plouzané,France,Bretagne
Friesenheim,Germany,Baden-Württemberg
Rödental,Germany,Bavaria
Wasserburg am Inn,Germany,Bavaria
Lyndhurst,United States,Ohio
North Walsham,United Kingdom,Norfolk
Český Krumlov,Czechia,Jihočeský Kraj
Artondale,United States,Washington
Yakage,Japan,Okayama
Glenn Dale,United States,Maryland
Western Springs,United States,Illinois
Okmulgee,United States,Oklahoma
Lüderitz,Namibia,//Karas
Campo de Criptana,Spain,Castille-La Mancha
DeRidder,United States,Louisiana
Sarria,Spain,Galicia
Azle,United States,Texas
Newtown,United States,Pennsylvania
Bugugoucun,China,Hebei
Vidalia,United States,Georgia
Swansea,United States,Illinois
Moss Point,United States,Mississippi
Nordestina,Brazil,Bahia
Fort Morgan,United States,Colorado
Moissac,France,Occitanie
Itiruçu,Brazil,Bahia
Dardenne Prairie,United States,Missouri
Sudbury,United Kingdom,Suffolk
Tanagura,Japan,Fukushima
Castiglion Fiorentino,Italy,Tuscany
Bischwiller,France,Grand Est
Bad Salzdetfurth,Germany,Lower Saxony
Moorreesburg,South Africa,Western Cape
Porto Recanati,Italy,Marche
Jitaúna,Brazil,Bahia
Aš,Czechia,Karlovarský Kraj
Ubach over Worms,Netherlands,Limburg
Trebaseleghe,Italy,Veneto
River Ridge,United States,Louisiana
Neustadt,Germany,Bavaria
Kasumkent,Russia,Dagestan
Newark,United States,New York
Cremlingen,Germany,Lower Saxony
Dinklage,Germany,Lower Saxony
Aubergenville,France,Île-de-France
Van Buren,United States,New York
Sítio do Mato,Brazil,Bahia
Retirolândia,Brazil,Bahia
Puerto San Martín,Argentina,Santa Fe
Buenos Aires,Brazil,Pernambuco
Nong Khae,Thailand,Sara Buri
Tocumbo,Mexico,Michoacán de Ocampo
Medway,United States,Massachusetts
Reggada,Morocco,Souss-Massa
Mounds View,United States,Minnesota
Dalby,Australia,Queensland
Boudenib,Morocco,Drâa-Tafilalet
Chiroqchi,Uzbekistan,Qashqadaryo
Imbaú,Brazil,Paraná
Jefferson,United States,Georgia
Saint-Charles-Borromée,Canada,Quebec
Zella-Mehlis,Germany,Thuringia
Kerepestarcsa,Hungary,Pest
Capo d’Orlando,Italy,Sicilia
Hüllhorst,Germany,North Rhine-Westphalia
Velen,Germany,North Rhine-Westphalia
Carros,France,Provence-Alpes-Côte d’Azur
Nosivka,Ukraine,Chernihivs’ka Oblast’
Berkeley Heights,United States,New Jersey
Portage La Prairie,Canada,Manitoba
Cocotitlán,Mexico,México
Rüti,Switzerland,Zürich
Wiesmoor,Germany,Lower Saxony
Santo Niño,Philippines,Samar
Usumatlán,Guatemala,Zacapa
Rochester,United States,Michigan
Solana Beach,United States,California
Borodyanka,Ukraine,Kyyivs’ka Oblast’
Kiiminki,Finland,Pohjois-Pohjanmaa
Sendenhorst,Germany,North Rhine-Westphalia
Nesconset,United States,New York
Richton Park,United States,Illinois
Franconia,United States,Pennsylvania
Seravezza,Italy,Tuscany
Mogocha,Russia,Zabaykal’skiy Kray
Montegranaro,Italy,Marche
Slobozhanske,Ukraine,Dnipropetrovs’ka Oblast’
Beyla,Guinea,N’Zérékoré
Calcinato,Italy,Lombardy
Svirsk,Russia,Irkutskaya Oblast’
Trzebnica,Poland,Dolnośląskie
Comines,France,Hauts-de-France
Cairo Montenotte,Italy,Liguria
Herbrechtingen,Germany,Baden-Württemberg
Mahao,China,Guizhou
Palos Verdes Estates,United States,California
Pontecorvo,Italy,Lazio
Manching,Germany,Bavaria
Chulumani,Bolivia,La Paz
Ulvila,Finland,Satakunta
Novouzensk,Russia,Saratovskaya Oblast’
Esneux,Belgium,Wallonia
Gvardeysk,Russia,Kaliningradskaya Oblast’
El Kansera,Morocco,Rabat-Salé-Kénitra
Richland,United States,Pennsylvania
San Biagio di Callalta,Italy,Veneto
Woodinville,United States,Washington
Serra Azul,Brazil,São Paulo
Leonforte,Italy,Sicilia
Bergen,Netherlands,Limburg
Sillamäe,Estonia,Ida-Virumaa
Östringen,Germany,Baden-Württemberg
Agdangan,Philippines,Quezon
Manorville,United States,New York
Damaishan,China,Guangdong
Tamahú,Guatemala,Alta Verapaz
Apricena,Italy,Puglia
Beverungen,Germany,North Rhine-Westphalia
Bellefontaine,United States,Ohio
Andkhōy,Afghanistan,Fāryāb
Lapinig,Philippines,Northern Samar
Timberlake,United States,Virginia
Kent,United States,New York
Morbegno,Italy,Lombardy
Chigwell,United Kingdom,Essex
Sabinov,Slovakia,Prešovský
Ban Tat,Thailand,Udon Thani
Al Muzayrīb,Syria,Dar‘ā
Picaña,Spain,Valencia
Channahon,United States,Illinois
Port Royal,United States,South Carolina
Verona,United States,Wisconsin
Ceyu,China,Hebei
Plaza Huincul,Argentina,Neuquén
Bensville,United States,Maryland
Ocna Mureş,Romania,Alba
Bolintin Vale,Romania,Giurgiu
Roßdorf,Germany,Hesse
Clayton,United States,Ohio
East Islip,United States,New York
Affoltern am Albis,Switzerland,Zürich
Odoorn,Netherlands,Drenthe
Razlog,Bulgaria,Blagoevgrad
Raffadali,Italy,Sicilia
Vila Pouca de Aguiar,Portugal,Vila Real
Weilburg,Germany,Hesse
Vasylivka,Ukraine,Zaporiz’ka Oblast’
Uropá,Brazil,Rondônia
Stamboliyski,Bulgaria,Plovdiv
Asjen,Morocco,Tanger-Tétouan-Al Hoceïma
New Ulm,United States,Minnesota
La Queue-en-Brie,France,Île-de-France
Farmington,United States,New York
Harrow on the Hill,United Kingdom,Harrow
Nova Londrina,Brazil,Paraná
Monteux,France,Provence-Alpes-Côte d’Azur
Somain,France,Hauts-de-France
Barsbüttel,Germany,Schleswig-Holstein
Ansião,Portugal,Leiria
Bridgnorth,United Kingdom,Shropshire
Miranda do Corvo,Portugal,Coimbra
Barrafranca,Italy,Sicilia
Balatonfüred,Hungary,Veszprém
Oncativo,Argentina,Córdoba
Tatarikan,Philippines,Lanao del Sur
Juruá,Brazil,Amazonas
Huguan Nongchang,China,Guangdong
Yzeure,France,Auvergne-Rhône-Alpes
Belëv,Russia,Tul’skaya Oblast’
Newington,United States,Virginia
Spilamberto,Italy,Emilia-Romagna
Baker,United States,Louisiana
Mazatlán Villa de Flores,Mexico,Oaxaca
Thames Centre,Canada,Ontario
Alora,Spain,Andalusia
Presidente Jânio Quadros,Brazil,Bahia
Krasnozavodsk,Russia,Moskovskaya Oblast’
Ceuti,Spain,Murcia
Yvetot,France,Normandie
Monte Belo,Brazil,Minas Gerais
Cedar Lake,United States,Indiana
Singuilucan,Mexico,Hidalgo
Globe,United States,Arizona
Newton,United States,North Carolina
Uyar,Russia,Krasnoyarskiy Kray
Wolfhagen,Germany,Hesse
Sankt Georgen im Schwarzwald,Germany,Baden-Württemberg
Campiglia Marittima,Italy,Tuscany
Warrenville,United States,Illinois
Baños,Ecuador,Tungurahua
Barentin,France,Normandie
Abrera,Spain,Catalonia
Lower Moreland,United States,Pennsylvania
Terrasini Favarotta,Italy,Sicilia
Mississippi Mills,Canada,Ontario
Bonyhád,Hungary,Tolna
Schleiden,Germany,North Rhine-Westphalia
Spreitenbach,Switzerland,Aargau
Monteprandone,Italy,Marche
Zabaykalsk,Russia,Zabaykal’skiy Kray
Luís Alves,Brazil,Santa Catarina
Hockessin,United States,Delaware
Powell River,Canada,British Columbia
Sete Barras,Brazil,São Paulo
Waltershausen,Germany,Thuringia
Velykodolynske,Ukraine,Odes’ka Oblast’
Petushki,Russia,Vladimirskaya Oblast’
L’Union,France,Occitanie
Rendon,United States,Texas
South Glengarry,Canada,Ontario
Adygeysk,Russia,Adygeya
Noeux-les-Mines,France,Hauts-de-France
Sidi Yahia,Morocco,Souss-Massa
Hajdúsámson,Hungary,Hajdú-Bihar
Balneário do Rincão,Brazil,Santa Catarina
Adi Keyh,Eritrea,Ma’ākel
Sandpoint,United States,Idaho
Loveland,United States,Ohio
Missões,Brazil,Minas Gerais
Bedburg,Germany,North Rhine-Westphalia
Yavoriv,Ukraine,L’vivs’ka Oblast’
Raymond Terrace,Australia,New South Wales
Bolsover,United Kingdom,Derbyshire
Avigliana,Italy,Piedmont
Trenton,United States,Ohio
Sali,Algeria,Adrar
Izium,Ukraine,Kharkivs’ka Oblast’
Tapiratiba,Brazil,São Paulo
Qulan,Kazakhstan,Zhambyl
Abarán,Spain,Murcia
