vendor_no,vendor_name,vendor_city,country,region,order_no,order_date,delivery_no,promised_date,delivery_date,days_variance,otd_ld
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB21/2760,2021-09-16,HDE0H03454,2021-10-13,2021-12-10,-56,"Late Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB21/2760,2021-09-16,HDE0H03452,2021-10-13,2021-12-10,-56,"Late Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB21/1411,2021-03-05,HDE0H03449,2021-10-06,2021-09-06,-153,"Late Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB21/1411,2021-03-05,HDE0H03448,2021-10-06,2021-09-06,-153,"Late Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB21/1411,2021-03-05,HDE0H03451,2021-10-06,2021-09-06,-153,"Late Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB21/1411,2021-03-05,HDE0H03447,2021-10-06,2021-09-06,-153,"Late Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB21/1411,2021-03-05,HDE0H03446,2021-10-06,2021-09-06,-153,"Late Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB21/1411,2021-03-05,HDE0H03353,2021-10-06,2021-09-06,-153,"Late Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB21/1411,2021-03-05,HDE0H03351,2021-10-06,2021-09-06,-153,"Late Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB21/0809,2021-03-16,HDE0H03455,2021-12-05,2021-11-05,-174,"Late Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB21/0809,2021-03-16,HDE0H03453,2021-12-05,2021-11-05,-174,"Late Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB21/0809,2021-03-16,HDE0H03452,2021-12-05,2021-11-05,-174,"Late Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB21/0809,2021-03-16,HDE0H03451,2021-12-05,2021-11-05,-174,"Late Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB21/0809,2021-03-16,HDE0H03448,2021-12-05,2021-11-05,-174,"Late Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB21/0809,2021-03-16,HDE0H03447,2021-12-05,2021-11-05,-174,"Late Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB21/0809,2021-03-16,HDE0H03446,2021-12-05,2021-11-05,-174,"Late Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB21/0473,2021-02-15,HDE0H03446,2021-12-05,2021-11-05,-231,"Late Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB21/0809,2021-03-16,HDE0H03450,2021-11-05,2021-10-05,-143,"Late Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB21/0809,2021-03-16,HDE0H03449,2021-11-05,2021-10-05,-143,"Late Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB21/0473,2021-02-15,HDE0H03451,2021-04-14,2021-04-13,-25,"Late Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB21/0473,2021-02-15,HDE0H03450,2021-03-19,2021-03-18,1,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB21/0473,2021-02-15,HDE0H03449,2021-03-19,2021-03-18,1,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB21/0473,2021-02-15,HDE0H03448,2021-03-19,2021-03-18,1,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB21/0473,2021-02-15,HDE0H03447,2021-03-19,2021-03-18,1,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/2493,2020-10-12,HDE0H03445,2021-09-03,2021-08-03,-92,"Late Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/2493,2020-10-12,HDE0H03446,2021-09-03,2021-08-03,-92,"Late Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/2493,2020-10-12,HDE0H03453,2021-01-14,2021-01-13,292,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/2493,2020-10-12,HDE0H03451,2021-01-14,2021-01-13,292,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/2493,2020-10-12,HDE0H03450,2021-01-14,2021-01-13,292,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/2493,2020-10-12,HDE0H03449,2021-01-14,2021-01-13,292,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/2493,2020-10-12,HDE0H03448,2021-01-14,2021-01-13,292,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/2493,2020-10-12,HDE0H03447,2021-01-14,2021-01-13,292,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/2493,2020-10-12,HDE0H03443,2021-01-14,2021-01-13,292,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/2493,2020-10-12,HDE0H03351,2021-01-14,2021-01-13,292,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/2493,2020-10-12,HDE0H03349,2021-01-14,2021-01-13,292,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/2493,2020-10-12,HDE0H03348,2021-01-14,2021-01-13,292,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/2493,2020-10-12,HDE0H03342,2021-01-14,2021-01-13,292,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/2493,2020-10-12,HDE0H03341,2021-01-14,2021-01-13,292,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/2245,2020-11-11,HDE0H03448,2020-12-16,2020-12-15,0,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/2245,2020-11-11,HDE0H03449,2020-12-16,2020-12-15,0,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/1902,2020-06-10,HDE0H03450,2020-12-11,2020-11-11,2,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/1902,2020-06-10,HDE0H03449,2020-12-11,2020-11-11,2,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/1902,2020-06-10,HDE0H03447,2020-12-11,2020-11-11,2,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/1902,2020-06-10,HDE0H03446,2020-12-11,2020-11-11,2,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/1902,2020-06-10,HDE0H03445,2020-12-11,2020-11-11,2,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/1902,2020-06-10,HDE0H03350,2020-12-11,2020-11-11,2,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/1902,2020-06-10,HDE0H03347,2020-12-11,2020-11-11,2,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/1902,2020-04-09,HDE0H03346,2020-12-11,2020-11-11,2,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/1902,2020-04-09,HDE0H03345,2020-12-11,2020-11-11,2,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/1902,2020-06-10,HDE0H03343,2020-12-11,2020-11-11,2,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/1902,2020-06-10,HDE0H03340,2020-12-11,2020-11-11,2,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/1747,2020-09-17,HDE0H03451,2020-12-11,2020-11-11,2,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/1747,2020-09-17,HDE0H03446,2020-12-11,2020-11-11,2,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/1747,2020-09-17,HDE0H03444,2020-12-11,2020-11-11,2,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/1409,2020-07-08,HDE0H03448,2020-09-18,2020-09-17,1,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/1409,2020-07-08,HDE0H03444,2020-09-18,2020-09-17,1,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/1409,2020-07-08,HDE0H03443,2020-09-18,2020-09-17,1,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/1409,2020-07-08,HDE0H03347,2020-09-18,2020-09-17,1,"On-Time Delivery"
K04152,"Klumpp GmbH & Co. KG",Bretten,Germany,Germany,EB20/1409,2020-07-08,HDE0H03346,2020-09-18,2020-09-17,1,"On-Time Delivery"
K02683,"Allbox NV",Harelbeke,Belgium,Europe,EB19/3700,2020-01-17,"S1 0-1498024-1",2020-10-02,2020-09-02,-62,"Late Delivery"
K04820,"ON Metall GmbH",Sundern,Germany,Germany,EB21/2577,2021-02-09,19800067,2021-10-13,2021-12-10,-56,"Late Delivery"
K04820,"ON Metall GmbH",Sundern,Germany,Germany,EB19/2367,2019-07-15,19800067,2020-12-06,2020-11-06,-154,"Late Delivery"
K04820,"ON Metall GmbH",Sundern,Germany,Germany,EB19/2680,2019-08-15,19800067,2020-12-06,2020-11-06,-154,"Late Delivery"
K04820,"ON Metall GmbH",Sundern,Germany,Germany,EB19/2678,2019-08-15,02175132,2020-07-04,2020-06-04,-92,"Late Delivery"
K04820,"ON Metall GmbH",Sundern,Germany,Germany,EB19/2615,2019-09-08,02175132,2020-10-01,2020-09-01,30,"On-Time Delivery"
K02517,"Pöppelmann GmbH & Co. KG",Lohne,Germany,Germany,EB21/1129,2021-04-14,HDE0900204,2021-06-05,2021-05-05,61,"On-Time Delivery"
K02517,"Pöppelmann GmbH & Co. KG",Lohne,Germany,Germany,EB20/0796,2020-02-04,HDE0900204,2020-11-05,2020-10-05,-92,"Late Delivery"
K00633,"Teltower Diakon. Werkstätten",Teltow,Germany,Germany,EB21/3155,2021-01-11,"O3 1-1393565-9",2021-11-15,2021-11-14,1,"On-Time Delivery"
K00633,"Teltower Diakon. Werkstätten",Teltow,Germany,Germany,EB21/3155,2021-08-11,25000040,2021-11-15,2021-11-14,1,"On-Time Delivery"
K00633,"Teltower Diakon. Werkstätten",Teltow,Germany,Germany,EB21/3155,2021-01-11,"O3 1393582-4",2021-11-15,2021-11-14,1,"On-Time Delivery"
K00633,"Teltower Diakon. Werkstätten",Teltow,Germany,Germany,EB21/2468,2021-03-09,"O3 4-1393565-3",2021-09-17,2021-09-16,1,"On-Time Delivery"
K00633,"Teltower Diakon. Werkstätten",Teltow,Germany,Germany,EB21/2468,2021-03-09,"O3 2-1393565-2",2021-09-17,2021-09-16,1,"On-Time Delivery"
K00633,"Teltower Diakon. Werkstätten",Teltow,Germany,Germany,EB21/2468,2021-03-09,"O3 1-1393583-5",2021-09-17,2021-09-16,1,"On-Time Delivery"
K00633,"Teltower Diakon. Werkstätten",Teltow,Germany,Germany,EB21/1597,2021-04-06,"O3 1393583-6",2021-06-16,2021-06-15,3,"On-Time Delivery"
K00633,"Teltower Diakon. Werkstätten",Teltow,Germany,Germany,EB21/1597,2021-04-06,"O3 1393582-4",2021-06-16,2021-06-15,3,"On-Time Delivery"
K00633,"Teltower Diakon. Werkstätten",Teltow,Germany,Germany,EB21/1352,2021-05-05,"O3 1-1393565-9",2021-05-18,2021-05-17,2,"On-Time Delivery"
K00633,"Teltower Diakon. Werkstätten",Teltow,Germany,Germany,EB21/1352,2021-05-05,"O3 2-1393565-1",2021-05-18,2021-05-17,2,"On-Time Delivery"
K00633,"Teltower Diakon. Werkstätten",Teltow,Germany,Germany,EB21/1352,2021-05-05,"O3 1393582-4",2021-05-18,2021-05-17,2,"On-Time Delivery"
K00633,"Teltower Diakon. Werkstätten",Teltow,Germany,Germany,EB21/1460,2021-05-05,"O3 1-1393583-5",2021-05-18,2021-05-17,2,"On-Time Delivery"
K00633,"Teltower Diakon. Werkstätten",Teltow,Germany,Germany,EB21/1460,2021-05-05,"O3 1-1393583-5",2021-05-18,2021-05-17,2,"On-Time Delivery"
K00633,"Teltower Diakon. Werkstätten",Teltow,Germany,Germany,EB21/0934,2021-01-04,"O3 1393564-2",2021-04-15,2021-04-14,1,"On-Time Delivery"
K00633,"Teltower Diakon. Werkstätten",Teltow,Germany,Germany,EB21/0934,2021-01-04,"O3 1-1393565-9",2021-04-15,2021-04-14,1,"On-Time Delivery"
K00633,"Teltower Diakon. Werkstätten",Teltow,Germany,Germany,EB21/0934,2021-03-18,39403559,2021-04-15,2021-04-14,1,"On-Time Delivery"
K00633,"Teltower Diakon. Werkstätten",Teltow,Germany,Germany,EB21/0549,2021-02-19,29300357,2021-04-03,2021-03-03,275,"On-Time Delivery"
K00633,"Teltower Diakon. Werkstätten",Teltow,Germany,Germany,EB21/0381,2021-02-19,"O3 1-1393565-9",2021-04-03,2021-03-03,31,"On-Time Delivery"
K00633,"Teltower Diakon. Werkstätten",Teltow,Germany,Germany,EB21/0381,2021-02-18,"O3 1-1393583-5",2021-04-03,2021-03-03,31,"On-Time Delivery"
K00633,"Teltower Diakon. Werkstätten",Teltow,Germany,Germany,EB21/0069,2021-01-14,"O3 1-1393583-5",2021-04-02,2021-03-02,61,"On-Time Delivery"
K00633,"Teltower Diakon. Werkstätten",Teltow,Germany,Germany,EB20/2499,2020-10-12,29300357,2021-11-01,2021-10-01,31,"On-Time Delivery"
K00633,"Teltower Diakon. Werkstätten",Teltow,Germany,Germany,EB20/2499,2020-10-12,"O3 4-1393565-3",2021-11-01,2021-10-01,31,"On-Time Delivery"
K00633,"Teltower Diakon. Werkstätten",Teltow,Germany,Germany,EB20/2334,2020-12-14,39403559,2021-11-01,2021-10-01,31,"On-Time Delivery"
K00633,"Teltower Diakon. Werkstätten",Teltow,Germany,Germany,EB20/1018,2020-05-19,29300357,2020-09-06,2020-08-06,31,"On-Time Delivery"
K00633,"Teltower Diakon. Werkstätten",Teltow,Germany,Germany,EB20/0671,2020-03-17,"O3 1-1393583-0",2020-04-16,2020-04-14,3,"On-Time Delivery"
K00633,"Teltower Diakon. Werkstätten",Teltow,Germany,Germany,EB20/0671,2020-03-17,39403559,2020-04-16,2020-04-14,3,"On-Time Delivery"
K00633,"Teltower Diakon. Werkstätten",Teltow,Germany,Germany,EB20/0221,2020-02-01,"O3 3-1393565-9",2020-02-13,2020-12-02,-293,"Late Delivery"
K00633,"Teltower Diakon. Werkstätten",Teltow,Germany,Germany,EB20/0159,2020-01-16,39403559,2020-02-13,2020-12-02,-293,"Late Delivery"
K03245,"Hermann Römmler Kunststoff-",Strausberg,Germany,Germany,EB20/1939,2020-12-14,KU00042800,2021-01-13,2021-12-01,-320,"Late Delivery"
K03245,"Hermann Römmler Kunststoff-",Strausberg,Germany,Germany,EB20/1761,2020-09-10,KU00043356,2020-11-13,2020-12-11,-28,"Late Delivery"
K03266,"Technische Federn GmbH",Ditzingen,Germany,Germany,EB21/2040,2021-06-08,KS00617711,2021-10-11,2021-09-11,34,"On-Time Delivery"
K04719,"Boyd Corporation GmbH",Syke,Germany,Germany,EB20/2530,2020-12-14,00211827,2021-08-02,2021-07-02,153,"On-Time Delivery"
K04769,"Härterei Weber und Wallner",Starnberg,Germany,Germany,EB21/2144,2021-04-08,KP0064B004,2021-08-16,2021-08-15,-2,"Late Delivery"
K04769,"Härterei Weber und Wallner",Starnberg,Germany,Germany,EB21/2144,2021-04-08,KP0064B003,2021-08-16,2021-08-15,-2,"Late Delivery"
K02771,"Erhard Fröhlich GmbH",Herzogenaurach,Germany,Germany,EB21/2240,2021-03-08,17000115,2021-12-13,2021-12-12,-61,"Late Delivery"
K02771,"Erhard Fröhlich GmbH",Herzogenaurach,Germany,Germany,EB21/1448,2021-06-05,22000636,2021-11-17,2021-11-16,3,"On-Time Delivery"
K02771,"Erhard Fröhlich GmbH",Herzogenaurach,Germany,Germany,EB21/1448,2021-06-05,22000636,2021-10-14,2021-10-13,58,"On-Time Delivery"
K02771,"Erhard Fröhlich GmbH",Herzogenaurach,Germany,Germany,EB21/0700,2021-05-03,17000108,2021-09-06,2021-08-06,-31,"Late Delivery"
K02771,"Erhard Fröhlich GmbH",Herzogenaurach,Germany,Germany,EB21/0702,2021-05-03,17000115,2021-09-06,2021-08-06,92,"On-Time Delivery"
K02771,"Erhard Fröhlich GmbH",Herzogenaurach,Germany,Germany,EB20/2144,2020-03-11,17000151,2021-04-20,2021-04-19,228,"On-Time Delivery"
K02771,"Erhard Fröhlich GmbH",Herzogenaurach,Germany,Germany,EB20/2405,2020-02-12,22001455,2021-12-02,2021-11-02,-256,"Late Delivery"
K02771,"Erhard Fröhlich GmbH",Herzogenaurach,Germany,Germany,EB20/2405,2020-02-12,22001454,2021-12-02,2021-11-02,-256,"Late Delivery"
K00967,"SHC GmbH",Karben,Germany,Germany,EB21/1825,2021-02-07,M080000072,2021-07-13,2021-12-07,-91,"Late Delivery"
K00967,"SHC GmbH",Karben,Germany,Germany,EB21/1104,2021-04-13,18000000,2021-06-18,2021-06-17,1,"On-Time Delivery"
K00967,"SHC GmbH",Karben,Germany,Germany,EB21/0774,2021-05-03,18000028,2021-12-04,2021-11-04,-92,"Late Delivery"
K00967,"SHC GmbH",Karben,Germany,Germany,EB21/0326,2021-02-02,18000032,2021-09-03,2021-08-03,-76,"Late Delivery"
K00967,"SHC GmbH",Karben,Germany,Germany,EB19/3878,2019-12-16,26003010,2020-01-13,2020-12-01,428,"On-Time Delivery"
K00806,"Erich Rothe GmbH & Co KG",Kitzingen,Germany,Germany,EB21/0522,2021-02-18,11000055,2021-03-16,2021-03-15,263,"On-Time Delivery"
K00806,"Erich Rothe GmbH & Co KG",Kitzingen,Germany,Germany,EB20/0387,2020-02-13,11000020,2020-12-03,2020-11-03,30,"On-Time Delivery"
K04236,"Hugo Kern und Liebers GmbH",Schramberg,Germany,Germany,EB21/2009,2021-03-09,MV00491533,2021-10-15,2021-10-14,1,"On-Time Delivery"
K02682,"Injextru Plastics NV",Tielt,Belgium,Europe,EB21/0061,2021-01-15,19500001,2021-12-05,2021-11-05,30,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/1707,2021-07-06,05920210,2022-01-19,2022-01-18,1,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/3438,2021-10-12,05920408,2022-01-14,2022-01-13,1,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/3438,2021-10-12,05920406,2022-01-14,2022-01-13,1,"On-Time Delivery"
K00033,"Bezet-Werk GmbH",Berlin,"United States","North America",EB21/3654,2021-12-14,KP0064C015,2022-01-14,2022-01-13,322,"On-Time Delivery"
K04413,"Kuhle Industrie-Galvanik GmbH",Berlin,"United States","North America",EB21/3535,2021-03-12,KS00525009-1,2021-12-17,2021-12-16,1,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/3294,2021-01-12,28000916,2021-12-15,2021-12-14,1,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/3412,2021-11-17,KU00022235,2021-12-15,2021-12-14,1,"On-Time Delivery"
K03230,"FSD Lwerk Berlin Brandenburg",Berlin,"United States","North America",EB21/3459,2021-11-17,HES0082504,2021-12-15,2021-12-14,1,"On-Time Delivery"
K03230,"FSD Lwerk Berlin Brandenburg",Berlin,"United States","North America",EB21/3458,2021-11-17,HES0001602,2021-12-15,2021-12-14,1,"On-Time Delivery"
K02699,"Ahlberg Metalltechnik GmbH",Berlin,"United States","North America",EB21/3230,2021-04-11,17200119-1,2021-12-13,2021-12-12,1,"On-Time Delivery"
K02169,"Hans-Erich Gemmel & Co GmbH",Berlin,"United States","North America",EB21/2394,2021-08-13,17001019,2021-12-13,2021-12-12,3,"On-Time Delivery"
K02699,"Ahlberg Metalltechnik GmbH",Berlin,"United States","North America",EB21/2309,2021-10-08,17200119-1,2021-11-19,2021-11-18,1,"On-Time Delivery"
K00074,"Gebr. Geisler GmbH",Berlin,"United States","North America",EB21/2080,2021-07-16,19600105,2021-11-19,2021-11-18,1,"On-Time Delivery"
K04413,"Kuhle Industrie-Galvanik GmbH",Berlin,"United States","North America",EB21/3311,2021-11-11,DR00551024,2021-11-19,2021-11-18,1,"On-Time Delivery"
K04413,"Kuhle Industrie-Galvanik GmbH",Berlin,"United States","North America",EB21/3203,2021-05-11,KS00520726-1,2021-11-19,2021-11-18,1,"On-Time Delivery"
K04413,"Kuhle Industrie-Galvanik GmbH",Berlin,"United States","North America",EB21/3310,2021-03-11,KS00525005-1,2021-11-19,2021-11-18,1,"On-Time Delivery"
K00074,"Gebr. Geisler GmbH",Berlin,"United States","North America",EB21/2076,2021-07-15,19600077,2021-11-17,2021-11-16,1,"On-Time Delivery"
K00623,"Brenntag GmbH",Berlin,"United States","North America",EB21/2565,2021-10-09,M20020211,2021-12-11,2021-11-11,30,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/1722,2021-04-14,18034906,2021-10-11,2021-09-11,30,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/3043,2021-06-10,17200132,2021-10-11,2021-09-11,30,"On-Time Delivery"
K02169,"Hans-Erich Gemmel & Co GmbH",Berlin,"United States","North America",EB21/3001,2021-07-10,KP0064C037,2021-10-18,2021-10-17,-2,"Late Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/2742,2021-10-09,05920408,2021-10-18,2021-10-17,-2,"Late Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/2742,2021-10-09,05920406,2021-10-18,2021-10-17,-2,"Late Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/2773,2021-09-17,05920403,2021-10-15,2021-10-14,1,"On-Time Delivery"
K01386,"Stempel Freiberg Berlin",Berlin,"United States","North America",EB21/2990,2021-06-10,HES0000006,2021-12-10,2021-11-10,-26,"Late Delivery"
K01282,"NOVAPAX - Kunststofftechnik",Berlin,"United States","North America",EB21/2939,2021-04-10,M20020270,2021-12-10,2021-10-10,31,"On-Time Delivery"
K04413,"Kuhle Industrie-Galvanik GmbH",Berlin,"United States","North America",EB21/2883,2021-01-10,KS00520739-1,2021-11-10,2021-07-10,153,"On-Time Delivery"
K00074,"Gebr. Geisler GmbH",Berlin,"United States","North America",EB21/2576,2021-02-07,19600145,2021-08-10,2021-07-10,31,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/2435,2021-08-18,28001499,2021-09-17,2021-09-16,1,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/2356,2021-03-09,38000465,2021-09-17,2021-09-16,1,"On-Time Delivery"
K00074,"Gebr. Geisler GmbH",Berlin,"United States","North America",EB21/2363,2021-08-18,00345677,2021-09-15,2021-09-14,1,"On-Time Delivery"
K00074,"Gebr. Geisler GmbH",Berlin,"United States","North America",EB21/2363,2021-08-18,00345655,2021-09-15,2021-09-14,1,"On-Time Delivery"
K00018,Germania-Werk,Berlin,"United States","North America",EB21/2580,2021-08-17,"O3 1412632-1",2021-09-14,2021-09-13,1,"On-Time Delivery"
K02169,"Hans-Erich Gemmel & Co GmbH",Berlin,"United States","North America",EB21/2238,2021-02-08,17000309,2021-09-14,2021-09-13,26,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/2388,2021-06-08,27601531,2021-09-13,2021-12-09,-61,"Late Delivery"
K03230,"FSD Lwerk Berlin Brandenburg",Berlin,"United States","North America",EB21/2520,2021-07-19,KU00021831,2021-09-13,2021-12-09,-87,"Late Delivery"
K04490,"Th. Geyer GmbH & Co. KG",Berlin,"United States","North America",EB21/2623,2021-03-09,M0000104,2021-09-09,2021-08-09,39,"On-Time Delivery"
K04876,"Albis Distribution GmbH & Co. KG",Berlin,"United States","North America",EB21/2178,2021-01-09,RB00843904,2021-09-09,2021-08-09,61,"On-Time Delivery"
K00092,"Max Witte GmbH",Berlin,"United States","North America",EB21/1717,2021-07-06,"O3 1412839-1",2021-08-09,2021-07-09,92,"On-Time Delivery"
K04876,"Albis Distribution GmbH & Co. KG",Berlin,"United States","North America",EB21/1642,2021-04-05,M20020355,2021-08-09,2021-07-09,92,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/2357,2021-04-08,KU00022240-1,2021-08-09,2021-07-09,31,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/2075,2021-07-19,29203546,2021-08-16,2021-08-15,1,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/1614,2021-07-19,19500009,2021-08-16,2021-08-15,1,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/0815,2021-03-16,05920210,2021-08-16,2021-08-15,2,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/2068,2021-07-15,17200132,2021-11-08,2021-10-08,-56,"Late Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/1969,2021-02-07,27601561,2021-07-16,2021-07-15,1,"On-Time Delivery"
K00623,"Brenntag GmbH",Berlin,"United States","North America",EB21/1406,2021-06-04,M20020211,2021-07-14,2021-07-13,1,"On-Time Delivery"
K04876,"Albis Distribution GmbH & Co. KG",Berlin,"United States","North America",EB21/0730,2021-02-18,M20020315,2021-12-07,2021-11-07,-114,"Late Delivery"
K00074,"Gebr. Geisler GmbH",Berlin,"United States","North America",EB21/1733,2021-06-14,00345655,2021-09-07,2021-08-07,122,"On-Time Delivery"
K00074,"Gebr. Geisler GmbH",Berlin,"United States","North America",EB21/1733,2021-06-14,00345677,2021-09-07,2021-08-07,122,"On-Time Delivery"
K00016,Höttges,Berlin,"United States","North America",EB21/1635,2021-01-06,40063519,2021-06-07,2021-05-07,123,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/0560,2020-10-16,02271822,2021-06-14,2021-06-13,146,"On-Time Delivery"
K00033,"Bezet-Werk GmbH",Berlin,"United States","North America",EB21/1533,2021-05-17,KP0064C015,2021-06-17,2021-06-16,2,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/0560,2020-10-16,02271822,2021-06-14,2021-06-13,146,"On-Time Delivery"
