Creditor No_;Datev Account No_;Fax No_;Group Vendor No_;ILN No_;No_ Series;No_;Our Account No_;Pay-to Vendor No_;Phone No_;Primary Contact No_;Registration No_;Telex No_;VAT Registration No_;Validate EU Vat Reg_ No_;akq No_ of Entries Paym_ Adv_;akq Payment Vendor No_;Address 2;Address;Application Method;Base Calendar Code;Block Payment Tolerance;Blocked;Budgeted Amount;Cash Flow Payment Terms Code;City;Construction Service;Contact;Country_Region Code;County;Currency Code;Currency Id;Datev Addressee Type;Datev Export Date;Delivery Reminder Terms;Diverse Vendors;Document Sending Profile;Don_t Export Bank Account;E-Mail;Fin_ Charge Terms Code;GLN;Gen_ Bus_ Posting Group;Global Dimension 1 Code;Global Dimension 2 Code;Home Page;IC Partner Code;Id;Image;Invoice Disc_ Code;Language Code;Last Date Modified;Last Modified Date Time;Lead Time Calculation;Location Code;Name 2;Name;Partner Type;Payment Method Code;Payment Method Id;Payment Terms Code;Payment Terms Id;Picture;Post Code;Preferred Bank Account Code;Prepayment _;Prices Including VAT;Priority;Privacy Blocked;Purchaser Code;Release Status;Release Until;Responsibility Center;SSCC Nos_;Search Name;Shipment Method Code;Shipping Agent Code;Statistics Group;Tax Area Code;Tax Liable;Telex Answer Back;Territory Code;VAT Bus_ Posting Group;Vendor Posting Group;akq Allow Payment 3rd parties;akq DTAZV Charges Rule;akq DTAZV Currency Instruction;akq Direction Code;akq Payment Type;akq Single Payment;timestamp
;;0039 0341 6363 63;;;KRED;K03565;;K03572;0039 0341 6363 0;IN11219;;;IT03009330132;0;0;;;Via Industriale 6/8;0;KRED;0;2;0,00000000000000000000;;Monte Marenzo;0;Herrn Tombini;IT;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@eucasting.com;;;EU;;;www.eucasting.com;;{1ABDB6EA-B4DE-4C92-B30A-F5DEC46E90B6};{00000000-0000-0000-0000-000000000000};K03565;ENG;21.02.2020 00:00:00;21.02.2020 20:45:40;;A-01;;#EUCASTING S.r.l.#;0;;{00000000-0000-0000-0000-000000000000};30EN;{4A6DB006-82E2-4A3C-87BB-F065F16DA927};;IT-23804;;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;EUCASTING S.R.L./FOMMA;30EN;;0;;0;;;EU;EU;0;0;0;;;0;0000000053C401CE
;;0421 54903 19;;;KRED;K03567;;;0421 54903 0;;;;;0;0;;;Am Gaswerk 2-10;0;KRED;0;0;0,00000000000000000000;;Bremen;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@wisura.de;;;IL;;;www.wisura.de;;{17AB1743-BC20-47C6-A0D2-7553F3283BA2};{00000000-0000-0000-0000-000000000000};K03567;;16.11.2020 00:00:00;16.11.2020 09:28:31;;;;Fuchs Wisura GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;28197;DB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;FUCHS WISURA GMBH;1;;0;;0;;;IL;IL;0;0;0;;;0;0000000055FEAD9E
;;0043 5574 6706 50369;;;KRED;K03570;237698;;0043 5574 6706 312;IN11348;;;ATU49325305;0;0;;;Kesselstraße 42;0;KRED;0;0;0,00000000000000000000;;Wolfurt;0;Frau Sabrina Schmitt;AT;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;verkauf@meusburger.com;;;EU;;;www.meusburger.com;;{958DCB3D-B08A-41B5-BD57-5AD2652B413E};{00000000-0000-0000-0000-000000000000};K03570;;25.01.2020 00:00:00;25.01.2020 09:36:43;;B-01;Formaufbauten;Meusburger Georg GmbH & Co.;0;SEPA EU;{D762816C-794B-4AAA-A9CE-6175E622A849};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;AT-6960;BTVA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;MEUSBURGER GEORG GMBH & CO.;1;;0;;0;;;EU;EU;0;0;0;;;0;0000000053299E2A
;;03385/ 503 645;;;KRED;K03571;D12638;;03385/ 516 332;IN11230;;;;0;0;;;Grünauer Fenn 12;0;KRED;0;0;0,00000000000000000000;;Rathenow;0;Herrn Torsten Falke;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@rfg-werkzeugbau.de;;;IL;;;www.rfg-werkzeugbau.de;;{24BE936E-F5A6-4E4E-8CCC-0BA3B3864E92};{00000000-0000-0000-0000-000000000000};K03571;;25.01.2020 00:00:00;25.01.2020 09:36:43;;A-01;GmbH & Co. KG;Rathenower Feinguss;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};14;{566CF1E7-0BCE-42A5-B113-98CE655D47EF};;14712;VB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;RFG  RATHENOWER FEING;12;;0;;0;;;IL;IL;0;0;0;;;0;0000000053299E2F
;;;;;KRED;K03572;;;;;;;;0;0;;;C. So Emanuele Filiberto  74;0;KRED;0;2;0,00000000000000000000;;Lecco;0;;IT;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;EU;;;;;{ED619CBD-1927-44A6-B758-61F99E02587A};{00000000-0000-0000-0000-000000000000};K03572;ENG;19.11.2021 00:00:00;19.11.2021 09:16:13;;A-01;;EUCASTING S.r.l. (RG);0;SEPA EU;{D762816C-794B-4AAA-A9CE-6175E622A849};30EN;{4A6DB006-82E2-4A3C-87BB-F065F16DA927};;IT-23900;;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;EUCASTING S.R.L. (RG);30EN;;0;;0;;;EU;EU;0;0;0;;;0;0000000059A98AE9
;;089 15 90 40 09;;;KRED;K03573;1462;;089 15 90 40 00;;;;;0;0;;;Machtlfinger Str. 24;0;KRED;0;0;0,00000000000000000000;;München;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@stoegra.com;;;IL;;;www.stoegra.com;;{38E8F690-62E1-4F25-B3C8-BE055034E5DD};{00000000-0000-0000-0000-000000000000};K03573;;25.01.2020 00:00:00;25.01.2020 09:36:43;;;;Stögra Antriebstechnik GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;81379;DB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;STÖGRA ANTRIEBSTECHNIK GMBH;12;;0;;0;;;IL;IL;0;0;0;;;0;0000000053299E39
;;07151 36884-40;;;KRED;K03575;10314;;0715136884-0;;;;DE147295587;0;0;;;Auf der Höhe 17;0;KRED;0;0;0,00000000000000000000;;Kernen;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@tekon-prueftechnik.de;;;IL;;;www.tekon-prueftechnik.de;;{E585A413-D75B-4095-867F-6FAB003B5B16};{00000000-0000-0000-0000-000000000000};K03575;;25.01.2020 00:00:00;25.01.2020 09:36:43;;;;Tekon Prüftechnik GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;71394;SPK;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;TEKON PRÜFTECHNIK GMBH;12;;0;;0;;;IL;IL;0;0;0;;;0;0000000053299E43
;;0371 4 32 10 10;;;KRED;K03576;20544;;0371 4 32 10 0;;;;;0;0;;;Philippstraße 13;0;KRED;0;2;0,00000000000000000000;;Chemnitz;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;chemnitz@general-overnight.de;;;IL;;;www.general-overnight.com;;{768CE108-C5EC-46B8-BFE8-7C949EA7326D};{00000000-0000-0000-0000-000000000000};K03576;;19.11.2021 00:00:00;19.11.2021 09:16:43;;;City Logistic GmbH;GO! General Overnight &;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};NETTO;{1846EC55-2A68-41F5-AC67-87CD9934BFBB};;09130;DEUBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;GO ! OVERNIGHT;;;0;;0;;;IL;IL;0;0;0;;;0;0000000059A98B28
;;030 284 726 25;;;KRED;K03577;;;030 284 726 24;IN11244;;;;0;0;;Unter den Linden 12;Lindenhaus;0;KRED;0;2;0,00000000000000000000;;Berlin;0;Frau Heike Brembach;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;IL;;;;;{575D5812-D787-498C-8A48-35E96592B54C};{00000000-0000-0000-0000-000000000000};K03577;;19.11.2021 00:00:00;19.11.2021 09:17:00;;;Heike Brembach;luv- Beratung;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};NETTO;{1846EC55-2A68-41F5-AC67-87CD9934BFBB};;10117;VB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;LUV- BERATUNG;;;0;;0;;;IL;IL;0;0;0;;;0;0000000059A98DF2
;;Onlineportal;;;KRED;K03578;61017834;;0800 637 228 36;;143/101/20759;;DE205372170;0;0;;;Postfach 14 60;0;KRED;0;0;0,00000000000000000000;;Köthen;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;service@mercateo.com;;;IL;;;https://www.mercateo.com;;{149F8577-57D8-4F65-971E-BED5EC696D16};{00000000-0000-0000-0000-000000000000};K03578;;18.09.2020 00:00:00;18.09.2020 05:54:10;;A-01;;Mercateo AG;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};7;{404B5637-830E-46DD-B648-D3C826CE2602};;06354;DB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;MERCATEO AG;93;;0;;0;;;IL;IL;0;0;0;;;0;00000000557AB52C
;;06432/8006-50;;;KRED;K03579;;;06432/8006-41;;;;;0;0;;;Im Petersfeld 6;0;KRED;0;2;0,00000000000000000000;;Altendiez;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;IL;;;www.songchuan.de;;{9936AC63-6098-4668-8C4C-F8F96E35B6DC};{00000000-0000-0000-0000-000000000000};K03579;;19.11.2021 00:00:00;19.11.2021 09:17:26;;;;Song Chuan Europe GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;65624;DREBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;SONG CHUAN EUROPE GMBH;12;;0;;0;;;IL;IL;0;0;0;;;0;0000000059A98E49
;;0221 356677 88;;;KRED;K03580;;;0221 35 66 77 0;;;;;0;0;;;Von- Hühnefeld- Str. 35;0;KRED;0;2;0,00000000000000000000;;Köln;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@bader.net;;;IL;;;;;{B8EF1A46-6643-435C-89BA-9B97ADB9A9F7};{00000000-0000-0000-0000-000000000000};K03580;;19.11.2021 00:00:00;19.11.2021 09:17:46;;;;Bader GmbH & Co. KG;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;50829;DREBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;BADER GMBH & CO. KG;12;;0;;0;;;IL;IL;0;0;0;;;0;0000000059A98E6B
;;03302 801298;;;KRED;K03582;;;03302 801390;;;;;0;0;;;Fontane Siedlung 37;0;KRED;0;2;0,00000000000000000000;;Hennigsdorf;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;IL;;;;;{9F3C1CBB-908C-49ED-8E14-2DE5D262F889};{00000000-0000-0000-0000-000000000000};K03582;;19.11.2021 00:00:00;19.11.2021 09:18:03;;;;HBK Fluidservice GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301002;{17561B5C-5A76-4A94-9C2E-40F628FFFB45};;16761;DB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;HBK FLUIDSERVICE GMBH;1;;0;;0;;;IL;IL;0;0;0;;;0;0000000059A98E84
;;07951 306 306;;;KRED;K03583;;;07951 306 0;;;;;0;0;;;Ludwig-Erhard-Str. 100;0;KRED;0;2;0,00000000000000000000;;Crailsheim;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;IL;;;;;{58DD7AF4-66DF-47BB-937F-042AF7A96E37};{00000000-0000-0000-0000-000000000000};K03583;;19.11.2021 00:00:00;19.11.2021 09:18:22;;;;Roll Spedition  GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};NETTO;{1846EC55-2A68-41F5-AC67-87CD9934BFBB};;74564;COBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;ROLL SPEDITION  GMBH;;;0;;0;;;IL;IL;0;0;0;;;0;0000000059A98E91
;;0202 2435 200;;;KRED;K03589;257119;;0202 2435 0;;;;;0;0;;Am Kiesberg 12-14;Industriegebiet Kiesberg;0;KRED;0;0;0,00000000000000000000;;Wuppertal;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@wolk.de;;;IL;;;www.wolk.de;;{0B594FEC-74CA-4A00-B258-254A78ACBEFF};{00000000-0000-0000-0000-000000000000};K03589;;25.01.2020 00:00:00;25.01.2020 09:36:43;;;;wolk Gruppe AG;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};300502;{0219E611-2143-4F22-ADE0-7531838ADEDF};;42117;COBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;WOLK GRUPPE AG;12;;0;;0;;;IL;IL;0;0;0;;;0;0000000053299E84
;;03328 430 202;;;KRED;K03590;;;03328 430 200;;;;;0;0;;;Potsdamer Straße 18 A;0;KRED;0;2;0,00000000000000000000;;Teltow;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@tz-teltow.de;;;IL;;;www.tz-teltow.de;;{8D7A03AE-7877-464D-963F-EB3ED64E70F9};{00000000-0000-0000-0000-000000000000};K03590;;19.11.2021 00:00:00;19.11.2021 09:18:45;;;;Technologiezentrum Teltow GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};NETTO;{1846EC55-2A68-41F5-AC67-87CD9934BFBB};;14513;DKB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;TECHNOLOGIEZENTRUM TELTOW GMBH;;;0;;0;;;IL;IL;0;0;0;;;0;0000000059A98EBF
;;07621 975 775;;;KRED;K03591;;;07621 975 405;;;;;0;0;;;Colmarer Str. 6;0;KRED;0;2;0,00000000000000000000;;Weil am Rhein;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;IL;;;;;{0126500A-B656-4302-B700-E720C85FB6F8};{00000000-0000-0000-0000-000000000000};K03591;;19.11.2021 00:00:00;19.11.2021 09:19:00;;;Messtechnik GmbH + Co KG;Endress + Hauser;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;79576;DB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;ENDRESS + HAUSER GMBH + CO KG;19;;0;;0;;;IL;IL;0;0;0;;;0;0000000059A98EE7
;;069 2222202 11;;;KRED;K03592;193363;;069 2222202 10;;;;DE811236495;0;0;;;In den Engematten 14;0;KRED;0;0;0,00000000000000000000;;Glottertal;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;servicedeskgermany@fluke.com;;;IL;;;www.fluke.de;;{919347CB-3D6A-4D0C-BD0A-D32F81B4C31D};{00000000-0000-0000-0000-000000000000};K03592;;07.10.2020 00:00:00;07.10.2020 09:19:49;;;Service;Fluke Deutschland GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;79286;AMERIKA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;FLUKE DEUTSCHLAND GMBH;92;;0;;0;;;IL;IL;0;0;0;;;0;00000000559E4CF5
;;06659 88 188;;;KRED;K03593;245541;;06659 88 143;;;;;0;0;;;Am Kreuzacker 7;0;KRED;0;0;0,00000000000000000000;;Eichenzell;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;et@neuland-online.de;;;IL;;;;;{5F6A66F5-45CC-44A5-809E-C66EC8D98C66};{00000000-0000-0000-0000-000000000000};K03593;;25.01.2020 00:00:00;25.01.2020 09:36:44;;;;Neuland GmbH & Co. KG;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;36124;SPK;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;NEULAND GMBH & CO. KG;12;;0;;0;;;IL;IL;0;0;0;;;0;0000000053299E98
;;00420 465 352 718;;;KRED;K03594;;;00420 465 352 711;IN11284;;;;0;0;;;Dvorakova 1001;0;KRED;0;2;0,00000000000000000000;;Landskroun;0;Frantisek Snitil;CZ;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@komfi.cz;;;EU;;;www.komfi.cz;;{867200C4-DB37-4329-AE92-8A0AB5D778B3};{00000000-0000-0000-0000-000000000000};K03594;ENG;19.11.2021 00:00:00;19.11.2021 09:19:25;;;;KOMFI spol.r.o;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402EN;{BC0DCD96-3790-4725-A076-256C4CD9F382};;CZ-56301;;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;KOMFI SPOL.R.O;12EN;;0;;0;;;EU;EU;0;0;0;;;0;0000000059A98F22
;;0271 234 12 12;;;KRED;K03595;524330;;0271 234 12 0;;342/5864/1573;;DE814470805;0;0;;;Garnisionsring 29;0;KRED;0;0;0,00000000000000000000;;Siegen;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@polycoteDE.com;;;IL;;;www.polycoteDE.com;;{D5C08301-CB1E-405A-B40F-616E201146FA};{00000000-0000-0000-0000-000000000000};K03595;;25.01.2020 00:00:00;25.01.2020 09:36:44;;;;Polycote Deutschland OHG;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};14;{566CF1E7-0BCE-42A5-B113-98CE655D47EF};;57072;SPK;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;POLYCOTE DEUTSCHLAND OHG;12;;0;;0;;;IL;IL;0;0;0;;;0;0000000053299EA2
;;05136 88 94 90;;;KRED;K03596;1049184;;05136 88 94 0;;;;;0;0;;Imkerstraße 2;Zweigniederlassung Hannover;0;KRED;0;0;0,00000000000000000000;;Isernhagen;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info.hannover@engel.at;;;IL;;;;;{89A78EE9-8E27-4FE1-8A36-589BC648E960};{00000000-0000-0000-0000-000000000000};K03596;;25.01.2020 00:00:00;25.01.2020 09:36:44;;;Verkaufs- und Servicezentrum;ENGEL Deutschland GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};14;{566CF1E7-0BCE-42A5-B113-98CE655D47EF};;30916;COBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;ENGEL DEUTSCHLAND GMBH;1;;0;;0;;;IL;IL;0;0;0;;;0;0000000053299EA7
;;06629 80 82 67;;;KRED;K03597;;;06629 80 82 67;;;;;0;0;;;Röhnstraße 48;0;KRED;0;2;0,00000000000000000000;;Friedewald- Motzfeld;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;eurotronik@t-online.de;;;IL;;;www.eurotronik.de;;{9122831F-817A-4A0A-8842-B5D683996A25};{00000000-0000-0000-0000-000000000000};K03597;;13.10.2021 00:00:00;13.10.2021 13:15:54;;;Peter Bock;Eurotronik Umwelttechnik;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};14;{566CF1E7-0BCE-42A5-B113-98CE655D47EF};;36289;SPARKASSE;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;EUROTRONIK UMWELTTECHNIK;12;;0;;0;;;IL;IL;0;0;0;;;0;00000000593AC7A8
;;08141 3697 30;;;KRED;K03598;17703;;08141 3697 0;;;;;0;0;;;Ringstraße 48;0;KRED;0;2;0,00000000000000000000;;Eichenau;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;Info@PLUG-IN.de;;;IL;;;;;{3C63A558-56E0-4776-B688-94DFE5E2CAD4};{00000000-0000-0000-0000-000000000000};K03598;;19.11.2021 00:00:00;19.11.2021 09:19:57;;;;PLUG-IN Electronic GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;82223;PB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;PLUG-IN ELECTRONIC GMBH;12;;0;;0;;;IL;IL;0;0;0;;;0;0000000059A98F96
;;06028 408 242;;;KRED;K03600;15038;;06028-4080;;;;;0;0;;;Bollenwaldstraße 116;0;KRED;0;2;0,00000000000000000000;;Aschaffenburg;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;IL;;;;;{A8259691-2CAF-4CDA-9304-B4B72EA286C0};{00000000-0000-0000-0000-000000000000};K03600;;19.11.2021 00:00:00;19.11.2021 09:20:14;;;;aba Grinding Technologies GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;63743;SPARKASSE;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;ABA GRINDING TECHNOLOGIES GMBH;92;;0;;0;;;IL;IL;0;0;0;;;0;0000000059A98FBE
;;0511 640 74 199;;;KRED;K03602;13536;;0511 640 74 0;;;;DE813387865;0;0;;;Postfach 21 01 49;0;KRED;0;0;0,00000000000000000000;;Hannover;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;hhc@haertecenter.de;;;IL;;;www.haertecenter.de;;{04A283B6-6D2B-4BDF-A27C-05C274AB394E};{00000000-0000-0000-0000-000000000000};K03602;;02.11.2021 00:00:00;02.11.2021 13:03:01;;;;HANOMAG Härtecenter GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};NETTO;{1846EC55-2A68-41F5-AC67-87CD9934BFBB};;30401;HYPO;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;# HANOMAG HÄRTECENTER GMBH;12;;0;;0;;;IL;IL;0;0;0;;;0;000000005973B8CE
;;039200 7780 109;;;KRED;K03605;;K03602;039200 7780 0;;;;;0;0;;;Magdeburger Chaussee 21;0;KRED;0;0;0,00000000000000000000;;Gommern;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;IL;;;;;{072134A9-C4C0-46A3-A74A-3C1DC7B786A7};{00000000-0000-0000-0000-000000000000};K03605;;25.01.2020 00:00:00;25.01.2020 09:36:44;;;Lohnhärterei GmbH;HANOMAG Härtöl Gommern;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};NETTO;{1846EC55-2A68-41F5-AC67-87CD9934BFBB};;39245;;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;HANOMAG HÄRTÖL GOMMERN;1;;0;;0;;;IL;IL;0;0;0;;;0;0000000053299ED4
;;0041 61 855 62 62;;;KRED;K03606;72992/23;;0041 61 855 61 35;IN11299;108101;;;0;0;;;Industriestraße 1;0;KRED;0;2;0,00000000000000000000;;Möhlin;0;Hr. Rölver;CH;;CHF;{3A2B9805-D69C-492A-8FD6-2B5803202631};0;01.01.1753 00:00:00;;0;;0;manuel.niederberger@smurfitkappa.ch;;;AL;;;;;{DBD77070-4C77-4BFD-8AE9-5EC5F063456D};{00000000-0000-0000-0000-000000000000};K03606;;25.01.2020 00:00:00;25.01.2020 09:36:44;;;;#Smurfit Kappa#;0;;{00000000-0000-0000-0000-000000000000};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;CH-4313;;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;#SMURFIT KAPPA CH#;1;;0;;0;;;AL;AL;0;0;0;;;0;0000000053299ED9
;;0421 949 30 99;;;KRED;K03608;;;0421 949 30 0;;;;;0;0;;;Fritz-Thiele-Straße 12;0;KRED;0;2;0,00000000000000000000;;Bremen;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;service@eplax.de;;;IL;;;www.eplax.de;;{F285B17B-4041-4878-A903-D0AECDFDBFC2};{00000000-0000-0000-0000-000000000000};K03608;;19.11.2021 00:00:00;19.11.2021 09:21:11;;;;EPLAX GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;28279;COBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;EPLAX GMBH;92;;0;;0;;;IL;IL;0;0;0;;;0;0000000059A9907C
;;+49 2375 915-114;;;KRED;K03609;20689;;+49 2375 915-115;;328/5772/0279;;DE125570384;0;0;;;Blintroper Weg 11;0;KRED;0;0;0,00000000000000000000;;Balve;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;viktoria.betten@balverzinn.com;;;IL;;;www.balverzinn.com;;{54E72844-3C3C-4CA2-B11B-9247CF309B5B};{00000000-0000-0000-0000-000000000000};K03609;;07.04.2021 00:00:00;07.04.2021 09:47:30;;A-01;Josef Jost GmbH & Co KG;BALVER ZINN;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;58802;DZ BANK;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;BALVER ZINN;1;;0;;0;;;IL;IL;0;0;0;;;0;0000000057719E3B
;;;;;KRED;K03610;1.184310;;+49 30 897842-0;;27/622/51460;;DE114108668;0;0;;;Behrenstraße 35;0;KRED;0;0;0,00000000000000000000;;Berlin;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@vda-qmc.de;;;IL;;;www.vda-qmc.de;;{79E16F42-6BAA-44C4-965D-B26EC5530A94};{00000000-0000-0000-0000-000000000000};K03610;;25.01.2020 00:00:00;25.01.2020 09:36:44;;;Qualitäts Management Center;VDA QMC;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};NETTO;{1846EC55-2A68-41F5-AC67-87CD9934BFBB};;10117;DREBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;VDA QMC;;;0;;0;;;IL;IL;0;0;0;;;0;0000000053299EED
