article_no,reorder_qty,last_date_modified
47905161,5,2020-11-29
47905183,5,2020-11-29
47905205,5,2020-11-29
47905282,5,2020-11-29
47905469,5,2020-11-29
47905612,5,2020-11-29
47905711,5,2020-11-29
47905777,5,2020-11-29
47905920,5,2020-11-29
47906030,5,2020-11-29
47906096,5,2020-11-29
47906107,5,2020-11-29
47906272,5,2020-11-29
47906305,5,2020-11-29
47906360,5,2020-11-29
47906382,5,2020-11-29
47906679,5,2020-11-29
47906756,5,2020-11-29
47906789,5,2020-11-29
48004931,0,2020-11-29
48005701,0,2020-11-29
48005723,0,2020-11-29
48005877,0,2020-11-29
48005998,0,2020-11-29
48006174,0,2020-11-29
48006262,0,2020-11-29
48006933,0,2020-11-29
48007318,0,2020-11-29
48007494,0,2020-11-29
48008231,0,2020-11-29
48008264,0,2020-11-29
48008286,0,2020-11-29
48008297,0,2020-11-29
48008385,0,2020-11-29
48008539,0,2020-11-29
48008572,0,2020-11-29
48008616,0,2020-11-29
48008693,0,2020-11-29
48008770,0,2020-11-29
48008924,0,2020-11-29
48009001,0,2020-11-29
48009034,0,2020-11-29
48009078,0,2020-11-29
48009232,0,2020-11-29
48009364,0,2020-11-29
48009672,0,2020-11-29
48009683,0,2020-11-29
48009815,0,2020-11-29
48009826,0,2020-11-29
48009914,0,2020-11-29
48010057,0,2020-11-29
48010123,0,2020-11-29
48010145,0,2020-11-29
48010354,0,2020-11-29
48010409,0,2020-11-29
48010431,0,2020-11-29
48010530,0,2020-11-29
48010607,0,2020-11-29
48010684,0,2020-11-29
48010717,0,2020-11-29
48010794,0,2020-11-29
48010827,0,2020-11-29
48010992,0,2020-11-29
48011146,0,2020-11-29
48011157,0,2020-11-29
48014699,0,2020-11-29
48014787,0,2020-11-29
48014809,0,2020-11-29
48014820,0,2020-11-29
48014831,0,2020-11-29
48014875,0,2020-11-29
48014886,0,2020-11-29
48014897,0,2020-11-29
48014919,100,2020-11-29
48014930,0,2020-11-29
48015007,0,2020-11-29
48015139,0,2020-11-29
48015205,0,2020-11-29
48015403,0,2020-11-29
48015425,0,2020-11-29
48015485,0,2020-11-29
48015491,0,2020-11-29
48015502,0,2020-11-29
48015535,0,2020-11-29
48015579,0,2020-11-29
48015612,0,2020-11-29
48015645,0,2020-11-29
48015689,0,2020-11-29
48015700,0,2020-11-29
48015733,0,2020-11-29
48015854,0,2020-11-29
48016019,0,2020-11-29
48016151,0,2020-11-29
48016228,0,2020-11-29
48016261,0,2020-11-29
48016327,0,2020-11-29
48016360,0,2020-11-29
48016558,0,2020-11-29
48016580,0,2020-11-29
48016624,0,2020-11-29
48016822,0,2020-11-29
48016833,0,2020-11-29
48016844,0,2020-11-29
48016877,100,2020-11-29
48018780,0,2020-11-29
48019253,0,2020-11-29
48019308,0,2020-11-29
48019836,0,2020-11-29
48021640,0,2020-11-29
48022432,0,2020-11-29
48022465,0,2020-11-29
48022564,0,2020-11-29
48022751,0,2020-11-29
48022762,0,2020-11-29
48022795,0,2020-11-29
48022817,0,2020-11-29
48022927,0,2020-11-29
48022971,0,2020-11-29
48023070,0,2020-11-29
48023620,0,2020-11-29
48023664,0,2020-11-29
48023818,0,2020-11-29
48023851,0,2020-11-29
48024203,0,2020-11-29
48024247,0,2020-11-29
48024280,0,2020-11-29
48024291,0,2020-11-29
48024302,0,2020-11-29
48024357,0,2020-11-29
48024412,0,2020-11-29
48024423,0,2020-11-29
48024995,0,2020-11-29
48025193,0,2020-11-29
48025325,0,2020-11-29
48025358,0,2020-11-29
48034158,0,2020-11-29
48034180,0,2020-11-29
48034191,0,2020-11-29
48034202,0,2020-11-29
48034213,0,2020-11-29
48034224,0,2020-11-29
48034235,0,2020-11-29
48034312,0,2020-11-29
48034345,0,2020-11-29
48034367,0,2020-11-29
48034378,0,2020-11-29
48034389,0,2020-11-29
48034400,0,2020-11-29
48034411,0,2020-11-29
48034422,0,2020-11-29
48034433,0,2020-11-29
48034434,0,2020-11-29
48034435,0,2020-11-29
48034444,0,2020-11-29
48034477,0,2020-11-29
48034521,0,2020-11-29
48034532,0,2020-11-29
48034543,0,2020-11-29
48034554,0,2020-11-29
48034565,0,2020-11-29
48034631,0,2020-11-29
48034653,0,2020-11-29
58018791,0,2020-11-29
58019440,0,2020-11-29
58019473,0,2020-11-29
58019495,0,2020-11-29
58019660,0,2020-11-29
58019671,0,2020-11-29
58019704,0,2020-11-29
58020056,0,2020-11-29
58020100,0,2020-11-29
58020232,0,2020-11-29
58020408,0,2020-11-29
58020727,0,2020-11-29
58021079,0,2020-11-29
58021112,0,2020-11-29
58021156,0,2020-11-29
58021464,0,2020-11-29
58024742,0,2020-11-29
58024973,0,2020-11-29
58024974,0,2020-11-29
6 000 101 033,0,2020-11-29
6 000 101 174,0,2020-11-29
6 000 101 181,0,2020-11-29
6 000 101 186,0,2020-11-29
6 000 101 201,0,2020-11-29
6 000 120 042,0,2020-11-29
6 000 121 214,0,2020-11-29
6 000 412 000,0,2020-11-29
6 000 505 846,48,2020-11-29
6 000 514 404,0,2020-11-29
6 000 514 405,0,2020-11-29
6 000 515 340,0,2020-11-29
6 000 516 414,0,2020-11-29
6 000 519 140,0,2020-11-29
6 000 610 323,0,2020-11-29
6 000 817 268,0,2020-11-29
6 000 817 294,0,2020-11-29
6 000 833 509,0,2020-11-29
6 000 833 761,0,2020-11-29
6 000 835 497,0,2020-11-29
6 000 839 715,0,2020-11-29
6 000 851 586,0,2020-11-29
6 000 970 766,0,2020-11-29
6 099 100 088,0,2020-11-29
6 099 100 500,0,2020-11-29
6 099 100 Y63,0,2020-11-29
6 099 101 040,0,2020-11-29
6 099 101 218,0,2020-11-29
6 099 112 500,0,2020-11-29
6 099 113 500,0,2020-11-29
6 099 114 500,0,2020-11-29
6 099 120 Y05,0,2020-11-29
6 099 302 092,0,2020-11-29
6 099 302 765,100,2020-11-29
6 099 503 147,0,2020-11-29
6 099 506 208,0,2020-11-29
6 099 506 429,0,2020-11-29
6 099 516 417,0,2020-11-29
60000004,0,2020-11-29
62000000,1,2020-11-29
62000002,1,2020-11-29
62000004,1,2020-11-29
62000006,1,2020-11-29
62000008,1,2020-11-29
62000010,1,2020-11-29
62000012,1,2020-11-29
62000014,1,2020-11-29
62000016,1,2020-11-29
62000018,1,2020-11-29
62000020,1,2020-11-29
62000022,1,2020-11-29
62000024,1,2020-11-29
62000026,1,2020-11-29
62000028,1,2020-11-29
62000030,1,2020-11-29
62000032,1,2020-11-29
62000034,1,2020-11-29
62000036,1,2020-11-29
62000038,1,2020-11-29
62000040,1,2020-11-29
62000042,1,2020-11-29
62000044,1,2020-11-29
62000046,1,2020-11-29
62000048,1,2020-11-29
62000050,1,2020-11-29
62000052,1,2020-11-29
62000054,1,2020-11-29
62000056,1,2020-11-29
62000058,1,2020-11-29
62000060,1,2020-11-29
62000062,1,2020-11-29
62000064,1,2020-11-29
62000066,1,2020-11-29
62000068,1,2020-11-29
62000070,1,2020-11-29
62000072,1,2020-11-29
62000074,1,2020-11-29
62000076,1,2020-11-29
62000078,1,2020-11-29
62000080,1,2020-11-29
62000082,1,2020-11-29
62000084,1,2020-11-29
62000086,1,2020-11-29
62000088,1,2020-11-29
62000090,1,2020-11-29
62000092,1,2020-11-29
62000094,1,2020-11-29
62000096,1,2020-11-29
62000098,1,2020-11-29
62000100,1,2020-11-29
62000102,1,2020-11-29
62000104,1,2020-11-29
62000106,1,2020-11-29
62000108,1,2020-11-29
62000110,1,2020-11-29
62000112,1,2020-11-29
62000114,1,2020-11-29
62000116,1,2020-11-29
62000118,1,2020-11-29
62000120,1,2020-11-29
62000122,1,2020-11-29
62000124,1,2020-11-29
62000126,1,2020-11-29
62000128,1,2020-11-29
62000130,1,2020-11-29
62000132,1,2020-11-29
62000134,1,2020-11-29
62000136,1,2020-11-29
62000138,1,2020-11-29
62000140,1,2020-11-29
62000142,1,2020-11-29
62000144,1,2020-11-29
62000146,1,2020-11-29
62000148,1,2020-11-29
62000150,1,2020-11-29
62000152,1,2020-11-29
62000154,1,2020-11-29
62000156,1,2020-11-29
62000158,1,2020-11-29
62000160,1,2020-11-29
62000162,0,2020-11-29
62000164,0,2020-11-29
62000166,0,2020-11-29
62000168,0,2020-11-29
62000170,0,2020-11-29
62000172,0,2020-11-29
62000174,0,2020-11-29
62000176,0,2020-11-29
62000177,0,2020-11-29
62000178,1,2020-11-29
62000180,0,2020-11-29
62000182,0,2020-11-29
62000184,0,2020-11-29
62000186,0,2020-11-29
62000188,0,2020-11-29
62000190,0,2020-11-29
62000192,0,2020-11-29
62000194,0,2020-11-29
62000196,0,2020-11-29
62000198,0,2020-11-29
62000200,0,2020-11-29
62000202,1,2020-11-29
62000204,1,2020-11-29
62000206,0,2020-11-29
62000208,0,2020-11-29
62000210,0,2020-11-29
62000212,0,2020-11-29
62000214,1,2020-11-29
62000216,1,2020-11-29
62000218,1,2020-11-29
62000220,1,2020-11-29
62000222,1,2020-11-29
62000224,1,2020-11-29
62000226,1,2020-11-29
62000228,1,2020-11-29
62000230,1,2020-11-29
62000232,1,2020-11-29
62000234,1,2020-11-29
62000236,1,2020-11-29
62000238,1,2020-11-29
62000240,1,2020-11-29
62000242,1,2020-11-29
62000244,1,2020-11-29
62000246,1,2020-11-29
62000248,1,2020-11-29
62000250,1,2020-11-29
62000252,1,2020-11-29
62000254,1,2020-11-29
62000256,0,2020-11-29
62000258,1,2020-11-29
62000260,1,2020-11-29
62000262,1,2020-11-29
62000264,1,2020-11-29
62000266,1,2020-11-29
62000268,1,2020-11-29
62000270,1,2020-11-29
62000272,1,2020-11-29
62000274,1,2020-11-29
62000276,1,2020-11-29
62000278,1,2020-11-29
62000280,1,2020-11-29
62000282,1,2020-11-29
62000284,1,2020-11-29
62000286,1,2020-11-29
62000288,0,2020-11-29
62000290,1,2020-11-29
62000292,1,2020-11-29
62000294,1,2020-11-29
62000298,1,2020-11-29
62000300,1,2020-11-29
62000302,1,2020-11-29
62000304,1,2020-11-29
62000306,1,2020-11-29
62000308,1,2020-11-29
62000310,1,2020-11-29
62000312,1,2020-11-29
62000316,1,2020-11-29
62000318,1,2020-11-29
62000320,1,2020-11-29
62000322,1,2020-11-29
62000324,1,2020-11-29
62000326,1,2020-11-29
62000328,1,2020-11-29
62000330,1,2020-11-29
62000332,1,2020-11-29
62000334,1,2020-11-29
62000336,1,2020-11-29
62000338,1,2020-11-29
62000340,1,2020-11-29
62000342,1,2020-11-29
62000344,1,2020-11-29
62000346,1,2020-11-29
62000348,1,2020-11-29
62000350,0,2020-11-29
62000352,1,2020-11-29
62000354,1,2020-11-29
62000356,1,2020-11-29
62000358,1,2020-11-29
62000360,1,2020-11-29
62000362,1,2020-11-29
62000364,1,2020-11-29
62000366,1,2020-11-29
62000368,1,2020-11-29
62000370,1,2020-11-29
62000372,1,2020-11-29
62000374,1,2020-11-29
62000376,1,2020-11-29
62000378,1,2020-11-29
62000380,1,2020-11-29
62000382,1,2020-11-29
62000384,1,2020-11-29
62000386,1,2020-11-29
62000388,1,2020-11-29
62000390,1,2020-11-29
62000392,1,2020-11-29
62000394,1,2020-11-29
62000396,1,2020-11-29
62000398,1,2020-11-29
62000400,1,2020-11-29
62000402,1,2020-11-29
62000404,1,2020-11-29
62000406,1,2020-11-29
62000408,1,2020-11-29
62000410,1,2020-11-29
62000412,1,2020-11-29
62000414,1,2020-11-29
62000416,1,2020-11-29
62000418,1,2020-11-29
62000420,1,2020-11-29
62000422,1,2020-11-29
62000424,1,2020-11-29
62000426,1,2020-11-29
62000428,1,2020-11-29
62000430,1,2020-11-29
62000432,1,2020-11-29
62000434,1,2020-11-29
62000436,1,2020-11-29
62000438,1,2020-11-29
62000440,1,2020-11-29
62000442,1,2020-11-29
62000444,1,2020-11-29
62000446,1,2020-11-29
62000448,1,2020-11-29
62000450,1,2020-11-29
62000452,1,2020-11-29
62000454,1,2020-11-29
62000456,1,2020-11-29
62000458,1,2020-11-29
62000460,1,2020-11-29
62000462,1,2020-11-29
62000464,1,2020-11-29
62000466,1,2020-11-29
62000468,1,2020-11-29
62000470,1,2020-11-29
62000472,1,2020-11-29
62000474,1,2020-11-29
62000476,1,2020-11-29
62000478,1,2020-11-29
62000480,1,2020-11-29
62000482,1,2020-11-29
62000484,1,2020-11-29
62000486,1,2020-11-29
62000488,1,2020-11-29
62000490,1,2020-11-29
62000492,1,2020-11-29
62000494,1,2020-11-29
62000496,1,2020-11-29
75000001,0,2020-11-29
75000002,0,2020-11-29
75000003,0,2020-11-29
75000004,0,2020-11-29
75000005,0,2020-11-29
75000010,0,2020-11-29
75000011,0,2020-11-29
75000012,0,2020-11-29
75000020,1,2020-11-29
75000021,1,2020-11-29
75000022,1,2020-11-29
75000103,2000,2020-11-29
88800316,1,2020-11-29
88800318,0,2020-11-29
88800319,10,2020-11-29
88800522,200,2020-11-29
88800524,1,2020-11-29
88800526,10,2020-11-29
88800638,10,2020-11-29
90008437,20,2020-11-29
90008448,20,2020-11-29
90008481,20,2020-11-29
90008492,20,2020-11-29
90008536,20,2020-11-29
90009009,5,2020-11-29
90009020,5,2020-11-29
90009196,5,2020-11-29
90009229,5,2020-11-29
90009251,5,2020-11-29
90009286,0,2020-11-29
90009614,5,2020-11-29
90009636,5,2020-11-29
90009801,5,2020-11-29
90009812,5,2020-11-29
90009856,5,2020-11-29
90010098,5,2020-11-29
90010131,5,2020-11-29
90010252,5,2020-11-29
90010263,5,2020-11-29
90010270,0,2020-11-29
90010329,5,2020-11-29
90010439,5,2020-11-29
90010483,5,2020-11-29
90010527,5,2020-11-29
90010692,5,2020-11-29
90010747,5,2020-11-29
90010934,5,2020-11-29
90011077,5,2020-11-29
90018656,5,2020-11-29
90019261,5,2020-11-29
90019899,5,2020-11-29
90020262,5,2020-11-29
90020273,5,2020-11-29
90021439,20,2020-11-29
90021494,5,2020-11-29
90039886,5,2020-11-29
90041272,5,2020-11-29
90041349,5,2020-11-29
90042449,5,2020-11-29
90042570,5,2020-11-29
90042878,5,2020-11-29
90042988,5,2020-11-29
90042999,5,2020-11-29
90043120,5,2020-11-29
90043142,5,2020-11-29
90044616,5,2020-11-29
90044759,5,2020-11-29
90046409,5,2020-11-29
90046816,5,2020-11-29
90048224,5,2020-11-29
90048367,5,2020-11-29
90048598,5,2020-11-29
90049082,5,2020-11-29
90049104,5,2020-11-29
90049258,5,2020-11-29
90049423,5,2020-11-29
90049500,5,2020-11-29
90049544,5,2020-11-29
90049753,5,2020-11-29
90049764,5,2020-11-29
90050710,5,2020-11-29
90057640,5,2020-11-29
90057662,5,2020-11-29
90058102,5,2020-11-29
90058124,5,2020-11-29
90058234,5,2020-11-29
90058245,5,2020-11-29
90058256,5,2020-11-29
90058278,5,2020-11-29
90058377,5,2020-11-29
90058410,5,2020-11-29
90058443,5,2020-11-29
90058531,5,2020-11-29
90058586,5,2020-11-29
90058663,5,2020-11-29
90059191,5,2020-11-29
90059246,5,2020-11-29
90059389,5,2020-11-29
90059400,5,2020-11-29
90059433,5,2020-11-29
90059444,5,2020-11-29
90059532,5,2020-11-29
90059609,5,2020-11-29
90059620,5,2020-11-29
90059741,5,2020-11-29
90060005,5,2020-11-29
90060159,5,2020-11-29
90060181,5,2020-11-29
90060225,5,2020-11-29
90060269,5,2020-11-29
90060357,0,2020-11-29
90060368,0,2020-11-29
90060390,0,2020-11-29
90060412,0,2020-11-29
90060467,5,2020-11-29
90060555,5,2020-11-29
90060577,5,2020-11-29
90060588,5,2020-11-29
90060610,5,2020-11-29
90060621,5,2020-11-29
90060632,5,2020-11-29
90060720,5,2020-11-29
90060731,5,2020-11-29
90060742,5,2020-11-29
90060753,5,2020-11-29
90060764,5,2020-11-29
90060786,5,2020-11-29
90060797,5,2020-11-29
90060808,5,2020-11-29
90060819,5,2020-11-29
90060830,5,2020-11-29
90060852,5,2020-11-29
90060907,5,2020-11-29
90060918,5,2020-11-29
90061204,0,2020-11-29
90061215,5,2020-11-29
90061248,5,2020-11-29
90061281,5,2020-11-29
90061292,5,2020-11-29
90061413,5,2020-11-29
90061468,5,2020-11-29
90061501,5,2020-11-29
90061523,5,2020-11-29
90061534,5,2020-11-29
90061567,5,2020-11-29
90061578,5,2020-11-29
90061622,5,2020-11-29
90061633,5,2020-11-29
90061699,5,2020-11-29
90062095,0,2020-11-29
90063657,20,2020-11-29
90065274,5,2020-11-29
90065285,5,2020-11-29
90066957,0,2020-11-29
90068442,5,2020-11-29
90068464,0,2020-11-29
90068706,0,2020-11-29
90068717,0,2020-11-29
90069366,0,2020-11-29
90069377,0,2020-11-29
90069399,0,2020-11-29
90069410,0,2020-11-29
90069443,0,2020-11-29
90069542,0,2020-11-29
90069553,0,2020-11-29
90069597,0,2020-11-29
90069619,0,2020-11-29
90069630,0,2020-11-29
90069641,0,2020-11-29
90069652,0,2020-11-29
90069696,0,2020-11-29
90069707,0,2020-11-29
90069729,0,2020-11-29
90069784,1,2020-11-29
90069872,0,2020-11-29
90069916,0,2020-11-29
90069927,0,2020-11-29
90069938,0,2020-11-29
90069949,0,2020-11-29
90069950,0,2020-11-29
90080322,5,2020-11-29
90080608,20,2020-11-29
90080751,5,2020-11-29
90080806,0,2020-11-29
90080817,0,2020-11-29
90080839,5,2020-11-29
90080850,0,2020-11-29
90080872,0,2020-11-29
90080905,20,2020-11-29
90081081,0,2020-11-29
90081125,0,2020-11-29
90082929,2000,2020-11-29
90082930,1,2020-11-29
90082934,1,2020-11-29
90083897,5,2020-11-29
90084942,0,2020-11-29
90085382,5,2020-11-29
90085437,5,2020-11-29
90085602,0,2020-11-29
90085668,0,2020-11-29
90085712,5,2020-11-29
90085734,5,2020-11-29
90085756,5,2020-11-29
90085767,5,2020-11-29
90085789,5,2020-11-29
90085833,5,2020-11-29
90085844,5,2020-11-29
90085888,5,2020-11-29
90085910,0,2020-11-29
90085921,0,2020-11-29
90085954,0,2020-11-29
90086031,0,2020-11-29
90086064,5,2020-11-29
90086075,5,2020-11-29
90086086,0,2020-11-29
90086097,0,2020-11-29
90086108,0,2020-11-29
90086119,0,2020-11-29
90086130,0,2020-11-29
90086141,0,2020-11-29
90086163,0,2020-11-29
90086196,0,2020-11-29
90086207,0,2020-11-29
90086218,0,2020-11-29
90086812,5,2020-11-29
90086999,5,2020-11-29
90088473,5,2020-11-29
90088484,5,2020-11-29
90088726,5,2020-11-29
90088737,5,2020-11-29
90088825,5,2020-11-29
90088990,5,2020-11-29
90089045,5,2020-11-29
90089463,5,2020-11-29
90089485,5,2020-11-29
90089496,0,2020-11-29
90089793,0,2020-11-29
90090156,5,2020-11-29
90090167,5,2020-11-29
90090607,0,2020-11-29
90090904,0,2020-11-29
90091091,0,2020-11-29
90091542,0,2020-11-29
90091586,5,2020-11-29
90091674,0,2020-11-29
90091795,0,2020-11-29
90091806,0,2020-11-29
90092312,5,2020-11-29
90092323,5,2020-11-29
90092378,0,2020-11-29
90092389,0,2020-11-29
90092686,5,2020-11-29
90093137,5,2020-11-29
90094138,5,2020-11-29
90094754,0,2020-11-29
90095018,0,2020-11-29
90095667,0,2020-11-29
90095731,0,2020-11-29
90095733,25,2020-11-29
90095735,25,2020-11-29
90095736,25,2020-11-29
90095737,0,2020-11-29
90095739,25,2020-11-29
90095755,25,2020-11-29
90095808,0,2020-11-29
90095810,25,2020-11-29
90095812,25,2020-11-29
90095814,25,2020-11-29
90095898,5,2020-11-29
90095953,5,2020-11-29
90095964,5,2020-11-29
90096030,0,2020-11-29
90096151,5,2020-11-29
90096314,0,2020-11-29
90096316,25,2020-11-29
90096318,25,2020-11-29
90096320,25,2020-11-29
90096321,0,2020-11-29
90096322,25,2020-11-29
90096323,0,2020-11-29
90096459,0,2020-11-29
90096591,5,2020-11-29
90096613,5,2020-11-29
90096679,5,2020-11-29
90097152,5,2020-11-29
90097216,0,2020-11-29
90097218,25,2020-11-29
90097220,25,2020-11-29
90097222,0,2020-11-29
90097224,0,2020-11-29
90097226,25,2020-11-29
90097229,25,2020-11-29
90097238,0,2020-11-29
90097240,25,2020-11-29
90097242,25,2020-11-29
90097244,25,2020-11-29
90097273,5,2020-11-29
90097282,0,2020-11-29
90097284,25,2020-11-29
90097286,25,2020-11-29
90097288,25,2020-11-29
90097293,0,2020-11-29
90097295,25,2020-11-29
90097297,0,2020-11-29
90097299,25,2020-11-29
90097328,0,2020-11-29
90097339,0,2020-11-29
90097359,0,2020-11-29
90097361,25,2020-11-29
90097362,25,2020-11-29
90097363,25,2020-11-29
90097365,25,2020-11-29
90097367,25,2020-11-29
90097394,5,2020-11-29
90097405,5,2020-11-29
90097416,5,2020-11-29
90097427,5,2020-11-29
90097482,5,2020-11-29
90097493,5,2020-11-29
90097658,5,2020-11-29
90097702,5,2020-11-29
90097790,0,2020-11-29
90097810,0,2020-11-29
90097812,25,2020-11-29
90097814,25,2020-11-29
90097816,25,2020-11-29
90097818,0,2020-11-29
90097823,25,2020-11-29
90097832,0,2020-11-29
90097834,25,2020-11-29
90097836,25,2020-11-29
90097867,0,2020-11-29
90097878,5,2020-11-29
90097889,5,2020-11-29
90097900,5,2020-11-29
90097966,5,2020-11-29
90097977,0,2020-11-29
90097999,25,2020-11-29
90098087,5,2020-11-29
90098263,5,2020-11-29
90098296,5,2020-11-29
90098297,0,2020-11-29
90098527,0,2020-11-29
90098560,0,2020-11-29
90098571,0,2020-11-29
90098604,5,2020-11-29
90098692,5,2020-11-29
90098703,5,2020-11-29
90098714,5,2020-11-29
90098769,5,2020-11-29
90098956,25,2020-11-29
90099022,5,2020-11-29
90099044,5,2020-11-29
90099066,5,2020-11-29
90099132,5,2020-11-29
90099143,0,2020-11-29
90099165,5,2020-11-29
90099275,5,2020-11-29
90099308,5,2020-11-29
90099396,5,2020-11-29
90099484,5,2020-11-29
90099594,5,2020-11-29
90099616,5,2020-11-29
90099649,5,2020-11-29
90099704,5,2020-11-29
90099737,5,2020-11-29
90099803,5,2020-11-29
90099814,5,2020-11-29
90099858,5,2020-11-29
90099869,5,2020-11-29
90100012,5,2020-11-29
90100034,5,2020-11-29
90100067,5,2020-11-29
90100199,5,2020-11-29
90100232,5,2020-11-29
90100298,0,2020-11-29
90100309,5,2020-11-29
90100364,0,2020-11-29
90100474,5,2020-11-29
90100496,5,2020-11-29
90100738,5,2020-11-29
90100815,5,2020-11-29
90100903,1,2020-11-29
90100914,5,2020-11-29
90100925,5,2020-11-29
90100958,0,2020-11-29
90101024,0,2020-11-29
90101090,5,2020-11-29
90101112,5,2020-11-29
90101134,5,2020-11-29
90101189,0,2020-11-29
90101233,0,2020-11-29
90101288,0,2020-11-29
90101365,5,2020-11-29
90101739,5,2020-11-29
90101772,5,2020-11-29
90101805,5,2020-11-29
90101893,5,2020-11-29
90101959,5,2020-11-29
90101981,5,2020-11-29
90102036,5,2020-11-29
90102047,5,2020-11-29
90102058,0,2020-11-29
90102113,0,2020-11-29
90102135,5,2020-11-29
90102146,5,2020-11-29
90102190,5,2020-11-29
90102234,5,2020-11-29
90102344,5,2020-11-29
90102377,5,2020-11-29
90102421,5,2020-11-29
90102443,5,2020-11-29
90102476,0,2020-11-29
90102487,5,2020-11-29
90102498,5,2020-11-29
90102542,5,2020-11-29
90102575,5,2020-11-29
90102630,5,2020-11-29
90102641,5,2020-11-29
90102652,5,2020-11-29
90102729,5,2020-11-29
90102762,5,2020-11-29
90102850,0,2020-11-29
90102861,0,2020-11-29
90102927,25,2020-11-29
90103323,5,2020-11-29
90103354,5,2020-11-29
90200123,5,2020-11-29
90200145,5,2020-11-29
90200168,0,2020-11-29
90200169,0,2020-11-29
90200211,5,2020-11-29
90200299,5,2020-11-29
90200321,5,2020-11-29
90200343,5,2020-11-29
90200354,5,2020-11-29
90200398,5,2020-11-29
90200442,5,2020-11-29
90200464,5,2020-11-29
90200607,5,2020-11-29
90200761,5,2020-11-29
90200772,5,2020-11-29
90200871,5,2020-11-29
90200882,5,2020-11-29
90201025,5,2020-11-29
90201047,5,2020-11-29
90201102,5,2020-11-29
90201113,5,2020-11-29
90201135,5,2020-11-29
90201146,5,2020-11-29
90201168,5,2020-11-29
90201212,5,2020-11-29
90201223,5,2020-11-29
90201322,5,2020-11-29
90201333,5,2020-11-29
90201366,5,2020-11-29
90201410,5,2020-11-29
90201421,5,2020-11-29
90201465,5,2020-11-29
90201476,5,2020-11-29
90201487,5,2020-11-29
90201542,5,2020-11-29
90201641,5,2020-11-29
90201762,5,2020-11-29
90201773,5,2020-11-29
90201841,5,2020-11-29
90201905,5,2020-11-29
90202004,5,2020-11-29
90202026,5,2020-11-29
90202048,5,2020-11-29
90202092,5,2020-11-29
90202136,5,2020-11-29
90202169,5,2020-11-29
90202235,5,2020-11-29
90202279,5,2020-11-29
90202455,5,2020-11-29
90202466,5,2020-11-29
90202477,5,2020-11-29
90202499,5,2020-11-29
90202521,5,2020-11-29
90202653,5,2020-11-29
90202697,5,2020-11-29
90202708,5,2020-11-29
90202719,5,2020-11-29
90202763,5,2020-11-29
90202796,5,2020-11-29
90202818,5,2020-11-29
90202873,5,2020-11-29
90203005,5,2020-11-29
90203181,5,2020-11-29
90203192,5,2020-11-29
90203225,5,2020-11-29
90203269,5,2020-11-29
90203280,5,2020-11-29
90203313,5,2020-11-29
90203335,5,2020-11-29
90203456,5,2020-11-29
90203467,5,2020-11-29
90203478,5,2020-11-29
90203480,5,2020-11-29
90203489,5,2020-11-29
90203533,5,2020-11-29
90203555,5,2020-11-29
90203580,5,2020-11-29
90203698,5,2020-11-29
90203709,5,2020-11-29
90203819,5,2020-11-29
90203929,5,2020-11-29
90203940,5,2020-11-29
90204589,5,2020-11-29
90204633,5,2020-11-29
90204655,5,2020-11-29
90204710,5,2020-11-29
90205161,5,2020-11-29
90205183,5,2020-11-29
90211849,5,2020-11-29
90211915,5,2020-11-29
90211937,5,2020-11-29
90211948,5,2020-11-29
90211959,5,2020-11-29
90212080,5,2020-11-29
90212102,5,2020-11-29
90212113,5,2020-11-29
90212223,5,2020-11-29
90212685,5,2020-11-29
90212696,5,2020-11-29
90212806,5,2020-11-29
90213312,5,2020-11-29
90213378,5,2020-11-29
90214280,5,2020-11-29
90214368,5,2020-11-29
90214500,5,2020-11-29
90214588,5,2020-11-29
90215226,5,2020-11-29
90215291,0,2020-11-29
90215391,5,2020-11-29
90215392,0,2020-11-29
90215393,0,2020-11-29
90218966,5,2020-11-29
90300080,5,2020-11-29
90300102,5,2020-11-29
90300124,5,2020-11-29
90300146,0,2020-11-29
90300179,0,2020-11-29
90300190,0,2020-11-29
90300201,0,2020-11-29
90300223,0,2020-11-29
90300234,5,2020-11-29
90300267,5,2020-11-29
90300322,0,2020-11-29
90300333,5,2020-11-29
90300344,5,2020-11-29
90300410,5,2020-11-29
90300432,5,2020-11-29
90300443,5,2020-11-29
90300465,5,2020-11-29
90300476,5,2020-11-29
90300487,5,2020-11-29
90300509,5,2020-11-29
90300520,5,2020-11-29
90300542,5,2020-11-29
90300553,5,2020-11-29
90300575,5,2020-11-29
90300586,5,2020-11-29
90300641,5,2020-11-29
90300685,5,2020-11-29
90300696,5,2020-11-29
90300740,5,2020-11-29
90300751,5,2020-11-29
90300762,5,2020-11-29
90300784,5,2020-11-29
90300817,5,2020-11-29
90300828,5,2020-11-29
90300839,5,2020-11-29
90300861,5,2020-11-29
90300872,5,2020-11-29
90300905,5,2020-11-29
90300927,5,2020-11-29
90300961,5,2020-11-29
90300982,5,2020-11-29
90301059,5,2020-11-29
90301092,5,2020-11-29
90301103,5,2020-11-29
90301114,5,2020-11-29
90301136,5,2020-11-29
90301158,5,2020-11-29
90301180,5,2020-11-29
90301191,5,2020-11-29
90301202,5,2020-11-29
90301205,0,2020-11-29
90301246,5,2020-11-29
90301279,5,2020-11-29
90301290,5,2020-11-29
90301356,5,2020-11-29
90301389,5,2020-11-29
