vendor_no,vendor_name,order_no,delivery_no,city,postcode,country,longitude,latitude,expected_date,order_date,posting_date,promised_date,requested_date,delivery_date,region,days_variance,otd_ld
K04873,RAPA Automotive GmbH & Co. KG,EB21/0462,RA00000246,Selb,95100,Germany,12.1406449046142,50.1604995169849,2021-05-03,2021-02-19,2021-05-03,2021-05-03,2021-05-03,2021-04-03,Germany,30,On-Time Delivery
K04873,RAPA Automotive GmbH & Co. KG,EB21/0567,RA00000060,Selb,95100,Germany,12.1406449046142,50.1604995169849,2021-05-03,2021-02-23,2021-05-03,2021-03-23,2021-09-03,2021-04-03,Germany,-11,Late Delivery
K03252,TE Connectivity Germany GmbH,EB21/0080,DMR0000011,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2021-03-03,2021-01-14,2021-09-03,2021-03-03,2021-03-03,2021-08-03,Germany,-153,Late Delivery
K04873,RAPA Automotive GmbH & Co. KG,EB21/0567,RA00000030,Selb,95100,Germany,12.1406449046142,50.1604995169849,2021-05-03,2021-02-23,2021-05-03,2021-09-03,2021-09-03,2021-04-03,Germany,153,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/2493,HDE0H03446,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2021-09-03,2020-10-12,2021-09-03,2021-05-03,2021-11-01,2021-08-03,Germany,-92,Late Delivery
K04152,Klumpp GmbH & Co. KG,EB20/2493,HDE0H03445,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2021-09-03,2020-10-12,2021-09-03,2021-05-03,2021-11-01,2021-08-03,Germany,-92,Late Delivery
K00876,Air Liquide Deutschland GmbH,EB21/0699,M0000009,Kornwestheim,70806,Germany,9.18489873746271,48.8680494158472,2021-09-03,2021-05-03,2021-09-03,2021-09-03,2021-09-03,2021-08-03,Germany,31,On-Time Delivery
K04664,tesa scribos GmbH,EB21/0195,HDE0610542,Heidelberg,69126,Germany,8.70159957318239,49.3728339759687,2021-09-03,2021-01-25,2021-09-03,2021-05-03,2021-05-03,2021-08-03,Germany,-92,Late Delivery
K00967,SHC GmbH,EB21/0326,18000032,Karben,61184,Germany,8.76638154614189,50.2360498594055,2021-09-03,2021-02-02,2021-09-03,2021-05-19,2021-03-26,2021-08-03,Germany,-76,Late Delivery
K03094,Trelleborg Sealing Solutions,EB21/0615,RA00000280,Stuttgart,70565,Germany,9.12160901883465,48.7180160962776,2021-11-03,2020-11-19,2021-10-03,2021-11-03,2021-11-03,2021-09-03,Germany,61,On-Time Delivery
K02809,Batal Präzisionswellen GmbH,EB20/2566,17200122,Lauf a. d. Pegnitz,91207,Germany,11.2565778701226,49.5214823483338,2021-10-03,2020-12-17,2021-10-03,2021-12-03,2021-12-03,2021-09-03,Germany,91,On-Time Delivery
K04873,RAPA Automotive GmbH & Co. KG,EB21/0634,RA00000570,Selb,95100,Germany,12.1406449046142,50.1604995169849,2021-11-03,2021-01-14,2021-10-03,2021-11-03,2021-11-03,2021-09-03,Germany,61,On-Time Delivery
K04873,RAPA Automotive GmbH & Co. KG,EB21/0454,RA00000520,Selb,95100,Germany,12.1406449046142,50.1604995169849,2021-11-03,2021-02-25,2021-10-03,2021-11-03,2021-11-03,2021-09-03,Germany,61,On-Time Delivery
K03447,Weppler Filter GmbH,EB21/0214,HDE0H39001,Oberursel,61440,Germany,8.55251901954204,50.2097968873942,2021-10-03,2021-01-25,2021-10-03,2021-12-03,2021-12-03,2021-09-03,Germany,91,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB21/0080,DMR0000012,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2021-10-03,2021-01-14,2021-10-03,2021-03-03,2021-03-03,2021-09-03,Germany,-184,Late Delivery
K03252,TE Connectivity Germany GmbH,EB21/0384,TF00000005,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2021-11-03,2021-05-02,2021-10-03,2021-07-04,2021-05-03,2021-09-03,Germany,-61,Late Delivery
K04413,Kuhle Industrie-Galvanik GmbH,EB21/0577,KP0064C184,Berlin,12355,Germany,13.5003457759319,52.4125054989062,2021-10-03,2021-02-24,2021-11-03,2021-09-03,2021-05-03,2021-10-03,Germany,-30,Late Delivery
K03068,Müller Präzision GmbH,EB21/0242,17200135,Cham,93413,Germany,12.6633788891433,49.208840150285,2021-12-03,2021-01-26,2021-12-03,2021-12-03,2021-05-03,2021-11-03,Germany,30,On-Time Delivery
K04659,Robert Bosch GmbH,EB21/0036,HDE0H11032,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2021-12-03,2021-03-02,2021-12-03,2021-12-03,2021-12-03,2021-11-03,Germany,30,On-Time Delivery
K04659,Robert Bosch GmbH,EB21/0023,HDE0001114,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2021-12-03,2021-01-15,2021-12-03,2021-12-03,2021-12-03,2021-11-03,Germany,30,On-Time Delivery
K04659,Robert Bosch GmbH,EB21/0038,HDE0H17015,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2021-12-03,2021-01-21,2021-12-03,2021-12-03,2021-12-03,2021-11-03,Germany,30,On-Time Delivery
K02699,Ahlberg Metalltechnik GmbH,EB21/0243,17200119,Berlin,12487,Germany,13.5123030299836,52.4437609777381,2021-03-15,2021-01-26,2021-03-15,2021-03-15,2021-03-15,2021-03-14,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB21/0031,HDE0001156,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2021-03-15,2021-03-02,2021-09-03,2021-03-15,2021-05-03,2021-08-02,Germany,-140,Late Delivery
K00806,Erich Rothe GmbH & Co KG,EB21/0522,11000055,Kitzingen,97318,Germany,10.1359757427998,49.7472928372332,2021-12-03,2021-02-18,2021-03-16,2021-12-03,2021-12-03,2021-03-15,Germany,263,On-Time Delivery
K04873,RAPA Automotive GmbH & Co. KG,EB21/0601,RA00000030,Selb,95100,Germany,12.1406449046142,50.1604995169849,2021-03-16,2021-02-03,2021-03-16,2021-03-16,2021-03-16,2021-03-15,Germany,1,On-Time Delivery
K04873,RAPA Automotive GmbH & Co. KG,EB21/0601,RA00000330,Selb,95100,Germany,12.1406449046142,50.1604995169849,2021-03-16,2021-02-03,2021-03-16,2021-03-16,2021-03-16,2021-03-15,Germany,1,On-Time Delivery
K04386,Diehl Metal Applications GmbH,EB21/0421,38001158,Berlin,14167,Germany,13.2796062383123,52.4232104487911,2021-03-17,2021-03-03,2021-03-17,2021-03-17,2021-03-17,2021-03-16,Germany,1,On-Time Delivery
K04386,Diehl Metal Applications GmbH,EB21/0460,ABB0038943,Berlin,14167,Germany,13.2796062383123,52.4232104487911,2021-03-17,2021-03-03,2021-03-17,2021-03-17,2021-03-17,2021-03-16,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB21/0033,HDE0001158,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2021-03-17,2021-03-02,2021-03-17,2021-03-17,2021-12-03,2021-03-16,Germany,1,On-Time Delivery
K00943,FONDERIA MARCHESI S.P.A.,EB21/0052,KP0064B313,Tione di Trento,IT-38079,Italy,,,2021-03-15,2021-01-13,2021-03-17,2021-05-03,2021-12-02,2021-03-16,Europe,48,On-Time Delivery
K02734,G. Rau GmbH & Co. KG,EB20/2022,KP00A1C182,Pforzheim,75172,Germany,8.6878562080705,48.8912163882511,2021-03-17,2020-10-21,2021-03-17,2021-03-17,2021-02-24,2021-03-16,Germany,1,On-Time Delivery
K04660,Horst Scholz GmbH & Co. KG,EB20/2247,HDE0H22013,Kronach,96317,Germany,11.336161555901,50.2462852462477,2021-03-19,2020-12-11,2021-03-18,2021-03-19,2021-12-03,2021-03-17,Germany,2,On-Time Delivery
K04386,Diehl Metal Applications GmbH,EB21/0489,38000465,Berlin,14167,Germany,13.2796062383123,52.4232104487911,2021-03-19,2021-02-17,2021-03-19,2021-03-19,2021-03-19,2021-03-18,Germany,1,On-Time Delivery
K04660,Horst Scholz GmbH & Co. KG,EB20/2342,HDE0H06007,Kronach,96317,Germany,11.336161555901,50.2462852462477,2021-03-19,2020-11-24,2021-03-19,2021-03-19,2021-03-19,2021-03-18,Germany,1,On-Time Delivery
K04386,Diehl Metal Applications GmbH,EB21/0605,38002192,Berlin,14167,Germany,13.2796062383123,52.4232104487911,2021-03-19,2021-02-26,2021-03-19,2021-03-19,2021-03-19,2021-03-18,Germany,1,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB21/0473,HDE0H03447,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2021-03-19,2021-02-15,2021-03-19,2021-03-19,2021-03-19,2021-03-18,Germany,1,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB21/0473,HDE0H03448,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2021-03-19,2021-02-15,2021-03-19,2021-03-19,2021-03-19,2021-03-18,Germany,1,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB21/0473,HDE0H03449,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2021-03-19,2021-02-15,2021-03-19,2021-03-19,2021-03-19,2021-03-18,Germany,1,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB21/0473,HDE0H03450,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2021-03-19,2021-02-15,2021-03-19,2021-03-19,2021-03-19,2021-03-18,Germany,1,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB21/0201,HDE0H03445,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2021-03-15,2021-01-25,2021-03-19,2021-03-15,2021-02-19,2021-03-18,Germany,-3,Late Delivery
K04152,Klumpp GmbH & Co. KG,EB21/0201,HDE0H03447,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2021-03-15,2021-01-25,2021-03-19,2021-03-15,2021-02-19,2021-03-18,Germany,-3,Late Delivery
K04152,Klumpp GmbH & Co. KG,EB21/0201,HDE0H03451,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2021-03-15,2021-01-25,2021-03-19,2021-03-15,2021-02-19,2021-03-18,Germany,-3,Late Delivery
K00621,DODUCO España  S.L.,EB20/1886,28000234,Pozuelo de Alarcón (Madrid),ES-28224,Spain,,,2021-03-19,2020-08-10,2021-03-19,2021-11-03,2021-01-15,2021-03-18,Europe,230,On-Time Delivery
K04659,Robert Bosch GmbH,EB21/0031,HDE0001156,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2021-03-19,2021-02-26,2021-03-19,2021-03-19,2021-12-03,2021-03-18,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB21/0036,HDE0H11032,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2021-03-19,2021-03-02,2021-03-19,2021-03-19,2021-03-19,2021-03-18,Germany,1,On-Time Delivery
K00633,Teltower Diakon. Werkstätten,EB21/0772,O3 1-1393565-8,Teltow,14513,Germany,13.2772322454355,52.3868799999217,2021-03-22,2021-03-17,2021-12-03,2021-03-22,2021-03-22,2021-03-21,Germany,1,On-Time Delivery
K02769,W & L Deutsche Technoplast,EB20/2418,17000110,Schwabach,91126,Germany,11.0005570237917,49.3152621576025,2021-12-03,2020-02-12,2021-03-22,2021-12-03,2021-01-22,2021-03-21,Germany,257,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB21/0080,DMR0000008,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2021-03-22,2020-07-12,2021-03-22,2021-03-22,2021-12-02,2021-03-21,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB21/0030,HDE0001154,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2021-03-25,2021-02-15,2021-03-22,2021-03-25,2021-12-03,2021-03-21,Germany,4,On-Time Delivery
K04074,Hoffmann GmbH,EB20/2452,MV00491410,Pforzheim,75177,Germany,8.71097272365639,48.9121466014888,2021-03-24,2020-04-11,2021-03-22,2021-03-24,2021-03-24,2021-03-22,Germany,2,On-Time Delivery
K02739,ST Stanztechnik GmbH,EB20/1614,17000190,Unterensingen,72669,Germany,9.33914664214074,48.6624604694112,2021-03-24,2020-07-09,2021-03-23,2021-03-24,2021-03-15,2021-03-22,Germany,2,On-Time Delivery
K04659,Robert Bosch GmbH,EB21/0033,HDE0001158,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2021-03-24,2021-03-02,2021-03-23,2021-03-24,2021-03-19,2021-03-22,Germany,2,On-Time Delivery
K00074,Gebr. Geisler GmbH,EB21/0542,00345677,Berlin,10969,Germany,13.404576744008,52.5045966317146,2021-03-24,2021-02-24,2021-03-23,2021-03-24,2021-03-24,2021-03-22,Germany,2,On-Time Delivery
K00074,Gebr. Geisler GmbH,EB21/0542,00345655,Berlin,10969,Germany,13.404576744008,52.5045966317146,2021-03-24,2021-02-24,2021-03-23,2021-03-24,2021-03-24,2021-03-22,Germany,2,On-Time Delivery
K04747,Tridelta Magnetsysteme GmbH,EB20/2053,KP0064C002,Dortmund,44287,Germany,7.55984136425488,51.4923910298938,2021-03-26,2020-10-23,2021-03-23,2021-03-26,2021-03-26,2021-03-22,Germany,4,On-Time Delivery
K03806,SURFACED GmbH,EB21/0804,KS90525704,Oranienburg,16515,Germany,13.2607407059652,52.7997450937298,2021-03-26,2021-03-16,2021-03-24,2021-03-26,2021-03-30,2021-03-23,Germany,3,On-Time Delivery
K03806,SURFACED GmbH,EB21/0791,KS90525701,Oranienburg,16515,Germany,13.2607407059652,52.7997450937298,2021-03-31,2021-03-17,2021-03-24,2021-03-31,2021-03-31,2021-03-23,Germany,8,On-Time Delivery
K04386,Diehl Metal Applications GmbH,EB20/2494,05920210,Berlin,14167,Germany,13.2796062383123,52.4232104487911,2021-03-24,2021-03-02,2021-03-24,2021-03-24,2021-03-24,2021-03-23,Germany,1,On-Time Delivery
K03806,SURFACED GmbH,EB21/0754,KS90750003,Oranienburg,16515,Germany,13.2607407059652,52.7997450937298,2021-03-26,2021-03-16,2021-03-24,2021-03-26,2021-03-30,2021-03-23,Germany,3,On-Time Delivery
K02778,Plock GmbH,EB20/2424,17000192,Hagen,58089,Germany,7.43379116519052,51.3775470689826,2021-03-15,2020-02-12,2021-03-24,2021-03-15,2021-03-15,2021-03-23,Germany,-8,Late Delivery
K02739,ST Stanztechnik GmbH,EB20/1610,17000162,Unterensingen,72669,Germany,9.33914664214074,48.6624604694112,2021-03-17,2020-07-09,2021-03-24,2021-03-15,2021-03-15,2021-03-23,Germany,-8,Late Delivery
K02739,ST Stanztechnik GmbH,EB20/1615,17000191,Unterensingen,72669,Germany,9.33914664214074,48.6624604694112,2021-03-30,2020-07-09,2021-03-25,2021-03-30,2021-02-15,2021-03-24,Germany,6,On-Time Delivery
K04491,H. & M. Fraas,EB21/0620,HDE0610275,Selb,95100,Germany,12.1406449046142,50.1604995169849,2021-03-26,2021-01-03,2021-03-25,2021-03-26,2021-03-26,2021-03-24,Germany,2,On-Time Delivery
K03447,Weppler Filter GmbH,EB21/0214,HDE0H39001,Oberursel,61440,Germany,8.55251901954204,50.2097968873942,2021-03-26,2021-01-25,2021-03-25,2021-03-26,2021-03-26,2021-03-24,Germany,2,On-Time Delivery
K02742,Raithel & Co. GmbH,EB21/0474,HDE0H04002,Weißenstadt,95163,Germany,11.888663943097,50.1091247647347,2021-03-26,2021-02-15,2021-03-25,2021-03-26,2021-03-26,2021-03-24,Germany,2,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB20/1507,TF00000002,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2021-03-29,2020-07-12,2021-03-26,2021-03-29,2021-05-02,2021-03-25,Germany,4,On-Time Delivery
K04659,Robert Bosch GmbH,EB21/0039,HDE0H19002,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2021-03-26,2021-01-21,2021-03-26,2021-03-26,2021-03-26,2021-03-25,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB21/0036,HDE0H11032,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2021-03-26,2021-02-26,2021-03-26,2021-03-26,2021-03-26,2021-03-25,Germany,1,On-Time Delivery
K04451,Mouser Electronics,EB21/0244,17000038,München,80687,Germany,11.5059093215982,48.1432006878012,2021-03-29,2021-01-26,2021-03-26,2021-03-29,2021-03-29,2021-03-25,Germany,4,On-Time Delivery
K04413,Kuhle Industrie-Galvanik GmbH,EB21/0538,DR00516055,Berlin,12355,Germany,13.5003457759319,52.4125054989062,2021-05-03,2021-02-19,2021-03-26,2021-05-03,2021-05-03,2021-03-25,Germany,39,On-Time Delivery
K03475,K. D. Feddersen GmbH & Co. KG,EB21/0869,HDE0004011,Hamburg,20097,Germany,10.0201629259622,53.5497036579225,2021-03-26,2021-03-19,2021-03-26,2021-03-26,2021-03-26,2021-03-25,Germany,1,On-Time Delivery
K03037,Hörnlein Umformtechnik GmbH,EB21/0110,22000565,Schwäbisch-Gmünd,73525,Germany,9.79855386632782,48.7954970000157,2021-03-31,2021-01-18,2021-03-26,2021-03-31,2021-03-31,2021-03-25,Germany,6,On-Time Delivery
K03037,Hörnlein Umformtechnik GmbH,EB21/0110,22000565,Schwäbisch-Gmünd,73525,Germany,9.79855386632782,48.7954970000157,2021-03-31,2021-01-18,2021-03-26,2021-03-31,2021-03-31,2021-03-25,Germany,6,On-Time Delivery
K02728,Gebrüder Dreher,EB21/0212,22000648,Egesheim,78592,Germany,8.86628812341722,48.1165942867859,2021-03-25,2021-01-25,2021-03-26,2021-03-19,2021-03-05,2021-03-25,Germany,-6,Late Delivery
K04537,Swoboda CZ s.r.o.,EB21/0223,BI00390004,Jihlava,CZ-58626,Czechia,,,2021-03-26,2021-01-29,2021-03-26,2021-03-26,2021-03-26,2021-03-25,Europe,1,On-Time Delivery
K04127,Robert Bosch GmbH,EB21/0059,RB00492407,Waiblingen,71332,Germany,9.30822748706071,48.8271787466608,2021-03-31,2021-01-20,2021-03-29,2021-03-31,2021-02-17,2021-03-28,Germany,3,On-Time Delivery
K02765,Egon Nesper GmbH & Co. KG,EB20/1681,17000197,Ispringen,75110,Germany,,,2021-03-29,2020-02-07,2021-03-29,2021-03-29,2021-03-25,2021-03-28,Germany,1,On-Time Delivery
K04662,Inovan GmbH & Co. KG,EB21/0216,HDE0H47001,Stolberg,52224,Germany,6.28429433057372,50.7395612760178,2021-03-26,2021-01-25,2021-03-29,2021-03-26,2021-03-26,2021-03-28,Germany,-2,Late Delivery
K04662,Inovan GmbH & Co. KG,EB21/0216,HDE0H47001,Stolberg,52224,Germany,6.28429433057372,50.7395612760178,2021-03-26,2021-01-25,2021-03-29,2021-03-26,2021-03-26,2021-03-28,Germany,-2,Late Delivery
K04152,Klumpp GmbH & Co. KG,EB21/0476,HDE0H26001,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2021-03-26,2021-02-15,2021-03-29,2021-03-26,2021-03-26,2021-03-28,Germany,-2,Late Delivery
K02771,Erhard Fröhlich GmbH,EB20/2144,17000151,Herzogenaurach,91074,Germany,10.8782767021929,49.5720950133972,2021-03-26,2020-03-11,2021-03-29,2021-12-03,2021-12-03,2021-03-28,Germany,250,On-Time Delivery
K02771,Erhard Fröhlich GmbH,EB21/0245,17000115,Herzogenaurach,91074,Germany,10.8782767021929,49.5720950133972,2021-03-23,2021-01-26,2021-03-29,2021-03-23,2021-05-03,2021-03-28,Germany,-5,Late Delivery
K04538,Woco Industrietechnik GmbH,EB20/2500,BI00419018,Bad Soden-Salmünster,63628,Germany,9.44515446168684,50.2636288702592,2021-03-26,2020-12-23,2021-03-29,2021-03-26,2021-03-26,2021-03-28,Germany,-2,Late Delivery
K04719,Boyd Corporation GmbH,EB21/0292,17000139,Syke,28857,Germany,8.84551940784601,52.9114219365991,2021-12-03,2021-01-29,2021-03-29,2021-12-03,2021-12-03,2021-03-28,Germany,250,On-Time Delivery
K02727,HALA Dichtungen & Isolierteile,EB21/0294,17000147,Deizisau,73779,Germany,9.38478351385461,48.7105870572182,2021-03-31,2021-01-29,2021-03-29,2021-03-31,2021-03-31,2021-03-28,Germany,3,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB21/0080,DMR0000007,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2021-03-31,2020-07-12,2021-03-30,2021-03-31,2021-12-02,2021-03-29,Germany,2,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB21/0580,DMR0000014,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2021-03-25,2021-02-23,2021-03-30,2021-03-25,2021-09-03,2021-03-29,Germany,-4,Late Delivery
K03252,TE Connectivity Germany GmbH,EB21/0580,DMR0000015,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2021-03-25,2021-02-23,2021-03-30,2021-03-25,2021-09-03,2021-03-29,Germany,-4,Late Delivery
K02771,Erhard Fröhlich GmbH,EB20/2144,17000153,Herzogenaurach,91074,Germany,10.8782767021929,49.5720950133972,2021-03-16,2020-03-11,2021-03-30,2021-02-18,2021-02-18,2021-03-28,Germany,-38,Late Delivery
K03252,TE Connectivity Germany GmbH,EB21/0639,TF00000008,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2021-03-16,2021-02-03,2021-03-30,2021-03-16,2021-03-16,2021-03-29,Germany,-13,Late Delivery
K04659,Robert Bosch GmbH,EB21/0031,HDE0001156,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2021-03-29,2021-02-26,2021-03-30,2021-03-29,2021-03-19,2021-03-29,Germany,0,On-Time Delivery
K04659,Robert Bosch GmbH,EB21/0036,HDE0H11032,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2021-03-30,2021-02-26,2021-03-30,2021-03-30,2021-03-30,2021-03-29,Germany,1,On-Time Delivery
K04803,Telegärtner Kunststofftechnik,EB20/1925,PVP0405439,Steinenbronn,71144,Germany,9.11992890514924,48.6634840449154,2021-10-03,2020-07-10,2021-03-30,2021-10-03,2021-10-03,2021-03-29,Germany,188,On-Time Delivery
K02765,Egon Nesper GmbH & Co. KG,EB20/1681,17000202,Ispringen,75110,Germany,,,2021-03-29,2020-10-09,2021-03-31,2021-03-29,2021-03-25,2021-03-29,Germany,0,On-Time Delivery
K00943,FONDERIA MARCHESI S.P.A.,EB21/0052,KP0064B313,Tione di Trento,IT-38079,Italy,,,2021-03-29,2021-01-13,2021-03-30,2021-05-03,2021-12-02,2021-03-29,Europe,35,On-Time Delivery
K04659,Robert Bosch GmbH,EB21/0031,HDE0001156,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2021-06-04,2021-02-26,2021-03-31,2021-06-04,2021-03-19,2021-03-30,Germany,66,On-Time Delivery
K04848,schmid alutec gmbh & co.kg,EB21/0463,RA00000340,Remshalden,73630,Germany,9.43471436786505,48.8182057811733,2021-01-04,2020-10-12,2021-03-31,2021-01-04,2021-01-04,2021-03-30,Germany,-85,Late Delivery
K03806,SURFACED GmbH,EB21/0881,KS90520714,Oranienburg,16515,Germany,13.2607407059652,52.7997450937298,2021-03-31,2021-03-17,2021-03-31,2021-03-31,2021-03-31,2021-03-30,Germany,1,On-Time Delivery
K03806,SURFACED GmbH,EB21/0756,KS90355001,Oranienburg,16515,Germany,13.2607407059652,52.7997450937298,2021-03-31,2021-03-16,2021-03-31,2021-03-31,2021-03-30,2021-03-30,Germany,1,On-Time Delivery
K04538,Woco Industrietechnik GmbH,EB20/2500,BI00419018,Bad Soden-Salmünster,63628,Germany,9.44515446168684,50.2636288702592,2021-03-26,2020-12-23,2021-03-31,2021-03-26,2021-03-26,2021-03-30,Germany,-4,Late Delivery
K04733,KE Elektronik GmbH,EB21/0154,RB00402314,Kressberg-Marktlustenau,74594,Germany,10.1902683021915,49.1362451133987,2021-01-04,2020-12-30,2021-03-31,2021-01-04,2021-01-04,2021-03-30,Germany,-85,Late Delivery
K03252,TE Connectivity Germany GmbH,EB20/2537,TF00000006,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2021-03-26,2020-12-15,2021-03-31,2021-03-26,2021-11-01,2021-03-30,Germany,-4,Late Delivery
K03252,TE Connectivity Germany GmbH,EB20/2458,TF00000002,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2021-03-17,2020-07-12,2021-03-31,2021-03-17,2021-01-29,2021-03-30,Germany,-13,Late Delivery
K04660,Horst Scholz GmbH & Co. KG,EB20/2341,HDE0H22013,Kronach,96317,Germany,11.336161555901,50.2462852462477,2021-01-04,2020-11-24,2021-01-04,2021-01-04,2021-01-04,2021-03-31,Germany,-86,Late Delivery
K04137,Heismann Drehtechnik,EB21/0072,MV00491619,Velbert,42551,Germany,7.06024465172369,51.3520922500652,2021-06-04,2021-01-27,2021-06-04,2021-06-04,2021-03-24,2021-03-31,Germany,65,On-Time Delivery
K02028,RS Components GmbH,EB21/0947,17000040,Mörfelden-Walldorf,64546,Germany,8.56997401326368,49.9859984346182,2021-06-04,2021-03-25,2021-06-04,2021-06-04,2021-06-04,2021-05-04,Germany,31,On-Time Delivery
K04607,Bodycote,EB21/0666,KS00520716-1,Ebersbach,73061,Germany,9.51926666778968,48.713385385668,2021-07-04,2021-03-17,2021-06-04,2021-07-04,2021-07-04,2021-05-04,Germany,61,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB20/2329,TF00000002,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2021-03-17,2020-10-12,2021-07-04,2021-03-17,2021-11-01,2021-06-04,Germany,-79,Late Delivery
K03252,TE Connectivity Germany GmbH,EB20/2329,TF00000002,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2021-03-17,2020-10-12,2021-07-04,2021-03-17,2021-01-29,2021-06-04,Germany,-79,Late Delivery
K03266,Technische Federn GmbH,EB21/0268,KS00617711,Ditzingen,71254,Germany,9.02234751112412,48.8400338045229,2021-09-04,2021-01-29,2021-08-04,2021-09-04,2021-09-04,2021-07-04,Germany,62,On-Time Delivery
K02830,OTEK Oberflächentechnik,EB21/0291,28035258,Brieselang,14656,Germany,13.012765482937,52.5944016191818,2021-09-04,2021-01-29,2021-08-04,2021-09-04,2021-09-04,2021-07-04,Germany,62,On-Time Delivery
K02734,G. Rau GmbH & Co. KG,EB20/2022,KP00A1C182,Pforzheim,75172,Germany,8.6878562080705,48.8912163882511,2021-03-31,2020-10-21,2021-07-04,2021-03-31,2021-02-24,2021-06-04,Germany,-65,Late Delivery
K02606,X-MAG  INC.,EB21/0112,00343013,Zhejiang (China),CN-311201,China,,,2021-04-16,2021-01-18,2021-08-04,2021-04-16,2021-04-16,2021-07-04,Asia,-79,Late Delivery
K02762,Mesa Parts GmbH,EB21/0274,17000140,Lenzkirch,79853,Germany,8.19992543586494,47.8687298032746,2021-09-04,2021-01-28,2021-09-04,2021-09-04,2021-02-04,2021-08-04,Germany,31,On-Time Delivery
K02737,Vulkanfiber-Fabrik,EB21/0287,17000170,Geldern,47608,Germany,6.31037355087113,51.5192066399181,2021-03-31,2021-01-29,2021-09-04,2021-03-31,2021-03-15,2021-08-04,Germany,-126,Late Delivery
K02737,Vulkanfiber-Fabrik,EB21/0286,17000169,Geldern,47608,Germany,6.31037355087113,51.5192066399181,2021-03-31,2021-01-29,2021-09-04,2021-03-31,2021-03-15,2021-08-04,Germany,-126,Late Delivery
K04659,Robert Bosch GmbH,EB21/0034,HDE0H11023,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2021-09-04,2021-01-15,2021-09-04,2021-09-04,2021-09-04,2021-08-04,Germany,31,On-Time Delivery
K02737,Vulkanfiber-Fabrik,EB21/0285,17000168,Geldern,47608,Germany,6.31037355087113,51.5192066399181,2021-03-31,2021-01-29,2021-09-04,2021-03-31,2021-03-15,2021-08-04,Germany,-126,Late Delivery
K04659,Robert Bosch GmbH,EB21/0038,HDE0H17015,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2021-09-04,2021-02-15,2021-09-04,2021-09-04,2021-09-04,2021-08-04,Germany,31,On-Time Delivery
