vendor_no,vendor_name,order_no,delivery_no,city,postcode,state,community,country,longitude,latitude,expected_date,order_date,posting_date,promised_date,requested_date,delivery_date,region,days_variance,otd_ld
K03094,Trelleborg Sealing Solutions,EB21/0617,HDE0210815,Stuttgart,70565,Baden-Württemberg,Stuttgart,Germany,9.1833,48.7667,2021-04-23,2021-01-03,2021-04-15,2021-04-23,2021-04-23,2021-04-14,Germany,9,On-Time Delivery
K00876,Air Liquide Deutschland GmbH,EB21/1123,M0000009,Kornwestheim,70806,Baden-Württemberg,Ludwigsburg,Germany,9.1857,48.8616,2021-04-15,2021-04-14,2021-04-16,2021-04-15,2021-04-15,2021-04-15,Germany,0,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB20/2459,TF00000003,Bensheim,64625,Hessen,Bergstraße,Germany,8.6184,49.6837,2021-04-16,2020-07-12,2021-04-16,2021-04-16,2021-11-01,2021-04-15,Germany,1,On-Time Delivery
K04413,Kuhle Industrie-Galvanik GmbH,EB21/0874,KS00525009-1,Berlin,12355,Berlin,"Berlin, Stadt",Germany,13.4978,52.411,2021-04-16,2021-02-04,2021-04-16,2021-04-16,2021-04-16,2021-04-15,Germany,1,On-Time Delivery
K04413,Kuhle Industrie-Galvanik GmbH,EB21/0873,KS00520711-1,Berlin,12355,Berlin,"Berlin, Stadt",Germany,13.4978,52.411,2021-04-16,2021-02-04,2021-04-16,2021-04-16,2021-04-16,2021-04-15,Germany,1,On-Time Delivery
K04127,Robert Bosch GmbH,EB21/0059,RB00491840,Waiblingen,71332,Baden-Württemberg,Rems-Murr-Kreis,Germany,9.3131,48.8285,2021-03-31,2020-10-14,2021-04-16,2021-03-31,2021-02-17,2021-04-15,Germany,-15,Late Delivery
K04109,Mercanta Deutschland GmbH,EB21/1082,M0000140,Dinslaken,46539,Nordrhein-Westfalen,Wesel,Germany,6.7625,51.5675,2021-04-16,2021-03-26,2021-04-16,2021-04-16,2021-04-16,2021-04-15,Germany,1,On-Time Delivery
K02771,Erhard Fröhlich GmbH,EB21/0245,17000115,Herzogenaurach,91074,Bayern,Landkreis Erlangen-Höchstadt,Germany,10.8856,49.568,2021-04-30,2021-01-26,2021-04-16,2021-04-30,2021-04-15,2021-04-15,Germany,15,On-Time Delivery
K02762,Mesa Parts GmbH,EB21/0274,17000140,Lenzkirch,79853,Baden-Württemberg,Landkreis Breisgau-Hochschwarzwald,Germany,8.2021,47.8683,2021-04-16,2021-01-28,2021-04-16,2021-04-16,2021-04-16,2021-04-15,Germany,1,On-Time Delivery
K03938,Robert Bosch GmbH,EB20/1435,BI00300017,Karlsruhe,76227,Baden-Württemberg,Karlsruhe,Germany,8.4776,49.0003,2021-04-15,2020-12-23,2021-04-16,2021-04-15,2021-04-15,2021-04-15,Germany,0,On-Time Delivery
K00074,Gebr. Geisler GmbH,EB21/0534,17000186,Berlin,10969,Berlin,"Berlin, Stadt",Germany,13.4012,52.5025,2021-04-19,2021-02-18,2021-04-19,2021-04-19,2021-04-15,2021-04-18,Germany,1,On-Time Delivery
K02739,ST Stanztechnik GmbH,EB20/1614,17000190,Unterensingen,72669,Baden-Württemberg,Esslingen,Germany,9.358,48.6545,2021-04-21,2020-07-09,2021-04-19,2021-04-21,2021-03-15,2021-04-18,Germany,3,On-Time Delivery
K00074,Gebr. Geisler GmbH,EB21/0944,00345677,Berlin,10969,Berlin,"Berlin, Stadt",Germany,13.4012,52.5025,2021-04-21,2021-03-24,2021-04-20,2021-04-21,2021-04-21,2021-04-19,Germany,2,On-Time Delivery
K04659,Robert Bosch GmbH,EB21/0036,HDE0H11032,Bamberg,96052,Bayern,Bamberg,Germany,10.8951,49.9083,2021-12-04,2021-02-26,2021-04-20,2021-12-04,2021-06-04,2021-04-19,Germany,229,On-Time Delivery
K00074,Gebr. Geisler GmbH,EB21/0944,00345655,Berlin,10969,Berlin,"Berlin, Stadt",Germany,13.4012,52.5025,2021-04-21,2021-03-24,2021-04-20,2021-04-21,2021-04-21,2021-04-19,Germany,2,On-Time Delivery
K02770,Dietz GmbH,EB21/0909,17000216,Neustadt,96456,,,Germany,,,2021-04-23,2021-03-23,2021-04-20,2021-04-23,2021-04-22,2021-04-19,Germany,4,On-Time Delivery
K02771,Erhard Fröhlich GmbH,EB20/2144,17000151,Herzogenaurach,91074,Bayern,Landkreis Erlangen-Höchstadt,Germany,10.8856,49.568,2021-03-26,2020-03-11,2021-04-20,2021-12-03,2021-12-03,2021-04-19,Germany,228,On-Time Delivery
K03350,WIS Kunststoffe GmbH,EB21/1053,M20020341,Halle,06112,,,Germany,,,2021-04-21,2021-02-19,2021-04-20,2021-04-21,2021-04-16,2021-04-19,Germany,2,On-Time Delivery
K04873,RAPA Automotive GmbH & Co. KG,EB21/0462,RA00000290,Selb,95100,Bayern,Wunsiedel i.Fichtelgebirge,Germany,12.1305,50.1706,2021-04-16,2021-02-04,2021-04-20,2021-04-16,2021-04-16,2021-04-19,Germany,-3,Late Delivery
K00050,NSI,EB20/2211,27603453,Lörrach,79540,Baden-Württemberg,Landkreis Lörrach,Germany,7.6667,47.6167,2021-04-23,2020-09-11,2021-04-20,2021-04-23,2021-04-23,2021-04-19,Germany,4,On-Time Delivery
K02728,Gebrüder Dreher,EB21/0212,22000657,Egesheim,78592,Baden-Württemberg,Landkreis Tuttlingen,Germany,8.8564,48.1172,2021-09-04,2021-01-25,2021-04-21,2021-02-04,2021-03-05,2021-04-20,Germany,-75,Late Delivery
K00910,Adelhelm LubriCoat GmbH,EB21/0794,17200137,Eningen,72800,Baden-Württemberg,Reutlingen,Germany,9.2595,48.4869,2021-04-21,2021-03-15,2021-04-21,2021-04-20,2021-04-16,2021-04-20,Germany,0,On-Time Delivery
K04488,Formtechnik Dr. Hasel GmbH,EB21/0528,KS00500705,Reichartshausen,74934,Baden-Württemberg,Rhein-Neckar-Kreis,Germany,8.9453,49.355,2021-04-22,2021-03-25,2021-04-22,2021-04-22,2021-04-22,2021-04-20,Germany,2,On-Time Delivery
K03447,Weppler Filter GmbH,EB21/0621,HDE0H39001,Oberursel,61440,Hessen,Hochtaunuskreis,Germany,8.5775,50.2073,2021-04-23,2021-01-03,2021-04-22,2021-04-23,2021-04-23,2021-04-21,Germany,2,On-Time Delivery
K04682,Menz Industriedienst-,EB21/1052,MV00491619-1,Zella-Mehlis OT Benshausen,98544,Thüringen,Landkreis Schmalkalden-Meiningen,Germany,10.6605,50.6564,2021-04-22,2021-03-26,2021-04-22,2021-04-22,2021-04-16,2021-04-21,Germany,1,On-Time Delivery
K02734,G. Rau GmbH & Co. KG,EB20/2131,17000118,Pforzheim,75172,Baden-Württemberg,Pforzheim,Germany,8.6985,48.8919,2021-06-04,2020-03-11,2021-04-22,2021-02-24,2021-01-22,2021-04-21,Germany,-56,Late Delivery
K02737,Vulkanfiber-Fabrik,EB21/0285,17000168,Geldern,47608,Nordrhein-Westfalen,Kleve,Germany,6.3236,51.5191,2021-04-16,2021-01-29,2021-04-22,2021-04-16,2021-04-16,2021-04-21,Germany,-5,Late Delivery
K02737,Vulkanfiber-Fabrik,EB21/0286,17000169,Geldern,47608,Nordrhein-Westfalen,Kleve,Germany,6.3236,51.5191,2021-04-16,2021-03-19,2021-04-22,2021-04-16,2021-04-16,2021-04-21,Germany,-5,Late Delivery
K02737,Vulkanfiber-Fabrik,EB21/0287,17000170,Geldern,47608,Nordrhein-Westfalen,Kleve,Germany,6.3236,51.5191,2021-04-16,2021-01-29,2021-04-22,2021-04-16,2021-04-16,2021-04-21,Germany,-5,Late Delivery
K03252,TE Connectivity Germany GmbH,EB21/0080,DMR0000006,Bensheim,64625,Hessen,Bergstraße,Germany,8.6184,49.6837,2021-04-29,2020-07-12,2021-04-22,2021-04-29,2021-12-02,2021-04-21,Germany,8,On-Time Delivery
K00752,Adam Bornbaum GmbH,EB21/0867,ABB0038954,Neuhausen/Enzkreis,75242,Baden-Württemberg,Enzkreis,Germany,8.7765,48.7926,2021-04-23,2021-03-19,2021-04-22,2021-04-23,2021-04-23,2021-04-21,Germany,2,On-Time Delivery
K04660,Horst Scholz GmbH & Co. KG,EB21/0094,HDE0H22013,Kronach,96317,Bayern,Landkreis Kronach,Germany,11.3331,50.2396,2021-04-23,2021-01-18,2021-04-23,2021-04-23,2021-04-23,2021-04-22,Germany,1,On-Time Delivery
K04386,Diehl Metal Applications GmbH,EB21/0916,05920408,Berlin,14167,Berlin,"Berlin, Stadt",Germany,13.2765,52.4212,2021-04-23,2021-03-23,2021-04-23,2021-04-23,2021-04-23,2021-04-22,Germany,1,On-Time Delivery
K04386,Diehl Metal Applications GmbH,EB21/0916,05920406,Berlin,14167,Berlin,"Berlin, Stadt",Germany,13.2765,52.4212,2021-04-23,2021-03-23,2021-04-23,2021-04-23,2021-04-23,2021-04-22,Germany,1,On-Time Delivery
K02699,Ahlberg Metalltechnik GmbH,EB21/0670,17200119,Berlin,12487,Berlin,"Berlin, Stadt",Germany,13.5052,52.4437,2021-04-23,2021-04-03,2021-04-23,2021-04-23,2021-04-23,2021-04-22,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB21/0023,HDE0001114,Bamberg,96052,Bayern,Bamberg,Germany,10.8951,49.9083,2021-04-16,2021-03-17,2021-04-23,2021-04-16,2021-04-16,2021-04-22,Germany,-6,Late Delivery
K02742,Raithel & Co. GmbH,EB20/1820,KS00617715,Weißenstadt,95163,Bayern,Wunsiedel i.Fichtelgebirge,Germany,11.8885,50.1022,2021-04-22,2020-08-10,2021-04-23,2021-04-22,2021-04-22,2021-04-22,Germany,0,On-Time Delivery
K04659,Robert Bosch GmbH,EB21/0032,HDE0001157,Bamberg,96052,Bayern,Bamberg,Germany,10.8951,49.9083,2021-04-30,2021-03-17,2021-04-23,2021-04-30,2021-04-30,2021-04-22,Germany,8,On-Time Delivery
K02762,Mesa Parts GmbH,EB21/0274,17000140,Lenzkirch,79853,Baden-Württemberg,Landkreis Breisgau-Hochschwarzwald,Germany,8.2021,47.8683,2021-04-23,2021-01-28,2021-04-23,2021-04-23,2021-04-23,2021-04-15,Germany,8,On-Time Delivery
K04329,Präzisionsteile Franz Schulz,EB21/0506,MV00491412,Bretzfeld,74626,Baden-Württemberg,Hohenlohekreis,Germany,9.4383,49.1794,2021-07-05,2021-01-29,2021-04-23,2021-07-05,2021-07-05,2021-04-22,Germany,74,On-Time Delivery
K04329,Präzisionsteile Franz Schulz,EB21/0444,MV00491522,Bretzfeld,74626,Baden-Württemberg,Hohenlohekreis,Germany,9.4383,49.1794,2021-04-26,2021-03-02,2021-04-23,2021-04-26,2021-07-04,2021-04-22,Germany,4,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB21/1012,DMR0000007,Bensheim,64625,Hessen,Bergstraße,Germany,8.6184,49.6837,2021-04-26,2021-02-15,2021-04-26,2021-04-23,2021-04-23,2021-04-25,Germany,-2,Late Delivery
K04386,Diehl Metal Applications GmbH,EB21/0939,KU00022245-1,Berlin,14167,Berlin,"Berlin, Stadt",Germany,13.2765,52.4212,2021-04-26,2021-02-04,2021-04-26,2021-04-23,2021-04-23,2021-04-25,Germany,-2,Late Delivery
K04607,Bodycote,EB21/0945,KS00525755,Ebersbach,73061,Baden-Württemberg,Göppingen,Germany,9.5236,48.716,2021-04-26,2021-03-26,2021-04-26,2021-04-26,2021-04-16,2021-04-25,Germany,1,On-Time Delivery
K03545,Püplichhuisen Kabeltechnik GmbH,EB21/0672,17200142,Sömmerda,99610,Thüringen,Landkreis Sömmerda,Germany,11.0389,51.1544,2021-04-30,2021-04-03,2021-06-04,2021-04-30,2021-04-30,2021-05-04,Germany,-4,Late Delivery
K03545,Püplichhuisen Kabeltechnik GmbH,EB21/0672,17200142,Sömmerda,99610,Thüringen,Landkreis Sömmerda,Germany,11.3167,51.1167,2021-04-30,2021-04-03,2021-06-04,2021-04-30,2021-04-30,2021-05-04,Germany,-4,Late Delivery
K03545,Püplichhuisen Kabeltechnik GmbH,EB21/0672,17200142,Sömmerda,99610,Thüringen,Landkreis Sömmerda,Germany,11.1965,51.1246,2021-04-30,2021-04-03,2021-06-04,2021-04-30,2021-04-30,2021-05-04,Germany,-4,Late Delivery
K03545,Püplichhuisen Kabeltechnik GmbH,EB21/0672,17200142,Sömmerda,99610,Thüringen,Landkreis Sömmerda,Germany,11.25,51.1333,2021-04-30,2021-04-03,2021-06-04,2021-04-30,2021-04-30,2021-05-04,Germany,-4,Late Delivery
K03545,Püplichhuisen Kabeltechnik GmbH,EB21/0672,17200142,Sömmerda,99610,Thüringen,Landkreis Sömmerda,Germany,11.2667,51.1333,2021-04-30,2021-04-03,2021-06-04,2021-04-30,2021-04-30,2021-05-04,Germany,-4,Late Delivery
K03545,Püplichhuisen Kabeltechnik GmbH,EB21/0672,17200142,Sömmerda,99610,Thüringen,Landkreis Sömmerda,Germany,11.1152,51.1591,2021-04-30,2021-04-03,2021-06-04,2021-04-30,2021-04-30,2021-05-04,Germany,-4,Late Delivery
K03806,SURFACED GmbH,EB21/0885,KS90525730,Oranienburg,16515,Brandenburg,Landkreis Oberhavel,Germany,13.3876,52.73,2021-04-30,2021-04-16,2021-04-27,2021-04-30,2021-04-30,2021-04-26,Germany,4,On-Time Delivery
K03806,SURFACED GmbH,EB21/0885,KS90525730,Oranienburg,16515,Brandenburg,Landkreis Oberhavel,Germany,13.2746,52.8261,2021-04-30,2021-04-16,2021-04-27,2021-04-30,2021-04-30,2021-04-26,Germany,4,On-Time Delivery
K03806,SURFACED GmbH,EB21/0885,KS90525730,Oranienburg,16515,Brandenburg,Landkreis Oberhavel,Germany,13.242,52.7558,2021-04-30,2021-04-16,2021-04-27,2021-04-30,2021-04-30,2021-04-26,Germany,4,On-Time Delivery
K03806,SURFACED GmbH,EB21/0885,KS90525730,Oranienburg,16515,Brandenburg,Landkreis Oberhavel,Germany,13.3766,52.7553,2021-04-30,2021-04-16,2021-04-27,2021-04-30,2021-04-30,2021-04-26,Germany,4,On-Time Delivery
K03806,SURFACED GmbH,EB21/0885,KS90525730,Oranienburg,16515,Brandenburg,Landkreis Oberhavel,Germany,13.3257,52.8596,2021-04-30,2021-04-16,2021-04-27,2021-04-30,2021-04-30,2021-04-26,Germany,4,On-Time Delivery
K03806,SURFACED GmbH,EB21/0885,KS90525730,Oranienburg,16515,Brandenburg,Landkreis Oberhavel,Germany,13.3878,52.7838,2021-04-30,2021-04-16,2021-04-27,2021-04-30,2021-04-30,2021-04-26,Germany,4,On-Time Delivery
K03806,SURFACED GmbH,EB21/0885,KS90525730,Oranienburg,16515,Brandenburg,Landkreis Oberhavel,Germany,13.3259,52.7682,2021-04-30,2021-04-16,2021-04-27,2021-04-30,2021-04-30,2021-04-26,Germany,4,On-Time Delivery
K03806,SURFACED GmbH,EB21/0885,KS90525730,Oranienburg,16515,Brandenburg,Landkreis Oberhavel,Germany,13.2146,52.8148,2021-04-30,2021-04-16,2021-04-27,2021-04-30,2021-04-30,2021-04-26,Germany,4,On-Time Delivery
K03806,SURFACED GmbH,EB21/0885,KS90525730,Oranienburg,16515,Brandenburg,Landkreis Oberhavel,Germany,13.2799,52.7947,2021-04-30,2021-04-16,2021-04-27,2021-04-30,2021-04-30,2021-04-26,Germany,4,On-Time Delivery
K03806,SURFACED GmbH,EB21/0885,KS90525730,Oranienburg,16515,Brandenburg,Landkreis Oberhavel,Germany,13.2922,52.803,2021-04-30,2021-04-16,2021-04-27,2021-04-30,2021-04-30,2021-04-26,Germany,4,On-Time Delivery
K03144,Knip GmbH & Co KG,EB21/1004,22000538,Berlin,13407,Berlin,"Berlin, Stadt",Germany,13.3512,52.5727,2021-07-05,2021-03-30,2021-04-27,2021-07-05,2021-04-27,2021-04-26,Germany,70,On-Time Delivery
K00951,Three Bond GmbH,EB21/0954,00980107,Düsseldorf,40549,Nordrhein-Westfalen,"Düsseldorf, Stadt",Germany,6.7135,51.2302,2021-04-21,2021-03-26,2021-04-27,2021-04-21,2021-04-21,2021-04-26,Germany,-5,Late Delivery
K04550,SILEX-Gesellschaft für,EB21/0240,BI00703024,Herne,44628,Nordrhein-Westfalen,"Herne, Stadt",Germany,7.2167,51.55,2021-04-28,2021-01-22,2021-04-28,2021-04-23,2021-06-18,2021-04-27,Germany,-4,Late Delivery
K04659,Robert Bosch GmbH,EB21/0036,HDE0H11032,Bamberg,96052,Bayern,Bamberg,Germany,10.8951,49.9083,2021-04-19,2021-02-26,2021-04-28,2021-04-19,2021-04-13,2021-04-27,Germany,-8,Late Delivery
K02814,Igus GmbH,EB21/0960,17200145,Köln,51147,Nordrhein-Westfalen,"Köln, Stadt",Germany,7.1073,50.8686,2021-04-30,2021-03-26,2021-04-28,2021-04-30,2021-04-30,2021-04-27,Germany,3,On-Time Delivery
K02786,DS Smith Packaging,EB21/0910,17000404,Donauwörth,86609,Bayern,Landkreis Donau-Ries,Germany,10.7793,48.718,2021-04-22,2021-03-26,2021-04-28,2021-04-22,2021-04-16,2021-04-27,Germany,-5,Late Delivery
K04607,Bodycote,EB21/0993,KS00525797-1,Ebersbach,73061,Baden-Württemberg,Göppingen,Germany,9.5236,48.716,2021-04-29,2021-03-31,2021-04-28,2021-04-29,2021-04-21,2021-04-27,Germany,2,On-Time Delivery
K02742,Raithel & Co. GmbH,EB21/0676,RA00000370,Weißenstadt,95163,Bayern,Wunsiedel i.Fichtelgebirge,Germany,11.8885,50.1022,2021-04-29,2021-04-03,2021-04-28,2021-04-29,2021-04-29,2021-04-27,Germany,2,On-Time Delivery
K02739,ST Stanztechnik GmbH,EB20/1618,17000219,Unterensingen,72669,Baden-Württemberg,Esslingen,Germany,9.358,48.6545,2021-04-30,2020-07-09,2021-04-29,2021-04-30,2021-04-30,2021-04-28,Germany,2,On-Time Delivery
K02728,Gebrüder Dreher,EB21/0801,17001018,Egesheim,78592,Baden-Württemberg,Landkreis Tuttlingen,Germany,8.8564,48.1172,2021-04-30,2021-02-26,2021-04-29,2021-04-30,2021-04-30,2021-04-28,Germany,2,On-Time Delivery
K04536,SGL CARBON GmbH,EB21/0872,BI00290072,Bonn,53170,,,Germany,,,2021-04-29,2021-02-18,2021-04-29,2021-04-16,2021-04-15,2021-04-28,Germany,-12,Late Delivery
K02728,Gebrüder Dreher,EB21/0293,17000141,Egesheim,78592,Baden-Württemberg,Landkreis Tuttlingen,Germany,8.8564,48.1172,2021-04-23,2021-01-29,2021-04-29,2021-04-23,2021-04-23,2021-04-28,Germany,-5,Late Delivery
K04451,Mouser Electronics,EB21/0536,17000038,München,80687,Bayern,Kreisfreie Stadt München,Germany,11.502,48.1414,2021-04-29,2021-02-18,2021-04-30,2021-04-29,2021-04-29,2021-04-29,Germany,0,On-Time Delivery
K04660,Horst Scholz GmbH & Co. KG,EB21/0204,HDE0H06007,Kronach,96317,Bayern,Landkreis Kronach,Germany,11.3331,50.2396,2021-04-30,2021-01-25,2021-04-30,2021-04-30,2021-04-30,2021-04-29,Germany,1,On-Time Delivery
K04386,Diehl Metal Applications GmbH,EB21/1041,27601088,Berlin,14167,Berlin,"Berlin, Stadt",Germany,13.2765,52.4212,2021-04-30,2021-01-04,2021-04-30,2021-04-30,2021-04-23,2021-04-29,Germany,1,On-Time Delivery
K02756,Wolters GmbH,EB21/0247,17000127,Gütersloh,33262,,,Germany,,,2021-04-30,2021-01-26,2021-04-30,2021-04-30,2021-04-30,2021-04-29,Germany,1,On-Time Delivery
K02762,Mesa Parts GmbH,EB21/0274,17000140,Lenzkirch,79853,Baden-Württemberg,Landkreis Breisgau-Hochschwarzwald,Germany,8.2021,47.8683,2021-04-30,2021-01-28,2021-04-30,2021-04-30,2021-04-30,2021-04-29,Germany,1,On-Time Delivery
K03230,FSD Lwerk Berlin Brandenburg,EB21/1026,KP0064B314,Berlin,12209,Berlin,"Berlin, Stadt",Germany,13.3291,52.4179,2021-04-21,2021-03-31,2021-04-30,2021-04-21,2021-04-16,2021-04-29,Germany,-8,Late Delivery
K04386,Diehl Metal Applications GmbH,EB21/1124,17200125,Berlin,14167,Berlin,"Berlin, Stadt",Germany,13.2765,52.4212,2021-04-30,2021-04-14,2021-04-30,2021-04-30,2021-04-30,2021-04-29,Germany,1,On-Time Delivery
K02739,ST Stanztechnik GmbH,EB20/1596,17000036,Unterensingen,72669,Baden-Württemberg,Esslingen,Germany,9.358,48.6545,2021-04-05,2020-07-09,2021-03-05,2021-04-05,2021-04-05,2021-04-30,Germany,-25,Late Delivery
K02742,Raithel & Co. GmbH,EB21/0345,29301050,Weißenstadt,95163,Bayern,Wunsiedel i.Fichtelgebirge,Germany,11.8885,50.1022,2021-04-30,2021-04-21,2021-04-30,2021-04-30,2021-04-30,2021-04-29,Germany,1,On-Time Delivery
K02699,Ahlberg Metalltechnik GmbH,EB21/0683,ABB0038955-1,Berlin,12487,Berlin,"Berlin, Stadt",Germany,13.5052,52.4437,2021-04-30,2021-04-03,2021-04-30,2021-04-30,2021-04-30,2021-04-29,Germany,1,On-Time Delivery
K02699,Ahlberg Metalltechnik GmbH,EB21/0670,17200119,Berlin,12487,Berlin,"Berlin, Stadt",Germany,13.5052,52.4437,2021-04-30,2021-04-03,2021-04-30,2021-04-30,2021-04-23,2021-04-29,Germany,1,On-Time Delivery
K04428,Robert Bosch GmbH,EB21/0611,D44000001,Karlsruhe,76225,,,Germany,,,2021-04-29,2021-03-15,2021-04-30,2021-04-29,2021-04-29,2021-04-29,Germany,0,On-Time Delivery
K02739,ST Stanztechnik GmbH,EB20/1616,17000193,Unterensingen,72669,Baden-Württemberg,Esslingen,Germany,9.358,48.6545,2021-05-05,2020-07-09,2021-03-05,2021-05-05,2021-05-05,2021-02-05,Germany,89,On-Time Delivery
K04659,Robert Bosch GmbH,EB21/0037,HDE0H17008,Bamberg,96052,Bayern,Bamberg,Germany,10.8951,49.9083,2021-04-30,2021-01-15,2021-03-05,2021-04-30,2021-04-30,2021-02-05,Germany,84,On-Time Delivery
K02742,Raithel & Co. GmbH,EB20/1820,KS00617715,Weißenstadt,95163,Bayern,Wunsiedel i.Fichtelgebirge,Germany,11.8885,50.1022,2021-04-22,2020-08-10,2021-04-30,2021-04-22,2021-04-22,2021-04-22,Germany,0,On-Time Delivery
K03094,Trelleborg Sealing Solutions,EB21/0643,WA00300413,Stuttgart,70565,Baden-Württemberg,Stuttgart,Germany,9.1464,48.7258,2021-05-05,2019-12-06,2021-05-05,2021-05-05,2021-05-05,2021-04-05,Germany,30,On-Time Delivery
K03094,Trelleborg Sealing Solutions,EB21/0643,WA00300413,Stuttgart,70565,Baden-Württemberg,Stuttgart,Germany,9.1509,48.7124,2021-05-05,2019-12-06,2021-05-05,2021-05-05,2021-05-05,2021-04-05,Germany,30,On-Time Delivery
K03094,Trelleborg Sealing Solutions,EB21/0643,WA00300413,Stuttgart,70565,Baden-Württemberg,Stuttgart,Germany,9.1181,48.7195,2021-05-05,2019-12-06,2021-05-05,2021-05-05,2021-05-05,2021-04-05,Germany,30,On-Time Delivery
K03094,Trelleborg Sealing Solutions,EB21/0643,WA00300413,Stuttgart,70565,Baden-Württemberg,Stuttgart,Germany,9.1247,48.7249,2021-05-05,2019-12-06,2021-05-05,2021-05-05,2021-05-05,2021-04-05,Germany,30,On-Time Delivery
K03094,Trelleborg Sealing Solutions,EB21/0643,WA00300413,Stuttgart,70565,Baden-Württemberg,Stuttgart,Germany,9.106,48.7172,2021-05-05,2019-12-06,2021-05-05,2021-05-05,2021-05-05,2021-04-05,Germany,30,On-Time Delivery
K03094,Trelleborg Sealing Solutions,EB21/0643,WA00300413,Stuttgart,70565,Baden-Württemberg,Stuttgart,Germany,9.1833,48.7667,2021-05-05,2019-12-06,2021-05-05,2021-05-05,2021-05-05,2021-04-05,Germany,30,On-Time Delivery
K04298,A. Wenzler GmbH & Co. KG,EB21/0395,MV00491677,Frittlingen,78665,Baden-Württemberg,Landkreis Tuttlingen,Germany,8.7077,48.1271,2021-03-05,2021-01-25,2021-04-30,2021-03-05,2021-03-05,2021-04-05,Germany,-31,Late Delivery
K04538,Woco Industrietechnik GmbH,EB21/0238,BI00419018,Bad Soden-Salmünster,63628,Hessen,Main-Kinzig-Kreis,Germany,9.367,50.2757,2021-05-05,2021-01-29,2021-05-05,2021-04-30,2021-04-30,2021-04-05,Germany,25,On-Time Delivery
K04791,Promod Prototypenzentr. GmbH,EB21/0145,KP0063B009,Horb-Bildechingen,72160,Baden-Württemberg,Freudenstadt,Germany,8.6734,48.4889,2021-06-05,2021-01-20,2021-06-05,2021-06-05,2021-04-14,2021-05-05,Germany,31,On-Time Delivery
K04236,Hugo Kern und Liebers GmbH,EB21/0553,MV00491533,Schramberg,78713,Baden-Württemberg,Rottweil,Germany,8.3858,48.224,2021-05-05,2021-03-24,2021-04-30,2021-05-05,2021-05-05,2021-05-05,Germany,0,On-Time Delivery
K04137,Heismann Drehtechnik,EB21/0074,MV00491619,Velbert,42551,Nordrhein-Westfalen,Mettmann,Germany,7.0594,51.3434,2021-04-30,2021-02-17,2021-06-05,2021-04-30,2021-04-14,2021-05-05,Germany,-5,Late Delivery
K00166,Conrad Electronic SE,EB21/1297,00987526,Hirschau,92240,,,Germany,,,2021-06-05,2021-04-23,2021-06-05,2021-06-05,2021-06-05,2021-05-05,Germany,31,On-Time Delivery
K02517,Pöppelmann GmbH & Co. KG,EB21/1129,HDE0900204,Lohne,49393,Niedersachsen,Vechta,Germany,8.225,52.6589,2021-07-05,2021-04-14,2021-06-05,2021-07-05,2021-07-05,2021-05-05,Germany,61,On-Time Delivery
K04386,Diehl Metal Applications GmbH,EB21/1054,27602408,Berlin,14167,Berlin,"Berlin, Stadt",Germany,13.2765,52.4212,2021-07-05,2021-04-16,2021-07-05,2021-07-05,2021-07-05,2021-06-05,Germany,30,On-Time Delivery
K02699,Ahlberg Metalltechnik GmbH,EB21/0190,24000001,Berlin,12487,Berlin,"Berlin, Stadt",Germany,13.5052,52.4437,2021-05-05,2021-01-13,2021-07-05,2021-05-05,2021-05-05,2021-06-05,Germany,-31,Late Delivery
K02699,Ahlberg Metalltechnik GmbH,EB21/0190,24000007,Berlin,12487,Berlin,"Berlin, Stadt",Germany,13.5052,52.4437,2021-05-05,2021-01-13,2021-07-05,2021-05-05,2021-05-05,2021-06-05,Germany,-31,Late Delivery
K04538,Woco Industrietechnik GmbH,EB21/0238,BI00419018,Bad Soden-Salmünster,63628,Hessen,Main-Kinzig-Kreis,Germany,9.367,50.2757,2021-11-05,2021-01-29,2021-07-05,2021-04-30,2021-04-30,2021-06-05,Germany,-36,Late Delivery
K04659,Robert Bosch GmbH,EB21/0027,HDE0001151,Bamberg,96052,Bayern,Bamberg,Germany,10.8951,49.9083,2021-07-05,2021-03-17,2021-07-05,2021-07-05,2021-07-05,2021-06-05,Germany,30,On-Time Delivery
K04659,Robert Bosch GmbH,EB21/0030,HDE0001154,Bamberg,96052,Bayern,Bamberg,Germany,10.8951,49.9083,2021-07-05,2021-05-03,2021-07-05,2021-07-05,2021-07-05,2021-06-05,Germany,30,On-Time Delivery
K04607,Bodycote,EB21/1097,KS00525771-1,Ebersbach,73061,Baden-Württemberg,Göppingen,Germany,9.5236,48.716,2021-07-05,2021-04-16,2021-07-05,2021-07-05,2021-07-05,2021-06-05,Germany,30,On-Time Delivery
K04659,Robert Bosch GmbH,EB21/0038,HDE0H17015,Bamberg,96052,Bayern,Bamberg,Germany,10.8951,49.9083,2021-07-05,2021-01-21,2021-07-05,2021-07-05,2021-07-05,2021-06-05,Germany,30,On-Time Delivery
K04733,KE Elektronik GmbH,EB21/0155,RB00402314,Kressberg-Marktlustenau,74594,Baden-Württemberg,Schwäbisch Hall,Germany,10.1833,49.1333,2021-05-05,2021-03-02,2021-07-05,2021-05-05,2021-05-05,2021-06-05,Germany,-31,Late Delivery
