provider_no,city,last_date_modified,location_code,post_code,search_name
K02951,Malente,2022-11-01,A-01,23714,KLEMZ GMBH
K02953,Kierspe,2021-04-11,A-01,58566,HAWO-KUNSTSTOFFTECHNIK GMBH
K02954,Coburg,2020-02-21,A-01,96450,HERMANN ROS GMBH
K02963,Mainz,2020-02-21,A-01,55129,VIGOT INDUSTRIETECHNIK GMBH
K02964,Velbert,2020-02-21,A-01,42549,VELLEUER GMBH & CO
K02965,Zülpich,2020-02-21,A-01,53909,MARSTON-BENTLEY-DOMSEL GMBH
K02968,Worbis,2020-02-21,A-01,37339,TECTRON GMBH
K02969,Velbert,2020-02-21,A-01,42549,JOHANN VITZ GMBH & CO. KG
K02971,Halle,2021-04-11,A-01,06118,GÄRNER GMBH HALLE
K02972,Schwabach,2020-02-21,A-01,91126,SCHMAUSER PRECISION GMBH
K02973,Halver,2020-02-21,A-01,58553,RUDOLF CRAEMER GMBH & CO.
K02975,Schöppenstedt,2020-02-21,A-01,38170,P/S KUNSTSTOFFWERKE AG
K02976,Radevormwald,2021-04-11,A-01,42477,ADOLF RUOFF GMBH
K02982,Köln,2020-02-21,A-01,51147,RIEWOLDT GMBH
K02984,Lüdenscheid,2021-04-11,A-01,58509,EMIL HEMBECK GMBH & CO. KG
K02992,Meldorf,2020-02-21,A-01,25704,PERSPEKTIVE MELDORF GMBH
K02993,El Son,2020-02-21,A-01,NL-5692,BAKKER MAGNETICS B. V.
K02994,Northeim,2021-04-11,A-01,37154,THIMM VERPACKUNGEN
K02997,Nürnberg,2020-02-21,A-01,90345,O²
K02998,Wilhelmshaven,2021-04-11,A-01,26388,GULBINAT
K02999,Grünhain - Beierfeld,2020-01-25,B-01,08344,OF STANZ-DICHTUNGSTECHNIK DIT
K03001,Ottobeuren,2020-01-25,B-01,87724,BERGER
K03003,Bielefeld,2020-02-21,A-01,33611,EUSCHER GMBH & CO. KG
K03006,Nürnberg,2020-02-21,A-01,90411,DISTEL STANZ- U. BIEGETECHNIK
K03007,Wellendingen/Wilfingen,2020-02-21,A-01,78669,LEIBOLD & AMANN GMBH & CO. KG
K03010,Fürth,2020-01-25,B-01,90765,GUGGENBERGER-ASCHENAUER
K03011,Irchenrieth,2020-02-21,A-01,92699,HPZ-WERKSTÄTTEN GMBH
K03015,Vöhringen,2020-02-21,A-01,89269,FETZER
K03016,Innsbruck,2020-02-21,A-01,AT-6020,STEKA WERKE
K03018,Nürnberg,2020-02-21,A-01,90461,FRITZ BOY & SOHN
K03023,Hilchenbach,2021-09-20,A-01,57271,WILHELM SCHUMACHER GMBH
K03026,Sprockhoevel,2021-04-11,A-01,45549,WASKÖNIG GMBH
K03030,Feucht,2020-02-21,A-01,90537,MERKON INDUSTRIETEILE GMBH
K03032,Ansbach,2020-02-21,A-01,91522,WESTMITTELFRÄNK. WERKSTÄTTEN
K03034,Lauf,2020-02-21,A-01,91207,CERAMTEC AG
K03036,Luegde,2020-02-21,A-01,32676,SCHWERING & HASSE
K03037,Schwäbisch-Gmünd,2021-08-18,B-01,73525,HÖRNLEIN UMFORMTECHNIK GMBH
K03038,Beuren,2021-07-06,A-01,72600,STUMPP UND SCHÜLE GMBH
K03039,Bietigheim-Bissingen,2021-04-11,A-01,74321,METEOR WEIGELT GMBH & CO. KG
K03040,Niefern-Oeschelbronn,2020-02-21,A-01,75223,TYCO ELECTRONICS AMP GMBH
K03045,Kierspe,2020-02-21,A-01,58566,KEY PLASTICS/KENDRION
K03046,Berlin,2020-02-21,A-01,13053,WÜRTH INDUSTRIESERV. GMBH&COKG
K03047,Buchen-Hainstadt,2020-02-21,A-01,74722,SCHEUERMANN + HEILIG GMBH
K03048,Bad Laasphe,2020-02-21,A-01,57334,OSTERRATH GMBH & CO. KG
K03049,Nordheim,2020-02-21,A-01,74226,JOSEF SCHIMMEL GMBH & CO
K03053,Lennestadt,2020-02-21,A-01,57368,EGON GROßHAUS GMBH & CO. KG
K03054,Mettmann,2020-02-21,A-01,40822,BURBERG-EICKER GMBH
K03058,Pforzheim,2020-02-21,A-01,75180,HERMANN HAUFF GMBH & CO. KG
K03059,Altdorf,2021-04-11,A-01,90518,MAGME
K03064,Teltow,2021-01-28,A-01,14513,NERLICH DRUCKLUFTTECHNIK GMBH
K03065,Remshalden,2020-02-21,A-01,73624,KLINGELE PAPIERWERKE
K03066,Blomberg,2020-02-21,A-01,32825,SYNFLEX ELEKTRO GMBH
K03067,Heilbronn,2020-01-25,B-01,74078,GGB GLACIER GARLOCK
K03068,Cham,2020-10-21,A-01,93413,MÜLLER PRÄZISION GMBH
K03070,Sonderborg,2020-02-21,A-01,DK-6400,KORONA PLAST APS
K03073,Köln,2020-02-21,A-01,50963,PENSIONS-SICHERUNGS-V. PSVAG
K03074,Stockach,2020-02-21,A-01,78333,WALDMANN GMBH & CO. KG
K03075,Solothurn,2021-04-11,A-01,CH-4500,HME - TECHNOLOGIES GMBH
K03077,Iserlohn,2021-04-08,A-01,58642,WAELZHOLZ SERVICE-CENTER CDW
K03079,Korntal-Münchingen,2020-02-21,A-01,70825,BENZING
K03080,Balingen,2020-08-24,A-01,72336,KERN & SOHN GMBH
K03081,Renchen,2020-02-21,A-01,77871,SANDER
K03084,Heiligenhaus,2020-02-03,A-01,42579,AAC KABELBEARBEITUNGS-
K03085,Melsdorf,2020-07-27,A-01,24109,EISENHENKEL LOGISTIK GMBH
K03086,Rehau,2020-02-21,A-01,95111,REHAU AG + CO
K03087,Bad Laasphe,2020-02-21,A-01,57334,PFEIFER GMBH & CO. KG
K03088,Frankenthal,2020-01-25,A-01,67227,CMC KLEBETECHNIK GMBH
K03090,Heilbronn,2020-02-21,A-01,74072,KACO GMBH & CO
K03095,Gießen,2021-05-21,B-01,35392,POPPE GMBH
K03098,Villingendorf,2020-02-21,A-01,78667,WEBER GMBH
K03099,Baltmannsweiler,2020-02-21,A-01,73666,SCHAFFROTH GMBH
K03100,Nürnberg,2020-01-25,B-01,90489,DIENER RICHARD
K03101,Allschwil,2020-02-21,A-01,CH-4123,ERAM AG
K03103,Nürnberg,2020-02-21,A-01,90427,OTTO HAAS KG
K03105,Bietigheim-Bissingen,2021-11-29,A-01,74321,PARKER HANNIFIN GMBH
K03106,Schwabach,2020-02-21,A-01,91126,DEUERLEIN PRÄZISION GMBH
K03111,Neuhausen a. d. F.,2020-01-25,A-01,73765,BALLUFF GMBH
K03112,Nürnberg,2020-02-21,A-01,90439,RUDA-METALL GMBH
K03114,Pyrbaum,2021-05-11,A-01,90600,MÜLLER PRÄZISIONSTEILE GMBH
K03115,Allersberg,2020-01-25,B-01,90584,GEBR. WAGNER GMBH
K03118,Diedorf,2020-01-25,B-01,86420,BORSCHEID & WENIG GMBH
K03122,Ostfildern,2021-05-11,B-01,73760,WEVO-CHEMIE GMBH
K03125,Nürnberg,2020-02-21,A-01,90403,H. AUGUST MÜLLER
K03126,Berlin,2020-02-21,A-01,12435,STEREMAT GALVANIK GMBH
K03127,Keltern,2021-02-11,A-01,75210,OECHSLER
K03128,Berlin,2020-02-21,A-01,14199,MAHLKE KLIMATECHNIK
K03129,Remseck  OT Hochberg,2020-02-21,A-01,71686,BAUMGÄRTNER
K03130,Herrenberg,2020-02-21,A-01,71083,WUERTTEMBERG. ALLPLASTIK GMBH
K03133,Schmölln,2020-02-21,A-01,04626,AMBOLD PRESSEN GMBH
K03134,Bielefeld,2020-02-21,A-01,33719,KAHMANN & ELLERBROCK GMBH
K03136,Rheinstetten,2020-01-25,A-01,76287,GES GMBH
K03137,Nürnberg,2021-05-21,A-01,90441,SCHULTE & SCHMIDT GMBH & CO KG
K03139,Duisburg,2020-02-21,A-01,47269,KARL PÜPLICHHUISEN KG
K03140,Teltow,2021-05-11,A-01,14513,AUTOHAUS ZWEITE
K03141,Teltow,2021-05-08,A-01,14513,HEBEZEUG - VERTRIEB UND
K03142,Stuttgart,2021-05-11,A-01,70499,BRUSH WELLMAN/MATERION
K03143,Schwabach,2020-02-21,A-01,91126,LEUPOLD
K03144,Berlin,2020-02-21,A-01,13407,KNIP GMBH & CO KG
K03148,Neuenstein,2020-02-21,A-01,74632,IMS VERBINDUNGSTECHNIK
K03150,Bonn,2021-05-11,A-01,53142,DEUTSCHE POST EXPRESS GMBH
K03151,Kiel,2020-02-21,A-01,24145,SEVERIN HANDELSHAUS GMBH & CO.
K03154,Stuttgart,2020-02-21,A-01,70565,SCHLEGEL ETIKETTEN TESA
K03155,Hamburg,2020-02-21,A-01,20537,HARRY WEGNER GMBH & CO. KG
K03158,Sibiu Romania,2020-02-21,A-01,RO-550109,S.C. FLAMET GRUP SRL
K03159,Göttingen,2020-02-21,A-01,37005,BOSCH GÖTTINGEN
K03160,Velbert,2020-02-21,A-01,4251,BERGISCHE KARTONAGENFABRIK
K03162,Plochingen,2021-05-11,A-01,73207,KOMET
K03163,Dettenheim,2020-02-21,A-01,76706,KLEIN KUNSTSTOFFTECHNIK GMBH
K03164,Freiburg,2020-02-21,A-01,79111,ADVANTEK -FALSCHER KRED.-
K03165,Kempten,2021-05-11,A-01,87440,SÜDKRAFT/GAT
K03168,Dortmund,2020-02-21,A-01,44145,FRITZ DIEL GMBH & CO. KG
K03169,Hürtgenwald-Horm,2021-05-11,A-01,52393,BLINDENWERKSTÄTTE SCHLICH
K03172,Dettingen,2020-02-21,A-01,72581,KNAUER
K03175,Breitenbach,2020-02-21,A-01,CH-04226,NEXANS SCHWEIZ AG
K03179,Stuttgart,2020-02-21,A-01,70565,LAPP
K03180,Pforzheim,2021-04-14,B-01,75179,FERD. HAECKER GMBH & CO. KG
K03182,Berlin,2020-01-25,B-01,12681,HANOMAG HÄRTOL
K03183,Schwarzenbek,2020-02-21,A-01,21493,RICH. AD. BRANDT E. K.
K03184,Teltow,2020-02-21,A-01,14513,SV - BÜRO SPUDICH
K03186,Stahnsdorf,2020-02-21,A-01,14532,ANNETTE KNIEPERT/ STRUTZKE
K03192,Kirchzarten,2021-12-16,A-01,79199,ECOMAL EUROPE GMBH
K03193,Lichtervelde,2020-01-25,A-01,BE-8810,VAN DE VELDE EX: CARTONAGE SOE
K03195,Mannheim,2021-10-21,A-01,68159,KNUBBEN SPEDITIONS GMBH
K03196,Bioggio,2021-10-21,A-01,CH-6934,TYCO ELECTRONICS AUGAT AG
K03198,Hennigsdorf,2020-02-21,A-01,16761,BOMBARDIER
K03202,Nürnberg,2020-02-21,A-01,90451,KORRODIN GMBH & CO. KG
K03204,Gernsbach,2021-10-21,A-01,76593,CASIMIR KAST
K03205,Gernlinden,2020-07-20,A-01,82216,WEIDINGER GMBH
K03208,Tiefenbronn,2020-02-21,A-01,75233,EWALD SCHAAN
K03209,Hamburg-Barsbüttel,2021-05-11,A-01,22885,ARTHUR KRÜGER
K03211,Trappenkamp,2020-02-21,A-01,24610,ARTHUR PREDIGER
K03213,Hamburg,2020-02-21,A-01,22159,SCPS GMBH
K03214,Elze,2022-01-02,A-01,31008,ISO-ELEKTRA
K03215,Grünstadt-Sausenheim,2020-02-21,A-01,67269,WELLPAPPENFABRIK GMBH
K03216,Sinsheim,2021-05-17,A-01,74889,FISCHER GMBH & CO.KG
K03217,Heitersheim,2021-04-20,B-01,79423,WINTERHALDER
K03219,Neuhausen a. d. F.,2020-02-21,A-01,73765,VELA SCHRAUBEN GMBH
K03220,Frankenberg,2021-05-11,A-01,09669,OZF
K03221,Neuss,2020-02-21,A-01,41460,USON
K03223,Remscheid,2021-10-21,A-01,42897,SUSE
K03225,Hamburg,2020-02-21,A-01,21079,BUREAU VERITAS SA
K03227,Reutlingen,2021-05-11,A-01,72766,REINHOLD KOCH GMBH
K03228,Rödermark,2021-05-11,A-01,63322,BSG BELT SERVICE GMBH
K03229,Reutlingen,2021-05-11,A-01,72760,HASENAUER+ KOCH
K03230,Berlin,2020-01-25,A-01,12209,FSD ALT: FSE LANKWITZER WERKST
K03231,Saint Cosme en Vairais,2020-02-21,A-01,FR-72110,ALCOA
K03232,Berlin,2020-01-25,B-01,12099,CVB CARL ALBERT CHEMIE-VERTRIE
K03233,Caputh,2021-05-11,A-01,14548,KABLITZ-SERVICE GMBH & CO. KG
K03234,Essen,2020-02-21,A-01,45025,VODAFONE AG & CO. KG ARCOR
K03235,Leipzig,2020-02-21,A-01,04103,CAMBOLO GMBH
K03237,Hennigsdorf,2021-05-11,A-01,16761,HENNIGSDORFER INO GMBH
K03239,Markranstaedt-Fran,2020-02-21,A-01,04420,BÖLLHOFF GMBH
K03241,Am Mellensee,2020-02-21,A-01,15833,JÜRGEN PERLEBERG
K03242,Lübeck,2021-05-21,A-01,23568,SMURFIT KAPPA LÜBECK
K03245,Strausberg,2020-02-09,A-01,15344,RÖMMLER
K03248,Düsseldorf,2021-05-11,A-01,40221,WINTERHELLER SOFTWARE GMBH
K03249,Pont de Cheruy Cedex,2021-05-11,A-01,FR-38231,FSP ONE
K03250,Wört,2020-02-21,A-01,73499,TYCO ELECTRONICS AMP GMBH
K03251,Bielefeld,2020-02-21,A-01,33609,STOCKMEIER URETHANES GMBH & CO
K03252,Bensheim,2021-10-18,A-01,64625,TYCO LANGEN / BENSHEIM
K03253,Chemnitz  OT Wittgensdorf,2021-08-10,A-01,09228,WM CARGONET GMBH & CO. KG
K03254,Berlin,2020-02-21,A-01,12167,FED FACHVERBAND
K03255,Weißenhorn,2021-08-11,A-01,89264,GERSTLAUER SPEDITION UND
K03258,Nauen,2020-02-21,A-01,14641,DEUTSCHE POST BÖRNICKE
K03259,Berlin,2020-02-21,A-01,12277,EBK MUK
K03260,Berlin,2021-08-11,A-01,13407,HENKEL
K03261,Szekszard,2020-02-21,A-01,HU-7100,MMG MÜSZERGYARTO ES
K03262,Syrgenstein-Landshausen,2021-08-11,A-01,89428,BERLINER GLAS HERBERT KUBATZ
K03263,Zwönitz,2020-01-25,A-01,08297,IMPREGLON / BAUM ZWÖNITZ GMBH
K03265,Gent,2021-08-11,A-01,BE-9000GE,ZIEGLER S.A. - N.V.
K03266,Ditzingen,2020-01-25,B-01,71254,JOOS
K03267,Berlin,2021-11-25,A-01,12103,TÜV AKADEMIE BLN
K03268,Stelle,2020-02-21,A-01,21435,KLEINEBERG GMBH
K03270,Wolfach,2020-01-25,B-01,77709,CARL LEIPOLD GMBH
K03271,Weilheim,2021-08-11,A-01,82360,ZARGES GMBH
K03272,Berlin,2020-01-25,B-01,12681,BERGNER HM
K03273,Essen,2020-02-21,A-01,45134,BÖGNER
K03274,Xian China,2020-02-21,A-01,CN-,CHINA CEIEC SHAANXI CO. LTD.
K03275,Dortmund,2020-02-21,A-01,44225,BRUDERER
K03276,Möhlin,2020-02-21,A-01,CH-4313,STRECK TRANSPORT AG
K03279,Hildesheim,2020-02-21,A-01,31139,BOSCH HILDESHEIM
K03280,Miesbach,2021-08-11,A-01,83714,SMA BÜROLOGISTIK
K03281,Waldkraiburg,2020-02-21,A-01,84478,RAIMUND BECK GMBH & CO. KG
K03282,Langenfeld,2021-07-12,A-01,40764,ENTHONE LANGENF. RG
K03284,Berlin,2020-02-21,A-01,12347,BAUMEIER
K03285,Welzheim,2021-08-11,A-01,73642,CHRISTIAN BAUER GMBH + CO. KG
K03286,Füssen,2021-08-11,A-01,87629,ZETKA
K03287,Villingen-Schwenningen,2020-02-21,A-01,78054,KURT MEDER GMBH
K03288,Berlin,2020-01-25,A-01,14163,HACH LANGE GMBH
K03290,Berlin,2021-02-08,A-01,12277,OBETA BÖTTCHER
K03292,"Shu Lin, Taipei, Taiwan",2021-08-10,A-01,TW-238,SONG CHUAN/SHINE LAND
K03295,SCHWAIG b.NÜRNBERG,2021-08-11,A-01,90571,AMM SPEDITION
K03296,Erkrath,2021-08-11,A-01,40699,WIWOX GMBH SURFACE SYSTEMS
K03300,Berlin,2020-02-21,A-01,13581,KUTHE GMBH
K03301,CS Lochem,2020-02-21,A-01,NL-7241,MAHLE / AMAFILTER
K03306,Ahlhorn,2020-01-25,A-01,26197,DR. D. MÜLLER GMBH
K03307,Amstetten,2020-02-21,A-01,73340,ITES VERTRIEBS GMBH
K03309,Dresden,2021-08-10,A-01,01109,FRESENIUS
K03310,Grevenbroich,2021-08-10,A-01,41516,SPEDITION KLEINE GMBH & CO. KG
K03311,Hamburg,2020-02-21,A-01,20149,TOPCART
K03312,Karlsruhe,2021-08-10,A-01,76227,SWS SPEDITIONS - GMBH
K03315,Issum,2021-08-10,A-01,47661,SOMMER
K03321,Berlin,2021-04-20,A-01,10243,BERND ANDRICK
K03322,Berlin,2020-02-21,A-01,10864,BERLINER WASSERBETRIEBE
K03324,Iserlohn,2021-08-10,A-01,58642,RISSE + WILKE
K03329,Berlin,2021-08-10,A-01,12459,PRÄZIFORM
K03330,Karlsruhe,2021-08-10,A-01,76137,ABX LOGISTICS
K03331,Kempen,2020-02-21,A-01,47906,LACKWERKE PETERS GMBH
K03332,Weimar / Legefeld,2020-02-21,A-01,99438,DYNAPOX SPEZIALBAU GMBH
K03333,Berlin,2021-09-27,A-01,10247,WISAG GEBE BERLIN/
K03334,Berlin,2020-01-25,A-01,10553,LONSCHER WAAGEN GMBH
K03336,Ludwigsfelde,2020-02-21,A-01,14974,FEHR UMWELT OST GMBH
K03337,Cottbus,2020-02-21,A-01,03048,ZFK BLN /BRANDENBURG DOLMETSCH
K03338,Ratingen,2020-02-21,A-01,40839,VODAFONE GMBH
K03340,Pfullingen,2020-02-21,A-01,72793,SONNTAG ELECTRONIC GMBH
K03342,Berlin,2021-05-11,A-01,12527,VON ANGERN
K03344,Bruxelles,2020-02-21,A-01,BE-1080,CTR
K03345,Lüdenscheid,2021-08-10,A-01,58513,KARL SCHERER SPEDITION GMBH
K03347,Linthe,2021-05-11,A-01,14822,FINKE MINERALÖLWERKE GMBH
K03348,Loßburg,2020-01-25,A-01,72290,ARBURG
K03350,Halle,2020-01-25,B-01,06112,WIS KUNSTSTOFFE GMBH
K03354,Kleinmachnow,2020-02-21,A-01,14532,SPRINT - TANK GERICKE
K03355,Weiterstadt,2020-01-25,B-01,64331,PROPLAST KUNSTSTOFF GMBH
K03357,Potsdam,2021-12-11,A-01,14482,AVIS AUTOVERMIETUNG GMBH & CO.
K03358,Tübingen,2020-02-21,A-01,72070,MATRONIC GMBH & CO.
K03359,Berlin,2021-12-11,A-01,10787,DIN DEUTSCHES INSTITUT
K03360,Düsseldorf,2020-01-25,B-01,40549,BÖHLER
K03361,Aschaffenburg,2022-06-01,B-01,63741,OPITZ GMBH
K03362,Berlin,2021-08-10,A-01,12681,KONFORM
K03363,Wuppertal,2020-02-21,A-01,42285,SANDER GMBH & CO. KG
K03364,Solingen,2020-02-21,A-01,42653,MTK MAGNET-FABRIK SOLINGEN
K03365,Berlin,2020-02-21,A-01,10115,VATTENFALL EUROPE SALES GMBH
K03366,Alzenau,2021-12-11,A-01,63755,ABB AUTOMATION PRODUCTS GMBH
K03367,Nürnberg,2021-12-11,A-01,90459,BÜHLER MOTOR GMBH
K03368,Haan,2021-08-10,A-01,42781,INGENIEURBÜRO KÖNIGSBAUER
K03369,Beerwalde,2021-05-21,A-01,01774,AB ELEKTRONIK SACHSEN GMBH
K03371,Berlin,2021-05-11,A-01,12347,TOTAL FEUERSCHUTZ GMBH
K03372,Berlin,2020-01-25,B-01,10585,RIWA AUFZÜGE GMBH
K03373,Eschborn,2020-02-21,A-01,65728,BFL LEASING GMBH
K03374,Blankenhain,2021-02-09,B-01,99444,GRAFE POLYMER SOLUTIONS GMBH
K03375,Teltow,2020-02-21,A-01,14513,EBK HOLDING GMBH & CO. KG
K03376,Berlin,2020-02-21,A-01,12307,HEWID HEIZELEMENTE GMBH
K03377,Groß-Umstadt,2020-01-25,B-01,64823,EMS-CHEMIE GRIVORY
K03378,Zwingenberg,2020-01-25,B-01,64673,RESINEX GERMANY GMBH
K03379,Thale,2021-12-11,A-01,06502,MAXITROL GMBH & CO. KG
K03381,Herne,2020-01-25,B-01,44625,TER HELL PLASTIC GMBH
K03382,Hallbergmoos,2021-12-11,A-01,85399,TETRANET SOLUTIONS GMBH
K03383,Solms,2020-01-25,A-01,35606,TRANSPAK AG
K03384,Bonndorf,2020-02-21,A-01,79845,DUNKERMOTOREN GMBH
K03385,Fürstenwalde,2021-12-11,A-01,15501,FÜRSTENWALDER AUS- UND
K03387,Großbeeren,2020-02-21,A-01,14979,RIECK GROßBEEREN
K03390,Hamburg,2021-11-18,B-01,20095,BIESTERFELD PLASTIC GMBH
K03391,Berlin,2020-02-21,A-01,13405,DEKRA AUTOMOBIL GMBH
K03393,Freiburg,2020-01-25,A-01,79108,ADVANTEK GMBH
K03394,Berlin,2020-02-21,A-01,12277,REDOTEC
K03395,Berlin,2020-02-21,A-01,14163,BRIETZKE/DINO
K03396,Lappersdorf,2020-02-21,A-01,93138,DH - SPEZIALSTAHL
K03398,Neunkirchen,2022-01-02,A-01,91077,SKP TECHNIK GMBH
K03400,Berlin,2020-02-21,A-01,13629,JOSEF KERN
K03401,Ludwigsfelde,2020-02-21,A-01,14974,JAFOPLAST BAUPRODUKTE GMBH
K03403,Wedemark,2021-12-11,A-01,30891,MÖBUS HANDELS GMBH
K03404,Engstingen,2020-02-21,A-01,72829,STECKER-EXPRESS GMBH
K03406,Wiesbaden,2020-02-21,A-01,65189,LINDE LEASING GMBH
K03407,Frankfurt,2020-02-21,A-01,65933,AIR LIQUIDE DEUTSCHLAND GMBH
K03408,Gunzenhausen,2021-12-11,A-01,91704,MÜLLER & ZIEGLER GMBH & CO. KG
K03409,Nürnberg,2020-02-21,A-01,90427,BOLLMANN
K03410,Minden,2021-12-11,A-01,32425,ABB AUTOMATION GMBH
K03411,Hamburg,2020-02-21,A-01,20539,ELANTAS BECK GMBH
K03413,Leuna,2021-12-11,A-01,07236,BASF LEUNA GMBH
K03414,Berlin,2020-02-21,A-01,12524,ANGARD WERBUNG
K03415,Potsdam,2021-12-11,A-01,14471,HUEBER GMBH
K03416,Ahrensfelde,2020-02-21,A-01,16356,ING.BÜRO / HAMPEL
K03417,Enkenbach-Alsenborn,2020-02-21,A-01,67677,TRW AUTOMOTIVE ELECTRONICS &
K03418,Reutlingen,2020-02-21,A-01,72762,MAIER
K03420,Großenseebach,2020-02-21,A-01,91091,ING. BÜRO F. J. RAPP
K03422,Augsburg,2020-02-21,A-01,86161,PB MESSTECHNIK / PIEPER
K03424,Wertheim-Bettingen,2020-02-21,A-01,97877,SAINT-GOBAIN PERFORMANCE
K03425,Herwijnen,2020-02-21,A-01,NL-4171CW,WIMKO
K03426,Berlin,2020-02-21,A-01,12681,ADAM
K03427,Osterholz-Scharmbeck,2020-02-21,A-01,27711,HUSMANN
K03430,Pforzheim,2020-02-21,A-01,75181,AMI DODUCO EU
K03431,Sirtori - Lecco,2020-02-21,A-01,IT-23896,LARO
K03432,Spital am Pyhrn,2021-05-21,A-01,AT-4582,MARK METALLWARENFABRIK GMBH
K03433,Mannheim,2020-02-21,A-01,68063,MANNHEIMER TRANSPORT-
K03434,Erfurt,2020-02-21,A-01,99096,TÜV AKADEMIE ERFURT
K03435,Puchheim,2020-02-21,A-01,82178,MIJACHI EUROPE CORPORATION
K03437,Idstein,2021-10-13,A-01,65510,GLYN GMBH & CO. KG
K03438,Hamburg,2020-02-21,A-01,22113,FAHNING SPEDITION GMBH
K03439,Bévilard,2021-12-10,A-01,CH-2735,GERMAIN LOETSCHER SA/AZUREA
K03441,Berlin,2020-02-21,A-01,13509,KME BRASS GERMANY GMBH
K03442,Weidenberg,2020-02-21,A-01,95464,RÖCHLING PRECISION COMPONENTS
K03443,Schwaig,2020-02-21,A-01,90571,BÜSCHEL GMBH
K03444,Epfendorf,2021-08-25,A-01,78736,ÄTZTECHNIK HERZ GMBH & CO KG
K03445,Riudecols,2021-07-06,B-01,ES-43390,INDUSTRIAS TEIXIDO S.A.
K03446,Mühlacker-Enzberg,2020-02-21,A-01,75417,MANFRED GEIGLE GMBH
K03447,Oberursel,2020-09-17,A-01,61440,WEPPLER FILTER GMBH
K03448,Heerbrugg,2021-08-10,A-01,CH-9435,SFS INTEC AG
K03449,Le Locle,2021-12-11,A-01,CH-2400,DIXI CYLINDRE S.A.
K03450,Idar-Oberstein,2021-09-22,B-01,55743,JULIUS HAUPT GMBH
K03451,Grenchen,2020-02-21,A-01,CH 2540,MICHEL PRÄZISIONST./BURRI
K03453,Enschede,2021-09-17,A-01,NL-7500 AB,DIGI-KEY ELECTRONICS
K03454,Aachen,2020-02-21,A-01,52078,SCHAUMSTOFFE HELGERS E. K.
K03457,EVORA,2021-02-11,A-01,7002-552,TYCO EVORA
K03458,Esslingen,2021-09-07,A-01,73728,MAHR ESSLINGEN
K03459,Reinbek,2020-01-25,B-01,21465,KUNSTSTOFF KONTOR HAMBURG
K03460,Bindlach,2021-11-17,A-01,95463,KNOLL HYDRAULIK GMBH & CO. KG
K03461,Karlsruhe,2020-02-21,A-01,76131,SPEDITION KUNZE GMBH
K03462,Strasskirchen,2020-02-21,A-01,94342,EMITEL AG
K03464,Berlin,2020-02-21,A-01,10829,ENTERPRISE AUTOVERMIETUNG
K03465,Wiesbaden,2022-01-14,B-01,65205,LATI INDUSTRIA TERMOPLASTICI
K03466,Berlin,2020-02-21,A-01,10965,HAUPTZOLLAMT BERLIN
K03470,Saarbrücken,2021-04-28,B-01,66119,JOERN THEWALT E.K.
K03471,Kassel,2020-01-25,A-01,34123,LANDEFELD  DRUCKLUFT
K03472,Lohmar,2021-11-17,A-01,53797,QUME DIVISION
K03473,Buchholz,2020-02-21,A-01,21244,NYLON POLYMERS
K03474,Homburg,2021-11-17,A-01,66406,SAAR-BLANKSTAHL GMBH
K03476,Teltow,2021-11-17,A-01,14513,DIE GLASEREI FILIALE DES
K03477,Strausberg,2021-11-17,A-01,15344,ESD-CONSULT
K03478,Bestensee,2020-01-25,B-01,15741,FRANK SCHULZE
K03480,Schöneiche,2022-01-02,A-01,15566,INDUSTRIE-HYDRAULIK VOGEL+PARTNER
K03481,Werne,2020-02-21,A-01,59368,PTR MESSTECHNIK GMBH & CO. KG
K03482,Cloppenburg,2021-08-10,A-01,49661,OLYMPISCHE SPORT
K03483,Reutlingen,2021-06-22,A-01,72766,FOERSTER
K03484,Holzkirchen,2021-11-17,A-01,83607,PANASONIC ELECTRICS WORKS
K03485,Almelo,2020-02-21,A-01,NL-7602 EM,SENTASA /DELTA TECH
K03486,Berlin,2021-08-10,A-01,10789,AKZENT  PERSONALDIENST-
K03487,Eppingen,2020-02-21,A-01,75031,DPV ELEKTRONIK-SERVICE GMBH
K03488,Salach,2021-08-10,A-01,73084,SCHAAL
K03489,Lüdenscheid,2021-06-07,A-01,58513,LENZKES SPANNTECHNIK GMBH
K03490,Potsdam,2021-08-10,A-01,14478,KRAGE & CO. POTSDAM GMBH
K03491,Buggingen,2020-04-27,A-01,79426,PEARL.GMBH
K03494,Rodenbach,2021-08-10,A-01,63517,ARMIN HAIN GMBH & CO. KG
K03495,Oberhausen,2021-03-05,A-01,46047,FELDER GMBH
K03496,Annaberg-Buchholz,2021-10-13,A-01,09456,NAVE.DRUCK
K03498,Holzminden,2020-02-21,A-01,37603,STIEBEL HOLZMINDEN
K03499,Freiburg,2020-01-25,A-01,79100,ALLURIS GMBH & CO. KG
K03500,Hosena,2020-02-21,A-01,01996,CLEVER ETIKETTEN GMBH
K03501,Eggenfelden,2021-11-17,A-01,84301,LORBEER BÜROMÖBEL GMBH
K03504,Berlin,2021-11-17,A-01,12489,AZBA GMBH
K03505,Sukow bei Schwerin,2020-02-21,A-01,19079,INGENIEURBÜRO FALKE
K03506,Heilbronn,2021-11-17,A-01,74076,WINCANTON TRANS EUROPEAN
K03507,Bad Belzig,2020-02-21,A-01,14806,NEUKÖLLNER  LEITERNFABRIK
