purchase_no,amount_including_vat,amount,expected_receipt_date,location_code,order_date,quantity_invoiced,quantity_received,quantity,really_receipt_datetime,requested_receipt_date
17200124,2600.89,2185.62,2021-05-21,A-01,2021-04-22,21900,21900,21900,2021-06-15,2021-05-21
17200124,961.97,808.38,2021-05-21,A-01,2021-10-06,8100,8100,8100,2021-06-15,2021-05-21
17200130,5553.14,4666.5,2021-06-18,A-01,2021-04-22,25500,25500,25500,2021-06-16,2021-05-28
17200135,4833.74,4061.97,2021-02-07,A-01,2021-04-22,18514,18514,18514,2021-05-07,2021-06-25
17200110,519.47,436.53,2021-05-21,A-01,2021-04-22,199,199,199,2021-05-24,2021-05-21
17200120,1325.96,1114.25,2021-06-18,A-01,2021-04-22,25000,25000,25000,2021-06-16,2021-05-21
17200122,916.3,770.0,2021-06-22,A-01,2021-04-22,20000,20000,20000,2021-07-28,2021-06-25
17200122,915.16,769.04,2021-07-30,A-01,2021-04-22,19975,19975,19975,2021-07-28,2021-07-30
17200142,2139.03,1797.5,2021-02-07,A-01,2021-05-21,25000,25000,25000,2021-06-29,2021-02-07
17200142,2139.03,1797.5,2021-05-08,A-01,2021-06-25,25000,25000,25000,2021-03-08,2021-05-08
17200145,1904.0,1600.0,2021-05-27,A-01,2021-04-22,25000,25000,25000,2021-05-26,2021-05-21
17200103,197.04,165.58,2099-09-09,A-01,2021-04-22,3,3,3,2021-02-05,2021-07-05
17200120,1325.96,1114.25,2021-02-07,A-01,2021-04-22,25000,25000,25000,2021-06-30,2021-06-18
RA00000340,14684.87,12340.22,2099-09-09,A-01,2021-02-04,2304,2304,2304,2021-02-08,2021-07-23
PVP0492600,1408.96,1184.0,2021-04-08,A-01,2021-04-22,200000,200000,200000,2021-05-08,2021-06-25
PVP0492600,1408.96,1184.0,2021-04-08,A-01,2021-04-22,200000,200000,200000,2021-05-08,2021-07-30
DR01060001,885.01,743.71,2021-05-21,A-01,2021-04-22,88,88,88,2021-05-24,2021-05-21
RA00000340,14684.87,12340.22,2099-09-09,A-01,2021-04-30,2304,2304,2304,2021-08-17,2021-08-20
RA00000340,14684.87,12340.22,2021-11-22,A-01,2021-02-08,2304,2304,2304,2021-11-18,2021-11-22
RA00000340,14684.87,12340.22,2021-11-29,A-01,2021-09-08,2304,2304,2304,2022-01-16,2021-11-29
KP00001096,178.5,150.0,2021-10-05,A-01,2021-04-22,500,500,500,2021-06-05,2021-10-05
KP00001097,178.5,150.0,2021-10-05,A-01,2021-04-22,500,500,500,2021-06-05,2021-10-05
KP00001107,178.5,150.0,2021-10-05,A-01,2021-04-22,500,500,500,2021-06-05,2021-10-05
KP00001108,178.5,150.0,2021-10-05,A-01,2021-04-22,500,500,500,2021-06-05,2021-10-05
KP0025M433,29.63,24.9,2021-04-29,A-01,2021-04-22,6000,6000,6000,2021-04-27,2021-10-05
KP0025M439,26.78,22.5,2021-04-29,A-01,2021-04-22,2500,2500,2500,2021-04-27,2021-10-05
KP0080M648,105.91,89.0,2021-04-29,A-01,2021-04-22,10000,10000,10000,2021-04-27,2021-10-05
KP0063B009,24573.5,20650.0,2021-07-15,A-01,2021-04-22,500,500,500,2021-12-07,2021-07-15
KP0064C032,3065.94,2576.42,2021-11-18,A-01,2021-04-22,5390,5390,5390,2021-11-16,2021-11-18
KP0064C046,374.85,315.0,2021-04-28,B-01,2021-04-22,10,10,10,2021-04-27,2021-10-05
00987526,14.97,12.58,2021-06-05,B-01,2021-04-23,2,2,2,2021-05-05,2021-06-05
22000404,1428.0,1200.0,2021-09-15,B-01,2021-04-23,1000,1000,1000,2021-10-26,2021-07-30
22000457,650.23,546.41,2021-07-06,B-01,2021-04-23,541,541,541,2021-03-06,2021-05-21
01062163,638.32,536.4,2021-02-07,A-01,2021-07-05,33,33,33,2021-01-07,2021-02-07
KP0064C115,365.09,306.8,2021-05-19,A-01,2021-04-26,1180,1180,1180,2021-05-18,2021-03-05
KP0064C116,274.89,231.0,2021-05-19,A-01,2021-04-26,1050,1050,1050,2021-05-18,2021-03-05
KU00021840,771.12,648.0,2021-05-28,A-01,2021-04-16,8100,8100,8100,2021-05-27,2021-05-28
ABB0044602-2,71.4,60.0,2021-04-05,B-01,2021-04-20,1990,1990,1990,2021-03-05,2021-04-05
PVP0405439,921.06,774.0,2021-09-07,A-01,2021-04-26,20000,20000,20000,2021-07-07,2021-06-25
PVP0405439,921.06,774.0,2021-09-07,A-01,2021-04-26,20000,20000,20000,2021-07-07,2021-02-07
HD00020008,570.56,479.46,2021-05-21,B-01,2021-04-30,1489,1489,1489,2021-05-18,2021-05-21
KU00022240-1,949.14,797.6,2021-05-28,A-01,2021-04-23,1994,1994,1994,2021-05-27,2021-05-28
11000040,737.77,619.97,2021-05-21,A-01,2021-04-26,480,480,480,2021-05-20,2021-05-21
11000055,317.87,267.12,2021-05-21,A-01,2021-04-26,6,6,6,2021-05-20,2021-05-21
11000032,442.68,372.0,2021-05-28,A-01,2021-04-26,400,400,400,2021-05-26,2021-05-28
02492660,1603.53,1347.5,2021-01-06,A-01,2021-04-26,50,50,50,2021-05-31,2021-05-28
S1 1-1412701-4,47184.0,47184.0,2021-05-28,A-01,2021-04-26,2359200,2359200,2359200,2021-05-25,2021-05-21
HD00034024,4874.93,4096.58,2099-09-09,B-01,2021-03-26,257,257,257,2021-05-16,2021-05-14
KS00525755,208.25,175.0,2021-09-06,B-01,2021-04-30,250,250,250,2021-07-06,2021-05-21
KS00520716-1,493.85,415.0,2021-05-26,B-01,2021-04-28,500,500,500,2021-05-26,2021-05-19
M0000009,543.35,456.6,2021-04-29,A-01,2021-04-29,2,2,2,2021-04-28,2021-04-29
BI00115012,1999.2,1680.0,2021-05-31,B-01,2021-04-28,2688,2688,2688,2021-05-30,2021-05-31
KS00525736-1,616.9,518.4,2021-05-31,B-01,2021-05-17,360,360,360,2021-05-27,2021-05-31
HDE0610275,714.0,600.0,2021-10-06,A-01,2021-04-28,10000,10000,10000,2021-07-21,2021-11-06
HDE0610275,714.0,600.0,2021-06-25,A-01,2021-04-28,10000,10000,10000,2021-07-21,2021-06-25
HDE0610275,714.0,600.0,2021-09-07,A-01,2021-04-28,10000,10000,10000,2021-07-21,2021-09-07
HDE0610275,714.0,600.0,2021-07-23,A-01,2021-04-28,10000,10000,10000,2021-07-21,2021-07-23
27601528,874.44,734.82,2021-04-06,A-01,2021-01-15,9930,9930,9930,2021-03-06,2021-04-06
29300358,799.68,672.0,2021-12-07,A-01,2021-05-31,10500,10500,10500,2021-07-07,2021-12-07
O3 1393582-4,53.5,50.0,2021-05-19,A-01,2021-05-05,1000,1000,1000,2021-05-17,2021-05-19
O3 2-1393565-1,10.7,10.0,2021-05-19,A-01,2021-05-05,2000,2000,2000,2021-05-17,2021-05-19
25000041,53.5,50.0,2021-05-19,A-01,2021-12-05,10000,10000,10000,2021-05-17,2021-05-19
O3 1-1393565-9,16.59,15.5,2021-05-19,A-01,2021-05-05,3100,3100,3100,2021-05-17,2021-05-19
HDE0210815,2244.57,1886.19,2021-10-09,A-01,2021-04-29,19730,19730,19730,2021-09-09,2021-10-09
HDE0430752,267.75,225.0,2021-06-23,A-01,2021-04-29,5000,5000,5000,2021-07-14,2021-06-25
HDE0430752,267.75,225.0,2021-07-16,A-01,2021-04-29,5000,5000,5000,2021-07-14,2021-07-16
HDE0H24001,1444.66,1214.0,2021-08-13,A-01,2021-04-29,20000,20000,20000,2021-08-09,2021-07-30
HDE0H24001,361.17,303.5,2021-08-13,A-01,2021-12-05,5000,5000,5000,2021-08-09,2021-07-30
HDE0719189,470.29,395.2,2021-05-21,A-01,2021-04-29,5200,5200,5200,2021-05-27,2021-05-21
HDE0900151,17.14,14.4,2021-02-06,A-01,2021-04-29,4000,4000,4000,2021-06-30,2021-04-06
HDE0900151,17.13,14.4,2021-02-07,A-01,2021-04-29,4000,4000,4000,2021-06-30,2021-02-07
HDE0H04002,1469.61,1234.97,2021-02-07,A-01,2021-04-29,23980,23980,23980,2021-07-14,2021-02-07
HDE0H05003,3370.08,2832.0,2021-07-30,A-01,2021-04-29,20000,20000,20000,2021-07-28,2021-07-30
HDE0H06005,593.81,499.0,2021-03-09,A-01,2021-04-29,10000,10000,10000,2021-02-09,2021-03-09
HDE0H06006,628.56,528.2,2021-03-09,A-01,2021-04-29,10000,10000,10000,2021-02-09,2021-03-09
HDE0H06007,928.08,779.9,2021-03-09,A-01,2021-04-29,10000,10000,10000,2021-02-09,2021-03-09
HDE0H06009,628.2,527.9,2021-03-09,A-01,2021-04-29,10000,10000,10000,2021-02-09,2021-03-09
HDE0H26001,737.23,619.52,2021-06-24,A-01,2021-04-29,2560,2560,2560,2021-07-15,1753-01-01
HDE0H26001,165.87,139.39,2021-05-07,A-01,2021-04-29,576,576,576,2021-07-15,2021-06-25
HDE0H39001,1262.59,1061.0,2021-07-23,A-01,2021-04-29,10000,10000,10000,2021-07-21,2021-07-23
HDE0H22013,3139.82,2638.5,2021-10-21,A-01,2021-04-29,3000,3000,3000,2021-04-11,2021-10-21
HDE0H22013,6279.63,5277.0,2021-10-28,A-01,2021-04-29,6000,6000,6000,2021-04-11,2021-10-28
HDE0H22013,1046.6,879.5,2021-05-11,A-01,2021-04-29,1000,1000,1000,2021-04-11,2021-05-11
KS90525756,148.75,125.0,2021-07-05,B-01,2021-04-28,498,498,498,2021-06-05,2021-12-05
04407285-1,13551.24,11387.6,2021-01-09,A-01,2021-01-09,490,490,490,2021-08-31,1753-01-01
17000207,4998.0,4200.0,2021-09-07,B-01,2021-04-30,15000,15000,15000,2021-07-07,2021-09-07
17000108,236.29,198.56,2021-08-18,B-01,2021-04-30,3050,3050,3050,2021-09-16,2021-09-08
17000108,542.28,455.7,2021-09-17,B-01,2021-04-26,7000,7000,7000,2021-09-16,2021-09-08
17000115,7032.9,5910.0,2021-08-31,B-01,2021-04-30,3000,3000,3000,2021-11-16,2021-07-23
17000115,7032.9,5910.0,2021-11-19,B-01,2021-04-30,3000,3000,3000,2021-11-16,2021-08-31
17000128,999.6,840.0,2021-11-06,B-01,2021-04-30,20000,20000,20000,2021-07-06,2021-05-28
17000141,2985.59,2508.9,2021-01-07,B-01,2021-04-30,6000,6000,6000,2021-06-27,2021-01-07
17000154,1873.54,1574.4,2021-06-18,B-01,2021-04-30,6400,6400,6400,2021-06-17,2021-06-18
17000150,787.78,662.0,2021-11-15,B-01,2021-04-30,10000,10000,10000,2021-11-16,2021-08-20
17000151,767.55,645.0,2021-11-30,B-01,2021-04-30,10000,10000,10000,2021-11-16,2021-09-17
17000168,1069.0,898.32,2021-07-16,B-01,2021-04-30,2400,2400,2400,2021-08-24,2021-07-16
17000168,1069.0,898.32,2021-08-16,B-01,2021-04-30,2400,2400,2400,2021-08-24,2021-08-16
17000156,7026.85,5904.92,2021-02-07,B-01,2021-04-30,7174,7174,7174,2021-06-27,2021-07-16
17000156,9794.89,8231.0,2021-10-15,B-01,2021-04-30,10000,10000,10000,2021-10-17,2021-10-15
17000169,1069.0,898.32,2021-07-16,B-01,2021-04-30,2400,2400,2400,2021-08-24,2021-07-16
17000169,1071.23,900.19,2021-08-16,B-01,2021-04-30,2405,2405,2405,2021-08-24,2021-08-16
17000170,1102.99,926.88,2021-07-16,B-01,2021-04-30,2400,2400,2400,2021-08-24,2021-07-16
17000170,1077.91,905.81,2021-08-16,B-01,2021-04-30,2420,2420,2420,2021-08-24,2021-08-16
17000206,1949.22,1638.0,2021-08-30,B-01,2021-04-30,6000,6000,6000,2021-08-31,2021-08-16
17000206,1526.89,1283.1,2021-12-20,B-01,2021-04-30,4700,4700,4700,2021-08-31,2021-09-16
17000206,1949.22,1638.0,2021-11-16,B-01,2021-04-30,6000,6000,6000,2021-11-17,2021-10-15
17000212,314.16,264.0,2021-11-06,B-01,2021-04-30,20000,20000,20000,2021-05-30,2021-11-06
17000218,6775.49,5693.69,2021-02-08,B-01,2021-04-30,2772,2772,2772,2021-02-12,2021-01-08
17000218,6775.49,5693.69,2021-01-09,B-01,2021-06-08,2772,2772,2772,2021-02-12,2021-01-10
17000218,6775.49,5693.69,2021-01-12,B-01,2021-06-08,2772,2772,2772,2021-02-12,2021-01-12
17001018,2691.5,2261.76,2021-02-07,B-01,2021-04-30,3840,3840,3840,2021-09-30,2021-02-07
17001018,2842.19,2388.4,2021-01-10,B-01,2021-04-30,4055,4055,4055,2021-09-30,2021-01-10
M20020175,1508.33,1267.5,2099-09-09,B-01,2021-04-27,250,250,250,2021-06-20,2021-01-06
KP0064C134,113.05,95.0,2021-05-17,A-01,2021-03-05,2600,2600,2600,2021-05-16,2021-12-05
KU00026259,112.7,94.71,2021-07-05,A-01,2021-03-05,150,150,150,2021-09-05,2021-07-05
M20020041,570.31,479.25,2021-05-19,B-01,2021-07-04,75,75,75,2021-05-18,2021-05-19
KP0064C049,702.1,590.0,2021-05-17,B-01,2021-03-05,10,10,10,2021-10-05,2021-05-17
M20020211,4715.61,3962.7,2021-07-14,B-01,2021-06-04,518,518,518,2021-07-13,2021-01-06
ABB0038955,2199.12,1848.0,2021-04-06,A-01,2021-04-30,4800,4800,4800,2021-06-06,2021-04-06
PVP0405439,921.06,774.0,2021-07-16,A-01,2021-03-05,20000,20000,20000,2021-07-26,2021-07-16
PVP0405439,921.06,774.0,2021-07-23,A-01,2021-03-05,20000,20000,20000,2021-07-26,2021-07-23
PVP0405439,921.06,774.0,2021-07-30,A-01,2021-03-05,20000,20000,20000,2021-07-26,2021-07-30
HDE0H03351,162.34,136.42,2021-04-06,A-01,2021-03-05,477,477,477,2021-06-21,2021-04-06
HDE0H03353,162.34,136.42,2021-04-06,A-01,2021-03-05,477,477,477,2021-06-21,2021-04-06
HDE0H03446,164.39,138.14,2021-04-06,A-01,2021-03-05,483,483,483,2021-06-21,2021-04-06
HDE0H03447,544.54,457.6,2021-04-06,A-01,2021-03-05,1600,1600,1600,2021-06-21,2021-04-06
HDE0H03448,435.63,366.08,2021-06-23,A-01,2021-03-05,1280,1280,1280,2021-06-21,2021-04-06
HDE0H03449,544.55,457.6,2021-06-23,A-01,2021-03-05,1600,1600,1600,2021-06-21,2021-04-06
HDE0H03450,272.27,228.8,2021-06-23,A-01,2021-03-05,800,800,800,2021-06-21,2021-04-06
HDE0H03451,270.57,227.37,2021-04-06,A-01,2021-03-05,795,795,795,2021-06-21,2021-04-06
17000257,47139.98,39613.43,2022-01-31,Z-STANZTEC,2021-03-05,45780,45780,45780,2022-01-30,2022-05-01
KU00322240,891.43,749.1,2021-09-06,B-01,2021-02-17,3000,3000,3000,2021-08-06,2021-09-06
KS00617715,7482.72,6288.0,2021-10-08,B-01,2021-01-26,2620,2620,2620,2021-08-22,2021-10-08
KS00520708-1,1005.43,844.9,2021-05-31,B-01,2021-05-05,497,497,497,2021-05-27,2021-05-19
KS00520711-1,2023.0,1700.0,2021-05-31,B-01,2021-05-05,1000,1000,1000,2021-05-30,2021-05-19
17000119,1696.94,1426.0,2021-02-08,B-01,2021-05-05,23000,23000,23000,2021-11-08,2021-07-31
17000122,1691.15,1421.13,2021-01-11,B-01,2021-05-05,99380,99380,99380,2021-10-31,2021-01-11
17000123,1015.51,853.37,2021-01-11,B-01,2021-05-05,34410,34410,34410,2021-10-31,2021-01-11
17000137,2117.19,1779.15,2021-10-09,B-01,2021-05-05,8700,8700,8700,2021-09-23,2021-08-31
002286309,516.36,433.92,2021-10-09,B-01,2021-07-30,48,48,48,2021-09-09,2021-10-09
17000138,249.9,210.0,2021-07-22,B-01,2021-05-05,10000,10000,10000,2022-02-01,2021-07-22
17000138,249.9,210.0,2022-03-01,B-01,2021-05-05,10000,10000,10000,2022-02-01,2022-05-01
17000138,499.8,420.0,2022-04-28,B-01,2021-05-05,0,0,20000,2022-02-01,2022-05-05
17000158,659.74,554.4,2021-07-30,B-01,2021-02-06,10000,10000,10000,2021-11-11,2021-07-30
17000158,725.7,609.84,2021-12-11,B-01,2021-02-06,11000,11000,11000,2021-11-11,2021-12-11
17000158,659.74,554.4,2022-03-30,B-01,2021-02-06,0,0,10000,2021-11-11,2022-03-30
M20020270,899.94,756.25,2021-12-05,B-01,2021-05-05,275,275,275,2021-11-05,2021-12-05
KS90525739,148.75,125.0,2021-05-21,B-01,2021-07-05,499,499,499,2021-05-19,2021-05-21
KS00520716-1,460.23,386.75,2021-04-06,B-01,2021-05-05,595,595,595,2021-02-06,2021-05-26
KS00525731,220.15,185.0,2021-02-06,B-01,2021-12-05,250,250,250,2021-05-30,2021-02-06
MV00491619-1,1480.12,1243.8,2021-05-21,B-01,2021-04-30,8704,8704,8704,2021-05-20,2021-05-21
22000636,2712.01,2279.0,2021-12-10,B-01,2021-06-05,430,430,430,2021-11-16,2021-07-30
22000636,6180.86,5194.0,2021-11-19,B-01,2021-06-05,980,980,980,2021-11-16,2021-07-30
22000636,2144.38,1802.0,2022-01-28,B-01,2021-05-21,0,0,340,2021-11-16,2021-07-30
DR01060001,2064.98,1735.28,2021-11-06,A-01,2021-06-05,197,197,197,2021-06-15,2021-11-06
17200146,3799.84,3799.84,2021-08-24,Z-AHLBERG,2021-07-05,2540,2540,2540,2021-04-10,2021-07-23
17200146,4562.8,4562.8,2021-02-09,Z-AHLBERG,2021-07-05,3050,3050,3050,2021-04-10,2021-07-23
17200146,4562.8,4562.8,2033-03-03,Z-AHLBERG,2021-07-05,3050,3050,3050,2021-04-10,2021-07-23
O3 1-1393583-5,20.33,19.0,2021-05-19,A-01,2021-05-05,200,200,200,2021-05-17,2021-05-19
O3 1-1393583-5,101.65,95.0,2021-05-19,A-01,2021-05-05,1000,1000,1000,2021-05-17,2021-05-19
O3 1393583-5,11.77,11.0,2021-05-31,A-01,2021-11-06,100,100,100,2021-05-17,2021-11-06
29300357,27.82,26.0,2021-05-31,A-01,2021-05-21,2000,2000,2000,2021-05-17,2021-11-06
90401324,107.0,100.0,2021-05-31,A-01,2021-05-21,4000,4000,4000,2021-05-17,2021-11-06
KS00525009-1,1028.16,864.0,2021-05-31,B-01,2021-06-05,600,600,600,2021-05-27,2021-05-20
18201251,6165.91,5181.44,2021-12-07,A-01,2021-01-06,1408,1408,1408,2021-07-25,2021-02-07
18201251,3082.96,2590.72,2021-07-16,A-01,2021-01-06,704,704,704,2021-07-25,2021-02-07
22000328,149.9,149.9,2022-01-02,B-01,2021-06-05,0,10000,10000,2022-01-25,2021-09-23
22000725,1963.5,1650.0,2021-06-18,B-01,2021-10-05,2200,2200,2200,2021-06-17,2021-06-18
22000549,3100.68,2605.61,2021-10-09,B-01,2021-10-05,1067,1067,1067,2021-01-08,2021-08-16
M0000009,543.35,456.6,2021-11-05,A-01,2021-11-05,2,2,2,2021-10-05,2021-11-05
01062684,1547.45,1300.38,2021-07-16,A-01,2021-10-05,94,94,94,2021-07-13,2021-11-06
00345677,823.42,691.95,2021-06-23,Z-DIEHL,2021-05-26,5187,5187,5187,2021-06-21,2021-06-23
00345655,823.42,691.95,2021-06-23,Z-DIEHL,2021-05-26,5187,5187,5187,2021-06-21,2021-06-23
22000648,1417.29,1191.0,2021-09-17,B-01,2021-10-05,1191,1191,1191,2021-09-16,2021-08-16
M0000001,506.2,425.38,2021-05-17,B-01,2021-10-05,1,1,1,2021-05-16,2021-05-17
17000132-1,297.5,250.0,2021-08-30,B-01,2021-10-05,50000,50000,50000,2021-08-29,2021-08-30
17000133-1,904.4,760.0,2021-08-30,B-01,2021-10-05,40000,40000,40000,2021-08-29,2021-08-30
17000176,1878.57,1578.63,2021-07-16,B-01,2021-10-05,4835,4835,4835,2021-05-08,2021-06-18
17000254,200.81,168.75,2021-05-11,B-01,2021-09-06,7500,7500,7500,2022-01-18,2021-11-19
17000254,2810.93,2362.12,2022-01-21,B-01,2021-09-06,104983,104983,104983,2022-01-18,2021-11-19
GK00059100,952.0,800.0,2021-10-12,B-01,2021-09-06,1,1,1,2022-01-18,2021-11-19
GK00059100,1725.5,1450.0,2021-11-19,B-01,2021-09-06,1,1,1,2022-01-18,2021-11-19
17000265,1118.6,940.0,2021-12-08,B-01,2021-10-05,40,40,40,2021-11-08,2021-12-08
17000433,211.82,178.0,2021-06-15,B-01,2021-10-05,20,20,20,2021-06-15,2021-06-15
17000466,223.91,188.16,2021-05-31,B-01,2021-10-05,1680,1680,1680,2021-08-29,2021-05-31
17000466,218.58,183.68,2021-09-14,B-01,2021-10-05,1640,1640,1640,2021-08-29,2021-01-09
17000476,342.01,287.4,2021-05-26,B-01,2021-10-05,3000,3000,3000,2021-05-16,2021-05-17
KS90525704,113.05,95.0,2021-05-21,B-01,2021-07-05,400,400,400,2021-05-20,2021-05-21
KS90355001,124.95,105.0,2021-05-21,B-01,2021-07-05,2000,2000,2000,2021-05-20,2021-05-21
KS90520741,136.85,115.0,2021-05-21,B-01,2021-07-05,400,400,400,2021-05-20,2021-05-21
18200831,4558.2,4260.0,2021-12-07,A-01,2020-03-08,2000,2000,2000,2021-11-07,2021-12-07
18200833,2439.6,2280.0,2021-08-13,A-01,2021-11-05,1000,1000,1000,2021-08-15,2021-08-13
17200145,1904.0,1600.0,2021-06-24,A-01,2021-11-05,25000,25000,25000,2021-06-23,2021-06-25
KS00113701,3324.53,2793.72,2021-01-09,B-01,2021-06-23,3100,3100,3100,2021-01-09,2021-01-09
DMR0000020,172.07,144.6,2021-06-23,A-01,2021-05-17,5,5,5,2021-06-21,2021-06-21
DMR0000021,273.06,229.46,2021-06-23,A-01,2021-05-17,11,11,11,2021-06-21,2021-06-21
DMR0000028,124.0,104.2,2021-06-23,A-01,2021-05-17,4,4,4,2021-06-21,2021-05-31
DMR0000024,567.63,477.0,2021-05-31,A-01,2021-05-17,10,10,10,2021-05-25,2021-05-31
KS00525005-1,878.22,738.0,2021-05-31,B-01,2021-05-05,500,500,500,2021-05-27,2021-05-26
22001644,142.32,119.6,2021-05-28,A-01,2021-11-05,4000,4000,4000,2021-05-25,2021-05-28
19600094,1621.26,1362.4,2021-07-16,A-01,2021-11-05,104000,104000,104000,2021-07-15,2021-07-16
05920403,1237.6,1040.0,2021-06-18,B-01,2021-05-21,20800,20800,20800,2021-06-20,2021-06-18
17000186,2858.86,2402.4,2021-07-07,B-01,2021-11-05,24000,24000,24000,2021-07-07,2021-06-07
TF00000002,3194.15,2684.16,2021-06-25,A-01,2021-05-17,288000,288000,288000,2021-06-24,2021-07-06
TF00000002,3194.15,2684.16,2021-06-25,A-01,2021-05-17,288000,288000,288000,2021-06-24,2021-06-25
TF00000005,675.33,567.5,2021-02-07,A-01,2021-06-18,125000,125000,125000,2021-05-08,2021-02-07
TF00000005,675.32,567.5,2021-06-08,A-01,2021-05-17,125000,125000,125000,2021-05-08,2021-07-06
TF00000005,1350.65,1135.0,2021-06-08,A-01,2021-05-17,250000,250000,250000,2021-05-08,2021-05-28
TF00000005,1350.65,1135.0,2021-06-08,A-01,2021-05-17,250000,250000,250000,2021-05-08,2021-06-18
TF00000005,1350.65,1135.0,2021-06-08,A-01,2021-05-17,250000,250000,250000,2021-05-08,2021-02-07
TF00000009,878.71,738.41,2021-06-25,A-01,2021-05-17,400,400,400,2021-06-29,2021-06-25
S1 0-1412705-2,1071.0,900.0,2021-02-07,A-01,2021-12-05,40000,40000,40000,2021-06-30,2021-02-07
S1 0-1412705-5,597.38,502.0,2021-02-07,A-01,2021-12-05,20000,20000,20000,2021-06-30,2021-02-07
27602433,5044.77,4239.3,2021-02-07,B-01,2021-04-23,130,130,130,2021-01-07,2021-02-07
KP00001102,178.5,150.0,2021-05-20,A-01,2021-12-05,500,500,500,2021-05-17,2021-05-20
KP00001103,123.17,103.5,2021-05-20,A-01,2021-12-05,345,345,345,2021-05-17,2021-05-20
KP00001104,178.5,150.0,2021-05-20,A-01,2021-12-05,500,500,500,2021-05-17,2021-05-20
M0000009,271.68,228.3,2021-05-18,A-01,2021-05-18,1,1,1,2021-05-17,2021-05-18
01550002,10197.41,8569.25,2021-05-27,B-01,2021-05-17,250,250,250,2021-05-20,1753-01-01
01550046,30315.25,25475.0,2021-05-27,B-01,2021-05-17,500,500,500,2021-05-20,1753-01-01
01550090,38864.21,32659.0,2021-05-27,B-01,2021-05-17,500,500,500,2021-05-20,1753-01-01
D44000005,80.92,68.0,2021-11-06,A-01,2021-04-30,2000,2000,2000,2021-05-17,2021-11-06
D44000006,17.87,15.02,2021-11-06,A-01,2021-05-28,2000,2000,2000,2021-05-17,2021-11-06
D44000009,71.39,59.99,2021-05-31,A-01,2021-05-31,1,1,1,2021-05-19,2021-05-31
KP0064C015,374.85,315.0,2021-06-18,A-01,2021-05-17,1000,1000,1000,2021-06-16,2021-06-18
KP00H0M658,214.2,180.0,2021-05-31,A-01,2021-05-17,30,30,30,2021-05-24,2021-05-31
28035390,269.89,226.8,2021-01-07,A-01,2021-05-17,20000,20000,20000,2021-06-30,2021-06-25
27601605,124.24,104.4,2021-01-07,A-01,2021-05-17,2000,2000,2000,2021-06-30,2021-06-25
28004238,376.88,316.71,2021-04-08,A-01,2021-05-17,20700,20700,20700,2021-07-25,2021-06-18
KS90525701,113.05,95.0,2021-09-06,B-01,2021-05-26,200,200,200,2021-08-06,2021-09-06
KS00525717-1,638.22,536.32,2021-05-31,B-01,2021-05-20,412,412,412,2021-05-27,2021-03-06
HD00034024,4286.86,3602.4,2021-02-07,B-01,2021-12-05,228,228,228,2021-11-07,2021-02-07
HD00430752,297.5,250.0,2021-02-07,B-01,2021-05-21,2500,2500,2500,2021-01-07,2021-02-07
RA00000560,177.07,148.8,2021-01-07,A-01,2021-01-07,1000,1000,1000,2021-06-30,2021-01-07
M20020178,1436.93,1207.5,2021-08-20,B-01,2021-05-28,150,150,150,2021-08-24,2021-05-28
KS00520734-1,416.5,350.0,2021-06-17,B-01,2021-05-27,500,500,500,2021-07-06,2021-06-17
UBI0000075,885.36,744.0,2021-05-28,A-01,2021-05-28,155,155,155,2021-10-26,2021-05-28
UBI0000075,1970.64,1656.0,2021-05-18,A-01,2021-05-18,345,345,345,2021-10-26,1753-01-01
UBI0000075,1428.0,1200.0,2021-06-16,A-01,2021-06-16,250,250,250,2021-10-26,2021-06-16
UBI0000075,1428.0,1200.0,2021-05-18,A-01,2021-05-18,0,0,250,2021-10-26,1753-01-01
KP00001101,178.5,150.0,2021-05-31,A-01,2021-05-19,500,500,500,2021-05-27,2021-05-31
KP00001106,178.5,150.0,2021-05-31,A-01,2021-05-19,500,500,500,2021-05-27,2021-05-31
KP00001109,178.5,150.0,2021-05-31,A-01,2021-05-19,500,500,500,2021-05-27,2021-05-31
KP00001110,178.5,150.0,2021-05-31,A-01,2021-05-19,500,500,500,2021-05-27,2021-05-31
HDE0H27003,2746.82,2308.25,2021-06-18,A-01,2021-05-19,204451,204451,204451,2021-06-17,2021-06-18
RA00000560,177.07,148.8,2021-02-08,A-01,2021-02-08,1000,1000,1000,2021-01-08,2021-02-08
RA00000560,177.07,148.8,2021-08-31,A-01,2021-08-31,1000,1000,1000,2021-08-30,2021-08-31
18200833,2439.6,2280.0,2021-03-09,A-01,2021-05-19,1000,1000,1000,2021-05-09,2021-03-09
M0000009,543.35,456.6,2021-05-25,A-01,2021-05-25,2,2,2,2021-05-24,2021-05-25
KS00520726-1,848.95,713.4,2021-06-25,B-01,2021-11-06,400,400,400,2021-06-24,2021-06-25
KS00525770-1,352.24,296.0,2021-06-17,B-01,2021-05-19,400,400,400,2021-06-17,2021-09-06
05920406,2469.01,2074.8,2021-06-25,B-01,2021-05-21,5187,5187,5187,2021-06-22,2021-06-25
05920408,2469.01,2074.8,2021-06-25,B-01,2021-05-21,5187,5187,5187,2021-06-22,2021-06-25
00343013,4850.0,4850.0,2021-06-08,A-01,2021-05-25,250000,250000,250000,2021-07-29,2021-06-08
19600145,1804.28,1516.2,2021-01-09,A-01,2021-05-26,38000,38000,38000,2021-08-31,2021-01-09
