vendor_no,purchase_no,amount,location_code,order_date,qty_invoiced,qty_received,qty,receipt_date,requested_date
K04148,HD00034024,4096.58,B-01,2021-03-26,257,257,257,2021-05-16,2021-05-14
K04607,KS00525755,175.0,B-01,2021-04-30,250,250,250,2021-07-06,2021-05-21
K04607,KS00520716-1,415.0,B-01,2021-04-28,500,500,500,2021-05-26,2021-05-19
K00876,M0000009,456.6,A-01,2021-04-29,2,2,2,2021-04-28,2021-04-29
K04536,BI00115012,1680.0,B-01,2021-04-28,2688,2688,2688,2021-05-30,2021-05-31
K04413,KS00525736-1,518.4,B-01,2021-05-17,360,360,360,2021-05-27,2021-05-31
K04491,HDE0610275,600.0,A-01,2021-04-28,10000,10000,10000,2021-07-21,2021-11-06
K04491,HDE0610275,600.0,A-01,2021-04-28,10000,10000,10000,2021-07-21,2021-06-25
K04491,HDE0610275,600.0,A-01,2021-04-28,10000,10000,10000,2021-07-21,2021-09-07
K04491,HDE0610275,600.0,A-01,2021-04-28,10000,10000,10000,2021-07-21,2021-07-23
K04386,27601528,734.82,A-01,2021-01-15,9930,9930,9930,2021-03-06,2021-04-06
K02742,29300358,672.0,A-01,2021-05-31,10500,10500,10500,2021-07-07,2021-12-07
K00633,O3 1393582-4,50.0,A-01,2021-05-05,1000,1000,1000,2021-05-17,2021-05-19
K00633,O3 2-1393565-1,10.0,A-01,2021-05-05,2000,2000,2000,2021-05-17,2021-05-19
K00633,25000041,50.0,A-01,2021-12-05,10000,10000,10000,2021-05-17,2021-05-19
K00633,O3 1-1393565-9,15.5,A-01,2021-05-05,3100,3100,3100,2021-05-17,2021-05-19
K03094,HDE0210815,1886.19,A-01,2021-04-29,19730,19730,19730,2021-09-09,2021-10-09
K03447,HDE0430752,225.0,A-01,2021-04-29,5000,5000,5000,2021-07-14,2021-06-25
K03447,HDE0430752,225.0,A-01,2021-04-29,5000,5000,5000,2021-07-14,2021-07-16
K03094,HDE0H24001,1214.0,A-01,2021-04-29,20000,20000,20000,2021-08-09,2021-07-30
K03094,HDE0H24001,303.5,A-01,2021-12-05,5000,5000,5000,2021-08-09,2021-07-30
K03909,HDE0719189,395.2,A-01,2021-04-29,5200,5200,5200,2021-05-27,2021-05-21
K04491,HDE0900151,14.4,A-01,2021-04-29,4000,4000,4000,2021-06-30,2021-04-06
K04491,HDE0900151,14.4,A-01,2021-04-29,4000,4000,4000,2021-06-30,2021-02-07
K02742,HDE0H04002,1234.97,A-01,2021-04-29,23980,23980,23980,2021-07-14,2021-02-07
K03094,HDE0H05003,2832.0,A-01,2021-04-29,20000,20000,20000,2021-07-28,2021-07-30
K04660,HDE0H06005,499.0,A-01,2021-04-29,10000,10000,10000,2021-02-09,2021-03-09
K04660,HDE0H06006,528.2,A-01,2021-04-29,10000,10000,10000,2021-02-09,2021-03-09
K04660,HDE0H06007,779.9,A-01,2021-04-29,10000,10000,10000,2021-02-09,2021-03-09
K04660,HDE0H06009,527.9,A-01,2021-04-29,10000,10000,10000,2021-02-09,2021-03-09
K04152,HDE0H26001,139.39,A-01,2021-04-29,576,576,576,2021-07-15,2021-06-25
K03447,HDE0H39001,1061.0,A-01,2021-04-29,10000,10000,10000,2021-07-21,2021-07-23
K04660,HDE0H22013,2638.5,A-01,2021-04-29,3000,3000,3000,2021-04-11,2021-10-21
K04660,HDE0H22013,5277.0,A-01,2021-04-29,6000,6000,6000,2021-04-11,2021-10-28
K04660,HDE0H22013,879.5,A-01,2021-04-29,1000,1000,1000,2021-04-11,2021-05-11
K03806,KS90525756,125.0,B-01,2021-04-28,498,498,498,2021-06-05,2021-12-05
K02728,17000207,4200.0,B-01,2021-04-30,15000,15000,15000,2021-07-07,2021-09-07
K02771,17000108,198.56,B-01,2021-04-30,3050,3050,3050,2021-09-16,2021-09-08
K02771,17000108,455.7,B-01,2021-04-26,7000,7000,7000,2021-09-16,2021-09-08
K02771,17000115,5910.0,B-01,2021-04-30,3000,3000,3000,2021-11-16,2021-07-23
K02771,17000115,5910.0,B-01,2021-04-30,3000,3000,3000,2021-11-16,2021-08-31
K02756,17000128,840.0,B-01,2021-04-30,20000,20000,20000,2021-07-06,2021-05-28
K02728,17000141,2508.9,B-01,2021-04-30,6000,6000,6000,2021-06-27,2021-01-07
K02780,17000154,1574.4,B-01,2021-04-30,6400,6400,6400,2021-06-17,2021-06-18
K02771,17000150,662.0,B-01,2021-04-30,10000,10000,10000,2021-11-16,2021-08-20
K02771,17000151,645.0,B-01,2021-04-30,10000,10000,10000,2021-11-16,2021-09-17
K02737,17000168,898.32,B-01,2021-04-30,2400,2400,2400,2021-08-24,2021-07-16
K02737,17000168,898.32,B-01,2021-04-30,2400,2400,2400,2021-08-24,2021-08-16
K02699,17000156,5904.92,B-01,2021-04-30,7174,7174,7174,2021-06-27,2021-07-16
K02699,17000156,8231.0,B-01,2021-04-30,10000,10000,10000,2021-10-17,2021-10-15
K02737,17000169,898.32,B-01,2021-04-30,2400,2400,2400,2021-08-24,2021-07-16
K02737,17000169,900.19,B-01,2021-04-30,2405,2405,2405,2021-08-24,2021-08-16
K02737,17000170,926.88,B-01,2021-04-30,2400,2400,2400,2021-08-24,2021-07-16
K02737,17000170,905.81,B-01,2021-04-30,2420,2420,2420,2021-08-24,2021-08-16
K02728,17000206,1638.0,B-01,2021-04-30,6000,6000,6000,2021-08-31,2021-08-16
K02728,17000206,1283.1,B-01,2021-04-30,4700,4700,4700,2021-08-31,2021-09-16
K02728,17000206,1638.0,B-01,2021-04-30,6000,6000,6000,2021-11-17,2021-10-15
K02756,17000212,264.0,B-01,2021-04-30,20000,20000,20000,2021-05-30,2021-11-06
K03958,17000218,5693.69,B-01,2021-04-30,2772,2772,2772,2021-02-12,2021-01-08
K03958,17000218,5693.69,B-01,2021-06-08,2772,2772,2772,2021-02-12,2021-01-10
K03958,17000218,5693.69,B-01,2021-06-08,2772,2772,2772,2021-02-12,2021-01-12
K02728,17001018,2261.76,B-01,2021-04-30,3840,3840,3840,2021-09-30,2021-02-07
K02728,17001018,2388.4,B-01,2021-04-30,4055,4055,4055,2021-09-30,2021-01-10
K03390,M20020175,1267.5,B-01,2021-04-27,250,250,250,2021-06-20,2021-01-06
K03806,KP0064C134,95.0,A-01,2021-03-05,2600,2600,2600,2021-05-16,2021-12-05
K00046,KU00026259,94.71,A-01,2021-03-05,150,150,150,2021-09-05,2021-07-05
K04463,M20020041,479.25,B-01,2021-07-04,75,75,75,2021-05-18,2021-05-19
K04764,KP0064C049,590.0,B-01,2021-03-05,10,10,10,2021-10-05,2021-05-17
K00623,M20020211,3962.7,B-01,2021-06-04,518,518,518,2021-07-13,2021-01-06
K04386,ABB0038955,1848.0,A-01,2021-04-30,4800,4800,4800,2021-06-06,2021-04-06
K04803,PVP0405439,774.0,A-01,2021-03-05,20000,20000,20000,2021-07-26,2021-07-16
K04803,PVP0405439,774.0,A-01,2021-03-05,20000,20000,20000,2021-07-26,2021-07-23
K04803,PVP0405439,774.0,A-01,2021-03-05,20000,20000,20000,2021-07-26,2021-07-30
K04152,HDE0H03351,136.42,A-01,2021-03-05,477,477,477,2021-06-21,2021-04-06
K04152,HDE0H03353,136.42,A-01,2021-03-05,477,477,477,2021-06-21,2021-04-06
K04152,HDE0H03446,138.14,A-01,2021-03-05,483,483,483,2021-06-21,2021-04-06
K04152,HDE0H03447,457.6,A-01,2021-03-05,1600,1600,1600,2021-06-21,2021-04-06
K04152,HDE0H03448,366.08,A-01,2021-03-05,1280,1280,1280,2021-06-21,2021-04-06
K04152,HDE0H03449,457.6,A-01,2021-03-05,1600,1600,1600,2021-06-21,2021-04-06
K04152,HDE0H03450,228.8,A-01,2021-03-05,800,800,800,2021-06-21,2021-04-06
K04152,HDE0H03451,227.37,A-01,2021-03-05,795,795,795,2021-06-21,2021-04-06
K02739,17000257,39613.43,Z-STANZTEC,2021-03-05,45780,45780,45780,2022-01-30,2022-05-01
K02699,KU00322240,749.1,B-01,2021-02-17,3000,3000,3000,2021-08-06,2021-09-06
K02742,KS00617715,6288.0,B-01,2021-01-26,2620,2620,2620,2021-08-22,2021-10-08
K04413,KS00520708-1,844.9,B-01,2021-05-05,497,497,497,2021-05-27,2021-05-19
K04413,KS00520711-1,1700.0,B-01,2021-05-05,1000,1000,1000,2021-05-30,2021-05-19
K02742,17000119,1426.0,B-01,2021-05-05,23000,23000,23000,2021-11-08,2021-07-31
K02740,17000122,1421.13,B-01,2021-05-05,99380,99380,99380,2021-10-31,2021-01-11
K02740,17000123,853.37,B-01,2021-05-05,34410,34410,34410,2021-10-31,2021-01-11
K02760,17000137,1779.15,B-01,2021-05-05,8700,8700,8700,2021-09-23,2021-08-31
K02506,002286309,433.92,B-01,2021-07-30,48,48,48,2021-09-09,2021-10-09
K04727,17000138,210.0,B-01,2021-05-05,10000,10000,10000,2022-02-01,2021-07-22
K04727,17000138,210.0,B-01,2021-05-05,10000,10000,10000,2022-02-01,2022-05-01
K04727,17000138,420.0,B-01,2021-05-05,0,0,20000,2022-02-01,2022-05-05
K00202,17000158,554.4,B-01,2021-02-06,10000,10000,10000,2021-11-11,2021-07-30
K00202,17000158,609.84,B-01,2021-02-06,11000,11000,11000,2021-11-11,2021-12-11
K00202,17000158,554.4,B-01,2021-02-06,0,0,10000,2021-11-11,2022-03-30
K01282,M20020270,756.25,B-01,2021-05-05,275,275,275,2021-11-05,2021-12-05
K03806,KS90525739,125.0,B-01,2021-07-05,499,499,499,2021-05-19,2021-05-21
K04607,KS00520716-1,386.75,B-01,2021-05-05,595,595,595,2021-02-06,2021-05-26
K04607,KS00525731,185.0,B-01,2021-12-05,250,250,250,2021-05-30,2021-02-06
K04682,MV00491619-1,1243.8,B-01,2021-04-30,8704,8704,8704,2021-05-20,2021-05-21
K02771,22000636,2279.0,B-01,2021-06-05,430,430,430,2021-11-16,2021-07-30
K02771,22000636,5194.0,B-01,2021-06-05,980,980,980,2021-11-16,2021-07-30
K02771,22000636,1802.0,B-01,2021-05-21,0,0,340,2021-11-16,2021-07-30
K00130,DR01060001,1735.28,A-01,2021-06-05,197,197,197,2021-06-15,2021-11-06
K66666,17200146,3799.84,Z-AHLBERG,2021-07-05,2540,2540,2540,2021-04-10,2021-07-23
K66666,17200146,4562.8,Z-AHLBERG,2021-07-05,3050,3050,3050,2021-04-10,2021-07-23
K66666,17200146,4562.8,Z-AHLBERG,2021-07-05,3050,3050,3050,2021-04-10,2021-07-23
K00633,O3 1-1393583-5,19.0,A-01,2021-05-05,200,200,200,2021-05-17,2021-05-19
K00633,O3 1-1393583-5,95.0,A-01,2021-05-05,1000,1000,1000,2021-05-17,2021-05-19
K00633,O3 1393583-5,11.0,A-01,2021-11-06,100,100,100,2021-05-17,2021-11-06
K00633,29300357,26.0,A-01,2021-05-21,2000,2000,2000,2021-05-17,2021-11-06
K00633,90401324,100.0,A-01,2021-05-21,4000,4000,4000,2021-05-17,2021-11-06
K04413,KS00525009-1,864.0,B-01,2021-06-05,600,600,600,2021-05-27,2021-05-20
K03398,18201251,5181.44,A-01,2021-01-06,1408,1408,1408,2021-07-25,2021-02-07
K03398,18201251,2590.72,A-01,2021-01-06,704,704,704,2021-07-25,2021-02-07
K04635,22000328,149.9,B-01,2021-06-05,0,10000,10000,2022-01-25,2021-09-23
K02533,22000725,1650.0,B-01,2021-10-05,2200,2200,2200,2021-06-17,2021-06-18
K02728,22000549,2605.61,B-01,2021-10-05,1067,1067,1067,2021-01-08,2021-08-16
K00876,M0000009,456.6,A-01,2021-11-05,2,2,2,2021-10-05,2021-11-05
K00130,01062684,1300.38,A-01,2021-10-05,94,94,94,2021-07-13,2021-11-06
K00074,00345677,691.95,Z-DIEHL,2021-05-26,5187,5187,5187,2021-06-21,2021-06-23
K00074,00345655,691.95,Z-DIEHL,2021-05-26,5187,5187,5187,2021-06-21,2021-06-23
K02728,22000648,1191.0,B-01,2021-10-05,1191,1191,1191,2021-09-16,2021-08-16
K00876,M0000001,425.38,B-01,2021-10-05,1,1,1,2021-05-16,2021-05-17
K04580,17000132-1,250.0,B-01,2021-10-05,50000,50000,50000,2021-08-29,2021-08-30
K04580,17000133-1,760.0,B-01,2021-10-05,40000,40000,40000,2021-08-29,2021-08-30
K02737,17000176,1578.63,B-01,2021-10-05,4835,4835,4835,2021-05-08,2021-06-18
K03023,17000254,168.75,B-01,2021-09-06,7500,7500,7500,2022-01-18,2021-11-19
K03023,17000254,2362.12,B-01,2021-09-06,104983,104983,104983,2022-01-18,2021-11-19
K03023,GK00059100,800.0,B-01,2021-09-06,1,1,1,2022-01-18,2021-11-19
K03023,GK00059100,1450.0,B-01,2021-09-06,1,1,1,2022-01-18,2021-11-19
K04250,17000265,940.0,B-01,2021-10-05,40,40,40,2021-11-08,2021-12-08
K00264,17000433,178.0,B-01,2021-10-05,20,20,20,2021-06-15,2021-06-15
K03909,17000466,188.16,B-01,2021-10-05,1680,1680,1680,2021-08-29,2021-05-31
K03909,17000466,183.68,B-01,2021-10-05,1640,1640,1640,2021-08-29,2021-01-09
K03154,17000476,287.4,B-01,2021-10-05,3000,3000,3000,2021-05-16,2021-05-17
K03806,KS90525704,95.0,B-01,2021-07-05,400,400,400,2021-05-20,2021-05-21
K03806,KS90355001,105.0,B-01,2021-07-05,2000,2000,2000,2021-05-20,2021-05-21
K03806,KS90520741,115.0,B-01,2021-07-05,400,400,400,2021-05-20,2021-05-21
K03665,18200831,4260.0,A-01,2020-03-08,2000,2000,2000,2021-11-07,2021-12-07
K03665,18200833,2280.0,A-01,2021-11-05,1000,1000,1000,2021-08-15,2021-08-13
K02814,17200145,1600.0,A-01,2021-11-05,25000,25000,25000,2021-06-23,2021-06-25
K04275,KS00113701,2793.72,B-01,2021-06-23,3100,3100,3100,2021-01-09,2021-01-09
K02437,DMR0000020,144.6,A-01,2021-05-17,5,5,5,2021-06-21,2021-06-21
K02437,DMR0000021,229.46,A-01,2021-05-17,11,11,11,2021-06-21,2021-06-21
K02437,DMR0000028,104.2,A-01,2021-05-17,4,4,4,2021-06-21,2021-05-31
K03609,DMR0000024,477.0,A-01,2021-05-17,10,10,10,2021-05-25,2021-05-31
K04413,KS00525005-1,738.0,B-01,2021-05-05,500,500,500,2021-05-27,2021-05-26
K03753,22001644,119.6,A-01,2021-11-05,4000,4000,4000,2021-05-25,2021-05-28
K00074,19600094,1362.4,A-01,2021-11-05,104000,104000,104000,2021-07-15,2021-07-16
K04386,05920403,1040.0,B-01,2021-05-21,20800,20800,20800,2021-06-20,2021-06-18
K00074,17000186,2402.4,B-01,2021-11-05,24000,24000,24000,2021-07-07,2021-06-07
K03252,TF00000002,2684.16,A-01,2021-05-17,288000,288000,288000,2021-06-24,2021-07-06
K03252,TF00000002,2684.16,A-01,2021-05-17,288000,288000,288000,2021-06-24,2021-06-25
K03252,TF00000005,567.5,A-01,2021-06-18,125000,125000,125000,2021-05-08,2021-02-07
K03252,TF00000005,567.5,A-01,2021-05-17,125000,125000,125000,2021-05-08,2021-07-06
K03252,TF00000005,1135.0,A-01,2021-05-17,250000,250000,250000,2021-05-08,2021-05-28
K03252,TF00000005,1135.0,A-01,2021-05-17,250000,250000,250000,2021-05-08,2021-06-18
K03252,TF00000005,1135.0,A-01,2021-05-17,250000,250000,250000,2021-05-08,2021-02-07
K03252,TF00000009,738.41,A-01,2021-05-17,400,400,400,2021-06-29,2021-06-25
K03216,S1 0-1412705-2,900.0,A-01,2021-12-05,40000,40000,40000,2021-06-30,2021-02-07
K03216,S1 0-1412705-5,502.0,A-01,2021-12-05,20000,20000,20000,2021-06-30,2021-02-07
K03180,27602433,4239.3,B-01,2021-04-23,130,130,130,2021-01-07,2021-02-07
K04403,KP00001102,150.0,A-01,2021-12-05,500,500,500,2021-05-17,2021-05-20
K04403,KP00001103,103.5,A-01,2021-12-05,345,345,345,2021-05-17,2021-05-20
K04403,KP00001104,150.0,A-01,2021-12-05,500,500,500,2021-05-17,2021-05-20
K00876,M0000009,228.3,A-01,2021-05-18,1,1,1,2021-05-17,2021-05-18
K02052,D44000005,68.0,A-01,2021-04-30,2000,2000,2000,2021-05-17,2021-11-06
K02052,D44000006,15.02,A-01,2021-05-28,2000,2000,2000,2021-05-17,2021-11-06
K04436,D44000009,59.99,A-01,2021-05-31,1,1,1,2021-05-19,2021-05-31
K00033,KP0064C015,315.0,A-01,2021-05-17,1000,1000,1000,2021-06-16,2021-06-18
K04877,KP00H0M658,180.0,A-01,2021-05-17,30,30,30,2021-05-24,2021-05-31
K00168,28035390,226.8,A-01,2021-05-17,20000,20000,20000,2021-06-30,2021-06-25
K00168,27601605,104.4,A-01,2021-05-17,2000,2000,2000,2021-06-30,2021-06-25
K00206,28004238,316.71,A-01,2021-05-17,20700,20700,20700,2021-07-25,2021-06-18
K03806,KS90525701,95.0,B-01,2021-05-26,200,200,200,2021-08-06,2021-09-06
K04413,KS00525717-1,536.32,B-01,2021-05-20,412,412,412,2021-05-27,2021-03-06
K04148,HD00034024,3602.4,B-01,2021-12-05,228,228,228,2021-11-07,2021-02-07
K03447,HD00430752,250.0,B-01,2021-05-21,2500,2500,2500,2021-01-07,2021-02-07
K04859,RA00000560,148.8,A-01,2021-01-07,1000,1000,1000,2021-06-30,2021-01-07
K04876,M20020178,1207.5,B-01,2021-05-28,150,150,150,2021-08-24,2021-05-28
K04607,KS00520734-1,350.0,B-01,2021-05-27,500,500,500,2021-07-06,2021-06-17
K04522,UBI0000075,744.0,A-01,2021-05-28,155,155,155,2021-10-26,2021-05-28
K04522,UBI0000075,1200.0,A-01,2021-06-16,250,250,250,2021-10-26,2021-06-16
K04403,KP00001101,150.0,A-01,2021-05-19,500,500,500,2021-05-27,2021-05-31
K04403,KP00001106,150.0,A-01,2021-05-19,500,500,500,2021-05-27,2021-05-31
K04403,KP00001109,150.0,A-01,2021-05-19,500,500,500,2021-05-27,2021-05-31
K04403,KP00001110,150.0,A-01,2021-05-19,500,500,500,2021-05-27,2021-05-31
K04729,HDE0H27003,2308.25,A-01,2021-05-19,204451,204451,204451,2021-06-17,2021-06-18
K04859,RA00000560,148.8,A-01,2021-02-08,1000,1000,1000,2021-01-08,2021-02-08
K04859,RA00000560,148.8,A-01,2021-08-31,1000,1000,1000,2021-08-30,2021-08-31
K03665,18200833,2280.0,A-01,2021-05-19,1000,1000,1000,2021-05-09,2021-03-09
K00876,M0000009,456.6,A-01,2021-05-25,2,2,2,2021-05-24,2021-05-25
K04413,KS00520726-1,713.4,B-01,2021-11-06,400,400,400,2021-06-24,2021-06-25
K04607,KS00525770-1,296.0,B-01,2021-05-19,400,400,400,2021-06-17,2021-09-06
K04386,05920406,2074.8,B-01,2021-05-21,5187,5187,5187,2021-06-22,2021-06-25
K04386,05920408,2074.8,B-01,2021-05-21,5187,5187,5187,2021-06-22,2021-06-25
K02606,00343013,4850.0,A-01,2021-05-25,250000,250000,250000,2021-07-29,2021-06-08
K00074,19600145,1516.2,A-01,2021-05-26,38000,38000,38000,2021-08-31,2021-01-09
K00074,ZEMZUSCHLA,2836.74,A-01,2021-05-26,0,0,1,2021-08-31,2021-03-09
K04682,MV00491619-1,1243.8,B-01,2021-05-26,8704,8704,8704,2021-06-06,2021-06-16
K00633,39403559,42.5,A-01,2021-05-21,500,500,500,2021-06-15,2021-06-18
K00633,O3 1393582-4,50.0,A-01,2021-04-06,1000,1000,1000,2021-06-15,2021-06-18
K00633,O3 1393583-6,12.0,A-01,2021-04-06,100,100,100,2021-06-15,2021-06-18
K00633,90401313,50.0,A-01,2021-05-28,2000,2000,2000,2021-06-15,2021-06-18
K00876,M0000009,228.3,A-01,2021-05-26,1,1,1,2021-05-26,2021-05-27
K00130,01061932,972.0,A-01,2021-05-26,32,32,32,2021-01-07,2021-02-07
K00130,01061569,2349.83,A-01,2021-05-27,27,27,27,2021-07-20,2021-02-07
K04386,05920210,2808.85,A-01,2021-08-20,566300,566300,566300,2021-10-26,2021-08-10
K04386,17200125,2956.5,A-01,2021-05-27,21900,21900,21900,2021-06-20,2021-06-18
K04386,19500009,600.0,A-01,2021-07-19,30000,30000,30000,2021-08-15,2021-08-16
K04386,ZEMZUSCHLA,5546.72,A-01,2021-08-16,0,0,1,2021-08-15,2021-08-16
K04386,29200988,600.3,B-01,2021-05-21,2070,2070,2070,2021-06-22,2021-06-25
K00876,M0000009,228.3,A-01,2021-05-31,1,1,1,2021-05-31,2021-01-06
K00876,M0000004,44.24,B-PROD,2021-05-31,1,1,1,2021-02-06,2021-07-06
K00654,RB00801667,109.5,B-01,2021-12-05,1000,1000,1000,2021-01-06,2021-04-06
K03252,TF00000005,1135.0,A-01,2021-01-06,250000,250000,250000,2021-12-09,2021-07-16
K03252,TF00000005,1135.0,A-01,2021-01-06,250000,250000,250000,2021-12-09,2021-07-30
K03252,TF00000005,1135.0,A-01,2021-01-06,250000,250000,250000,2021-12-09,2021-08-27
K03252,TF00000005,1135.0,A-01,2021-01-06,250000,250000,250000,2021-12-09,2021-10-09
K03252,TF00000002,2684.16,A-01,2021-01-06,288000,288000,288000,2021-07-10,2021-07-16
K03252,TF00000002,2600.28,A-01,2021-01-06,279000,279000,279000,2021-07-10,2021-07-16
K03252,TF00000002,2684.16,A-01,2021-01-06,288000,288000,288000,2021-07-10,2021-08-27
K00016,40063519,591.12,A-01,2021-01-06,1800,1800,1800,2021-05-07,2021-09-07
K00259,40063539,266.75,A-01,2021-01-06,250,250,250,2021-05-08,2021-09-07
K00259,40063540,266.75,A-01,2021-01-06,250,250,250,2021-05-08,2021-09-07
K04074,MV00491409,2700.0,B-01,2021-03-25,90000,90000,90000,2021-09-22,2021-12-08
K04329,MV00491412,4892.8,B-01,2021-12-05,32000,32000,32000,2021-08-22,2021-08-20
K04236,MV00491533,8000.0,B-01,2021-07-23,32000,32000,32000,2021-02-09,2021-03-09
K04279,MV00491617,1202.46,B-01,2021-07-22,50400,50400,50400,2021-09-09,2021-02-09
K04876,M20020355,5167.5,B-01,2021-04-05,750,750,750,2021-07-09,2021-02-09
K03066,MV00409230,909.41,B-01,2021-06-25,499,499,499,2021-08-18,2021-08-20
K03800,DA00491006-1,3395.0,B-01,2021-07-09,300,300,300,2021-09-19,2021-07-09
K04876,M20020354,3325.0,B-01,2021-05-19,500,500,500,2021-04-08,2021-06-08
K00876,M0000009,228.3,A-01,2021-02-06,1,1,1,2021-02-06,2021-03-06
K02762,17000140,13674.96,B-01,2021-02-06,3510,3510,3510,2021-08-17,2021-03-08
K02762,17000140,13674.96,B-01,2021-02-06,3510,3510,3510,2021-05-10,2021-07-09
K02762,17000140,11033.47,B-01,2021-02-06,2832,2832,2832,2021-10-31,2021-10-15
K00951,00980107,107.1,A-01,2021-02-06,1,1,1,2021-04-08,2021-07-23
K01031,00987816,5190.0,A-01,2021-02-06,200,200,200,2021-10-08,2021-06-08
K01031,00987836,259.5,A-01,2021-02-06,10,10,10,2021-10-08,2021-06-08
K03088,05920105,3952.5,A-01,2021-02-06,125,125,125,2021-07-28,2021-07-16
K00130,17200110,460.0,A-01,2021-06-18,215,215,215,2021-07-20,2021-07-16
K00130,01064587,752.0,A-01,2021-06-25,110,110,110,2021-07-20,2021-07-23
K02729,17000225,862.77,B-01,2021-02-06,5200,5200,5200,2021-07-22,2021-06-30
K02742,KU00021629,221.0,A-01,2021-03-06,10000,10000,10000,2021-07-18,2021-07-16
K03845,KU00021635,997.5,A-01,2021-03-06,2625,2625,2625,2021-07-27,2021-07-30
K00206,KU00021686,203.04,A-01,2021-02-07,5400,5400,5400,2021-07-21,2021-07-23
K02760,KU00022360,262.5,A-01,2021-03-06,5000,5000,5000,2021-10-08,2021-08-13
K03085,KU00022395,82.4,A-01,2021-03-06,4000,4000,4000,2021-04-07,2021-02-07
K03085,KU00070825,142.0,A-01,2021-03-06,10000,10000,10000,2021-04-07,2021-06-25
K04729,HDE0H27002,13565.09,Z-QUITTE,2021-03-06,964,964,964,2021-11-11,2021-05-11
K04607,KS00525779-1,333.0,B-01,2021-05-28,450,450,450,2021-06-22,2021-06-18
K04063,DR00218013,50736.68,B-PROD,2021-03-06,2937,2937,2937,2021-10-18,2021-09-17
K04063,DR00300034,12186.55,B-01,2021-03-06,1734,1734,1734,2021-10-24,2021-08-23
K04607,KS00525788-1,185.0,B-01,2021-04-06,250,250,250,2021-06-24,2021-06-25
K04063,DR00326032,7668.97,B-01,2021-04-06,1670,1670,1670,2021-10-10,2021-08-23
K04063,DR00350013,3123.93,B-01,2021-04-06,1829,1829,1829,2021-12-09,2021-08-23
K04063,DR00350023,2178.68,B-01,2021-04-06,1263,1263,1263,2021-08-29,2021-08-23
K04063,DR00350028,4524.11,B-01,2021-04-06,1531,1531,1531,2021-08-29,2021-08-23
K04063,DR00590004,6686.51,B-01,2021-04-06,1841,1841,1841,2021-08-29,2021-08-23
K03909,22001627,52.5,B-01,2021-04-06,150,150,150,2021-06-27,2021-06-30
K03909,22001547,161.82,B-01,2021-04-06,3200,3200,3200,2021-06-27,2021-06-30
K04181,DR00020054,6130.23,B-01,2021-04-06,2158,2158,2158,2021-11-10,2021-07-30
K03940,DR00106074,1559.55,B-01,2021-04-06,5880,5880,5880,2021-07-26,2021-07-30
K03450,DR00192002,1297.52,B-01,2021-04-06,4634,4634,4634,2021-10-08,2021-07-30
K04610,DR00520084,6966.55,B-01,2021-04-06,1850,1850,1850,2021-07-20,2021-02-07
K03038,DR00643001,4380.0,B-01,2021-04-06,2500,2500,2500,2021-05-10,2021-07-30
K04717,HES0068702,400.0,A-01,2021-04-06,10000,10000,10000,2021-07-27,2021-07-30
K00268,27602370,12837.76,A-01,2021-04-06,1076,1076,1076,2021-10-18,2021-08-10
K00268,ZEMZUSCHLA,152.0,A-01,2021-04-06,0,0,1,2021-10-18,2021-07-30
K00268,27602381,14049.67,A-01,2021-04-06,1085,1085,1085,2021-02-11,2021-08-10
K00268,ZEMZUSCHLA,180.95,A-01,2021-04-06,0,0,1,2021-02-11,2021-08-10
K00168,28035709,456.0,A-01,2021-04-06,30000,30000,30000,2021-07-13,2021-07-16
K00130,01061657,2734.27,A-01,2021-04-06,60,60,60,2021-06-09,2021-07-23
K04796,S1 1-1412701-4,36000.0,A-01,2021-07-06,0,0,1800000,2021-05-25,2021-07-16
K00876,M0000009,456.6,A-01,2021-07-06,2,2,2,2021-07-06,2021-08-06
K04386,05920210,2832.66,A-01,2021-07-06,571100,571100,571100,2022-01-18,2022-07-01
K04733,RB00402314,8120.0,B-01,2021-02-06,290,290,290,2021-12-12,2021-01-09
K02699,24000001,3392.48,B-01,2021-11-06,1040,1040,1040,2021-09-30,2021-01-10
K02699,24000007,9006.4,B-01,2021-11-06,1040,1040,1040,2021-09-30,2021-01-10
K03448,24000015,3634.48,B-01,2021-07-19,28960,28960,28960,2021-05-10,2021-09-27
K04463,M20020350,3609.0,B-01,2021-12-17,100,100,100,2021-12-14,2021-12-17
K03252,O3 1412601-3,476.88,A-01,2021-07-06,2550,2550,2550,2021-09-11,2021-07-30
K03252,O3 1412601-3,1122.06,A-01,2021-07-06,6000,6000,6000,2021-09-11,2021-07-30
K03252,O3 1412601-3,374.02,A-01,2021-02-11,2000,2000,2000,2021-09-11,2021-12-11
K00092,O3 1412839-1,2419.6,A-01,2021-07-06,10520,10520,10520,2021-07-09,2021-10-09
K04386,O3 4-1411320-1,17534.72,A-01,2021-10-02,1957,1957,1957,2022-01-25,2022-01-26
K00633,39403559,42.5,A-01,2021-02-06,500,500,500,2021-06-29,2021-06-30
K00633,O3 1-1393583-4,19.0,A-01,2021-06-16,200,200,200,2021-06-29,2021-06-30
K00633,O3 1393582-4,50.0,A-01,2021-06-16,1000,1000,1000,2021-06-29,2021-06-30
K00633,O3 2-1393565-2,5.0,A-01,2021-06-16,1000,1000,1000,2021-06-29,2021-06-30
